"Step","Squeeze-and-Excitation Unfreezed WDA - test_accuracy","Squeeze-and-Excitation Unfreezed WDA - test_accuracy__MIN","Squeeze-and-Excitation Unfreezed WDA - test_accuracy__MAX","Squeeze-and-Excitation Unfreezed - test_accuracy","Squeeze-and-Excitation Unfreezed - test_accuracy__MIN","Squeeze-and-Excitation Unfreezed - test_accuracy__MAX","Add-New-Block Unfreezed WDA - test_accuracy","Add-New-Block Unfreezed WDA - test_accuracy__MIN","Add-New-Block Unfreezed WDA - test_accuracy__MAX","Remove-2-Blocks Unfreezed WDA - test_accuracy","Remove-2-Blocks Unfreezed WDA - test_accuracy__MIN","Remove-2-Blocks Unfreezed WDA - test_accuracy__MAX","Remove-1-Block Unfreezed WDA - test_accuracy","Remove-1-Block Unfreezed WDA - test_accuracy__MIN","Remove-1-Block Unfreezed WDA - test_accuracy__MAX","Add-New-Block Unfreezed - test_accuracy","Add-New-Block Unfreezed - test_accuracy__MIN","Add-New-Block Unfreezed - test_accuracy__MAX","Remove-2-Blocks Unfreezed - test_accuracy","Remove-2-Blocks Unfreezed - test_accuracy__MIN","Remove-2-Blocks Unfreezed - test_accuracy__MAX","Remove-1-Block Unfreezed - test_accuracy","Remove-1-Block Unfreezed - test_accuracy__MIN","Remove-1-Block Unfreezed - test_accuracy__MAX"
"67","","","","","","","","","","","","","","","","0.9370629370629371","0.9370629370629371","0.9370629370629371","0.8837412587412588","0.8837412587412588","0.8837412587412588","0.9274475524475524","0.9274475524475524","0.9274475524475524"
"68","","","","","","","","","","","","","","","","0.9431818181818182","0.9431818181818182","0.9431818181818182","0.8575174825174825","0.8575174825174825","0.8575174825174825","0.9138986013986014","0.9138986013986014","0.9138986013986014"
"69","","","","","","","","","","","","","","","","0.9396853146853147","0.9396853146853147","0.9396853146853147","0.888986013986014","0.888986013986014","0.888986013986014","0.9007867132867133","0.9007867132867133","0.9007867132867133"
"70","","","","","","","","","","","","","","","","0.9409965034965035","0.9409965034965035","0.9409965034965035","0.8933566433566433","0.8933566433566433","0.8933566433566433","0.9165209790209791","0.9165209790209791","0.9165209790209791"
"71","","","","","","","","","","","","","","","","0.9361888111888111","0.9361888111888111","0.9361888111888111","0.8837412587412588","0.8837412587412588","0.8837412587412588","0.9243881118881119","0.9243881118881119","0.9243881118881119"
"72","","","","","","","","","","","","","","","","0.9379370629370629","0.9379370629370629","0.9379370629370629","0.8636363636363636","0.8636363636363636","0.8636363636363636","0.9248251748251748","0.9248251748251748","0.9248251748251748"
"73","","","","","","","","","","","","","","","","0.9396853146853147","0.9396853146853147","0.9396853146853147","0.8649475524475524","0.8649475524475524","0.8649475524475524","0.9243881118881119","0.9243881118881119","0.9243881118881119"
"74","","","","","","","","","","","","","","","","0.9405594405594405","0.9405594405594405","0.9405594405594405","0.8758741258741258","0.8758741258741258","0.8758741258741258","","",""
"75","","","","","","","","","","","","","","","","0.9414335664335665","0.9414335664335665","0.9414335664335665","0.8715034965034965","0.8715034965034965","0.8715034965034965","","",""
"76","","","","","","","","","","","","","","","","","","","0.8789335664335665","0.8789335664335665","0.8789335664335665","","",""
"77","","","","","","","","","","","","","","","","","","","0.8732517482517482","0.8732517482517482","0.8732517482517482","","",""
"78","","","","","","","","","","","","","","","","","","","0.8841783216783217","0.8841783216783217","0.8841783216783217","","",""
"79","","","","","","","","","","","","","","","","","","","0.8798076923076923","0.8798076923076923","0.8798076923076923","","",""
"80","","","","","","","","","","","","","","","","","","","0.8422202797202797","0.8422202797202797","0.8422202797202797","","",""
"81","","","","","","","","","","","","","","","","","","","0.8758741258741258","0.8758741258741258","0.8758741258741258","","",""
"82","","","","","","","","","","","","","","","","","","","0.8745629370629371","0.8745629370629371","0.8745629370629371","","",""
"83","","","","","","","","","","","","","","","","","","","0.888986013986014","0.888986013986014","0.888986013986014","","",""
"84","","","","","","","","","","","","","","","","","","","0.8937937062937062","0.8937937062937062","0.8937937062937062","","",""
"85","","","","","","","","","","","","","","","","","","","0.888986013986014","0.888986013986014","0.888986013986014","","",""
