Using GPU 0: NVIDIA GeForce RTX 3090
Epoch 1/500 - Train Loss: 2.0423, Train Accuracy: 0.2125, Test Loss: 2.0637, Test Accuracy: 0.1761
Epoch 2/500 - Train Loss: 1.7286, Train Accuracy: 0.4600, Test Loss: 1.8850, Test Accuracy: 0.3754
Epoch 3/500 - Train Loss: 1.4266, Train Accuracy: 0.6775, Test Loss: 1.5924, Test Accuracy: 0.6224
Epoch 4/500 - Train Loss: 1.2215, Train Accuracy: 0.7725, Test Loss: 1.3239, Test Accuracy: 0.7378
Epoch 5/500 - Train Loss: 1.0525, Train Accuracy: 0.8400, Test Loss: 1.1016, Test Accuracy: 0.8042
Epoch 6/500 - Train Loss: 0.8711, Train Accuracy: 0.8975, Test Loss: 0.9316, Test Accuracy: 0.8483
Epoch 7/500 - Train Loss: 0.7479, Train Accuracy: 0.9100, Test Loss: 0.7963, Test Accuracy: 0.8816
Epoch 8/500 - Train Loss: 0.6558, Train Accuracy: 0.9250, Test Loss: 0.6851, Test Accuracy: 0.8938
Epoch 9/500 - Train Loss: 0.5613, Train Accuracy: 0.9200, Test Loss: 0.5922, Test Accuracy: 0.9100
Epoch 10/500 - Train Loss: 0.5089, Train Accuracy: 0.9475, Test Loss: 0.5265, Test Accuracy: 0.9257
Epoch 11/500 - Train Loss: 0.4274, Train Accuracy: 0.9500, Test Loss: 0.4740, Test Accuracy: 0.9292
Epoch 12/500 - Train Loss: 0.4021, Train Accuracy: 0.9525, Test Loss: 0.4347, Test Accuracy: 0.9314
Epoch 13/500 - Train Loss: 0.3525, Train Accuracy: 0.9600, Test Loss: 0.4017, Test Accuracy: 0.9371
Epoch 14/500 - Train Loss: 0.3314, Train Accuracy: 0.9725, Test Loss: 0.3753, Test Accuracy: 0.9384
Epoch 15/500 - Train Loss: 0.3203, Train Accuracy: 0.9675, Test Loss: 0.3578, Test Accuracy: 0.9419
Epoch 16/500 - Train Loss: 0.3051, Train Accuracy: 0.9575, Test Loss: 0.3421, Test Accuracy: 0.9419
Epoch 17/500 - Train Loss: 0.2617, Train Accuracy: 0.9725, Test Loss: 0.3259, Test Accuracy: 0.9441
Epoch 18/500 - Train Loss: 0.2709, Train Accuracy: 0.9550, Test Loss: 0.3212, Test Accuracy: 0.9392
Epoch 19/500 - Train Loss: 0.2447, Train Accuracy: 0.9825, Test Loss: 0.3071, Test Accuracy: 0.9471
Epoch 20/500 - Train Loss: 0.2192, Train Accuracy: 0.9825, Test Loss: 0.2965, Test Accuracy: 0.9471
Epoch 21/500 - Train Loss: 0.2082, Train Accuracy: 0.9900, Test Loss: 0.2924, Test Accuracy: 0.9497
Epoch 22/500 - Train Loss: 0.2097, Train Accuracy: 0.9875, Test Loss: 0.2865, Test Accuracy: 0.9502
Epoch 23/500 - Train Loss: 0.1906, Train Accuracy: 0.9875, Test Loss: 0.2817, Test Accuracy: 0.9510
Epoch 24/500 - Train Loss: 0.1826, Train Accuracy: 0.9875, Test Loss: 0.2820, Test Accuracy: 0.9480
Epoch 25/500 - Train Loss: 0.1982, Train Accuracy: 0.9875, Test Loss: 0.2789, Test Accuracy: 0.9502
Epoch 26/500 - Train Loss: 0.1657, Train Accuracy: 0.9900, Test Loss: 0.2741, Test Accuracy: 0.9462
Epoch 27/500 - Train Loss: 0.1628, Train Accuracy: 0.9925, Test Loss: 0.2694, Test Accuracy: 0.9484
Epoch 28/500 - Train Loss: 0.1719, Train Accuracy: 0.9900, Test Loss: 0.2769, Test Accuracy: 0.9462
Epoch 29/500 - Train Loss: 0.1716, Train Accuracy: 0.9875, Test Loss: 0.2876, Test Accuracy: 0.9388
Epoch 30/500 - Train Loss: 0.1723, Train Accuracy: 0.9850, Test Loss: 0.2898, Test Accuracy: 0.9406
Epoch 31/500 - Train Loss: 0.1475, Train Accuracy: 0.9950, Test Loss: 0.2735, Test Accuracy: 0.9484
Epoch 32/500 - Train Loss: 0.1539, Train Accuracy: 0.9950, Test Loss: 0.2640, Test Accuracy: 0.9524
Epoch 33/500 - Train Loss: 0.1442, Train Accuracy: 0.9925, Test Loss: 0.2611, Test Accuracy: 0.9519
Epoch 34/500 - Train Loss: 0.1501, Train Accuracy: 0.9950, Test Loss: 0.2652, Test Accuracy: 0.9480
Epoch 35/500 - Train Loss: 0.1393, Train Accuracy: 0.9900, Test Loss: 0.2684, Test Accuracy: 0.9484
Epoch 36/500 - Train Loss: 0.1392, Train Accuracy: 0.9925, Test Loss: 0.2660, Test Accuracy: 0.9480
Epoch 37/500 - Train Loss: 0.1399, Train Accuracy: 0.9975, Test Loss: 0.2646, Test Accuracy: 0.9467
Epoch 38/500 - Train Loss: 0.1278, Train Accuracy: 0.9975, Test Loss: 0.2702, Test Accuracy: 0.9423
Epoch 39/500 - Train Loss: 0.1373, Train Accuracy: 0.9900, Test Loss: 0.2780, Test Accuracy: 0.9410
Epoch 40/500 - Train Loss: 0.1441, Train Accuracy: 0.9900, Test Loss: 0.2730, Test Accuracy: 0.9406
Epoch 41/500 - Train Loss: 0.1399, Train Accuracy: 0.9925, Test Loss: 0.2712, Test Accuracy: 0.9410
Epoch 42/500 - Train Loss: 0.1385, Train Accuracy: 1.0000, Test Loss: 0.2720, Test Accuracy: 0.9406
Epoch 43/500 - Train Loss: 0.1232, Train Accuracy: 0.9975, Test Loss: 0.2761, Test Accuracy: 0.9423
Epoch 44/500 - Train Loss: 0.1271, Train Accuracy: 0.9975, Test Loss: 0.2799, Test Accuracy: 0.9371
Epoch 45/500 - Train Loss: 0.1168, Train Accuracy: 1.0000, Test Loss: 0.2757, Test Accuracy: 0.9410
Epoch 46/500 - Train Loss: 0.1271, Train Accuracy: 0.9975, Test Loss: 0.2704, Test Accuracy: 0.9419
Epoch 47/500 - Train Loss: 0.1215, Train Accuracy: 0.9975, Test Loss: 0.2588, Test Accuracy: 0.9458
Epoch 48/500 - Train Loss: 0.1188, Train Accuracy: 0.9950, Test Loss: 0.2682, Test Accuracy: 0.9406
Epoch 49/500 - Train Loss: 0.1134, Train Accuracy: 1.0000, Test Loss: 0.2652, Test Accuracy: 0.9406
Epoch 50/500 - Train Loss: 0.1207, Train Accuracy: 1.0000, Test Loss: 0.2655, Test Accuracy: 0.9445
Epoch 51/500 - Train Loss: 0.1165, Train Accuracy: 1.0000, Test Loss: 0.2640, Test Accuracy: 0.9419
Epoch 52/500 - Train Loss: 0.1223, Train Accuracy: 0.9950, Test Loss: 0.2716, Test Accuracy: 0.9423
Epoch 53/500 - Train Loss: 0.1136, Train Accuracy: 1.0000, Test Loss: 0.2826, Test Accuracy: 0.9358
Epoch 54/500 - Train Loss: 0.1088, Train Accuracy: 1.0000, Test Loss: 0.2821, Test Accuracy: 0.9358
Epoch 55/500 - Train Loss: 0.1173, Train Accuracy: 0.9950, Test Loss: 0.2732, Test Accuracy: 0.9432
Epoch 56/500 - Train Loss: 0.1129, Train Accuracy: 0.9975, Test Loss: 0.2644, Test Accuracy: 0.9471
Epoch 57/500 - Train Loss: 0.1227, Train Accuracy: 0.9950, Test Loss: 0.2632, Test Accuracy: 0.9484
Epoch 58/500 - Train Loss: 0.1204, Train Accuracy: 0.9950, Test Loss: 0.2643, Test Accuracy: 0.9454
Epoch 59/500 - Train Loss: 0.1094, Train Accuracy: 1.0000, Test Loss: 0.2648, Test Accuracy: 0.9441
Epoch 60/500 - Train Loss: 0.1082, Train Accuracy: 1.0000, Test Loss: 0.2669, Test Accuracy: 0.9454
Epoch 61/500 - Train Loss: 0.1116, Train Accuracy: 0.9975, Test Loss: 0.2666, Test Accuracy: 0.9467
Epoch 62/500 - Train Loss: 0.1084, Train Accuracy: 1.0000, Test Loss: 0.2629, Test Accuracy: 0.9462

Early stopping triggered at epoch 62
Best test loss: 0.2588
Best test accuracy: 0.9524
Plot saved as trained_models/Sweep run/metrics/loss.png
Plot saved as trained_models/Sweep run/metrics/metrics.png
