Using GPU 0: NVIDIA GeForce RTX 3090
Epoch 1/500 - Train Loss: 2.0048, Train Accuracy: 0.2525, Test Loss: 2.0544, Test Accuracy: 0.1521
Epoch 2/500 - Train Loss: 1.7699, Train Accuracy: 0.4025, Test Loss: 1.7106, Test Accuracy: 0.4895
Epoch 3/500 - Train Loss: 1.5645, Train Accuracy: 0.6175, Test Loss: 1.4264, Test Accuracy: 0.6809
Epoch 4/500 - Train Loss: 1.3847, Train Accuracy: 0.7025, Test Loss: 1.2032, Test Accuracy: 0.7631
Epoch 5/500 - Train Loss: 1.1932, Train Accuracy: 0.7875, Test Loss: 1.0224, Test Accuracy: 0.8322
Epoch 6/500 - Train Loss: 1.0402, Train Accuracy: 0.8375, Test Loss: 0.8771, Test Accuracy: 0.8741
Epoch 7/500 - Train Loss: 0.9380, Train Accuracy: 0.8750, Test Loss: 0.7654, Test Accuracy: 0.8982
Epoch 8/500 - Train Loss: 0.8384, Train Accuracy: 0.8800, Test Loss: 0.6692, Test Accuracy: 0.9095
Epoch 9/500 - Train Loss: 0.7329, Train Accuracy: 0.9075, Test Loss: 0.5870, Test Accuracy: 0.9253
Epoch 10/500 - Train Loss: 0.6401, Train Accuracy: 0.9275, Test Loss: 0.5242, Test Accuracy: 0.9235
Epoch 11/500 - Train Loss: 0.6029, Train Accuracy: 0.9200, Test Loss: 0.4787, Test Accuracy: 0.9266
Epoch 12/500 - Train Loss: 0.5529, Train Accuracy: 0.9275, Test Loss: 0.4479, Test Accuracy: 0.9327
Epoch 13/500 - Train Loss: 0.4966, Train Accuracy: 0.9400, Test Loss: 0.4134, Test Accuracy: 0.9384
Epoch 14/500 - Train Loss: 0.4998, Train Accuracy: 0.9225, Test Loss: 0.3939, Test Accuracy: 0.9406
Epoch 15/500 - Train Loss: 0.4341, Train Accuracy: 0.9500, Test Loss: 0.3740, Test Accuracy: 0.9454
Epoch 16/500 - Train Loss: 0.4035, Train Accuracy: 0.9575, Test Loss: 0.3667, Test Accuracy: 0.9458
Epoch 17/500 - Train Loss: 0.3991, Train Accuracy: 0.9475, Test Loss: 0.3554, Test Accuracy: 0.9441
Epoch 18/500 - Train Loss: 0.3812, Train Accuracy: 0.9625, Test Loss: 0.3439, Test Accuracy: 0.9449
Epoch 19/500 - Train Loss: 0.3518, Train Accuracy: 0.9625, Test Loss: 0.3403, Test Accuracy: 0.9436
Epoch 20/500 - Train Loss: 0.3221, Train Accuracy: 0.9675, Test Loss: 0.3375, Test Accuracy: 0.9449
Epoch 21/500 - Train Loss: 0.3276, Train Accuracy: 0.9650, Test Loss: 0.3354, Test Accuracy: 0.9423
Epoch 22/500 - Train Loss: 0.3525, Train Accuracy: 0.9450, Test Loss: 0.3228, Test Accuracy: 0.9445
Epoch 23/500 - Train Loss: 0.2960, Train Accuracy: 0.9750, Test Loss: 0.3215, Test Accuracy: 0.9462
Epoch 24/500 - Train Loss: 0.2891, Train Accuracy: 0.9700, Test Loss: 0.3103, Test Accuracy: 0.9480
Epoch 25/500 - Train Loss: 0.2983, Train Accuracy: 0.9625, Test Loss: 0.3043, Test Accuracy: 0.9510
Epoch 26/500 - Train Loss: 0.2612, Train Accuracy: 0.9775, Test Loss: 0.3052, Test Accuracy: 0.9515
Epoch 27/500 - Train Loss: 0.2671, Train Accuracy: 0.9725, Test Loss: 0.3030, Test Accuracy: 0.9532
Epoch 28/500 - Train Loss: 0.2516, Train Accuracy: 0.9850, Test Loss: 0.2995, Test Accuracy: 0.9510
Epoch 29/500 - Train Loss: 0.2516, Train Accuracy: 0.9800, Test Loss: 0.3008, Test Accuracy: 0.9497
Epoch 30/500 - Train Loss: 0.2272, Train Accuracy: 0.9875, Test Loss: 0.2977, Test Accuracy: 0.9510
