Using GPU 0: NVIDIA GeForce RTX 3090
Epoch 1/500 - Train Loss: 2.0374, Train Accuracy: 0.2200, Test Loss: 1.9703, Test Accuracy: 0.3409
Epoch 2/500 - Train Loss: 1.8242, Train Accuracy: 0.3975, Test Loss: 1.7858, Test Accuracy: 0.4886
Epoch 3/500 - Train Loss: 1.6608, Train Accuracy: 0.5525, Test Loss: 1.6123, Test Accuracy: 0.5752
Epoch 4/500 - Train Loss: 1.5650, Train Accuracy: 0.6400, Test Loss: 1.4593, Test Accuracy: 0.6477
Epoch 5/500 - Train Loss: 1.4701, Train Accuracy: 0.7125, Test Loss: 1.3350, Test Accuracy: 0.6971
Epoch 6/500 - Train Loss: 1.3508, Train Accuracy: 0.7600, Test Loss: 1.2343, Test Accuracy: 0.7421
Epoch 7/500 - Train Loss: 1.2680, Train Accuracy: 0.7875, Test Loss: 1.1471, Test Accuracy: 0.7828
Epoch 8/500 - Train Loss: 1.1893, Train Accuracy: 0.7925, Test Loss: 1.0647, Test Accuracy: 0.8230
Epoch 9/500 - Train Loss: 1.0962, Train Accuracy: 0.8075, Test Loss: 0.9947, Test Accuracy: 0.8378
Epoch 10/500 - Train Loss: 1.0259, Train Accuracy: 0.8650, Test Loss: 0.9461, Test Accuracy: 0.8483
Epoch 11/500 - Train Loss: 0.9892, Train Accuracy: 0.8525, Test Loss: 0.8805, Test Accuracy: 0.8636
Epoch 12/500 - Train Loss: 0.9400, Train Accuracy: 0.8575, Test Loss: 0.8222, Test Accuracy: 0.8763
Epoch 13/500 - Train Loss: 0.8886, Train Accuracy: 0.8550, Test Loss: 0.7847, Test Accuracy: 0.8885
Epoch 14/500 - Train Loss: 0.8395, Train Accuracy: 0.8800, Test Loss: 0.7461, Test Accuracy: 0.8942
Epoch 15/500 - Train Loss: 0.8018, Train Accuracy: 0.8725, Test Loss: 0.7149, Test Accuracy: 0.9017
Epoch 16/500 - Train Loss: 0.7674, Train Accuracy: 0.8975, Test Loss: 0.6829, Test Accuracy: 0.9108
Epoch 17/500 - Train Loss: 0.7290, Train Accuracy: 0.9100, Test Loss: 0.6624, Test Accuracy: 0.9100
