Using GPU 0: NVIDIA GeForce RTX 3090
Epoch 52/500 - Train Loss: 0.2063, Train Accuracy: 0.9850, Test Loss: 0.2931, Test Accuracy: 0.9489
Epoch 53/500 - Train Loss: 0.1814, Train Accuracy: 0.9900, Test Loss: 0.2880, Test Accuracy: 0.9467
Epoch 54/500 - Train Loss: 0.1709, Train Accuracy: 0.9950, Test Loss: 0.2924, Test Accuracy: 0.9462
Epoch 55/500 - Train Loss: 0.1845, Train Accuracy: 0.9875, Test Loss: 0.2975, Test Accuracy: 0.9458
Epoch 56/500 - Train Loss: 0.1746, Train Accuracy: 0.9950, Test Loss: 0.2942, Test Accuracy: 0.9454
Epoch 57/500 - Train Loss: 0.1822, Train Accuracy: 0.9875, Test Loss: 0.2933, Test Accuracy: 0.9449
Epoch 58/500 - Train Loss: 0.2005, Train Accuracy: 0.9825, Test Loss: 0.2986, Test Accuracy: 0.9423
Epoch 59/500 - Train Loss: 0.1713, Train Accuracy: 0.9900, Test Loss: 0.2985, Test Accuracy: 0.9458
Epoch 60/500 - Train Loss: 0.1783, Train Accuracy: 0.9950, Test Loss: 0.2975, Test Accuracy: 0.9454
Epoch 61/500 - Train Loss: 0.1895, Train Accuracy: 0.9875, Test Loss: 0.2921, Test Accuracy: 0.9462
Epoch 62/500 - Train Loss: 0.1825, Train Accuracy: 0.9900, Test Loss: 0.2924, Test Accuracy: 0.9489
Epoch 63/500 - Train Loss: 0.1798, Train Accuracy: 0.9875, Test Loss: 0.2905, Test Accuracy: 0.9506
Epoch 64/500 - Train Loss: 0.1847, Train Accuracy: 0.9850, Test Loss: 0.2902, Test Accuracy: 0.9476

Early stopping triggered at epoch 64
Best test loss: 0.2880
Best test accuracy: 0.9519
Plot saved as trained_models/Definitive model/metrics/loss.png
Plot saved as trained_models/Definitive model/metrics/metrics.png
