Using GPU 0: NVIDIA GeForce RTX 3090
Epoch 1/500 - Train Loss: 2.1149, Train Accuracy: 0.1550, Test Loss: 2.0177, Test Accuracy: 0.2146
Epoch 2/500 - Train Loss: 1.8368, Train Accuracy: 0.3075, Test Loss: 1.7713, Test Accuracy: 0.4541
Epoch 3/500 - Train Loss: 1.6186, Train Accuracy: 0.5075, Test Loss: 1.5322, Test Accuracy: 0.6049
Epoch 4/500 - Train Loss: 1.4054, Train Accuracy: 0.6650, Test Loss: 1.3237, Test Accuracy: 0.7094
Epoch 5/500 - Train Loss: 1.2381, Train Accuracy: 0.7600, Test Loss: 1.1520, Test Accuracy: 0.7915
Epoch 6/500 - Train Loss: 1.0713, Train Accuracy: 0.8275, Test Loss: 1.0036, Test Accuracy: 0.8278
Epoch 7/500 - Train Loss: 0.9633, Train Accuracy: 0.8550, Test Loss: 0.8926, Test Accuracy: 0.8462
Epoch 8/500 - Train Loss: 0.8656, Train Accuracy: 0.8725, Test Loss: 0.7947, Test Accuracy: 0.8649
Epoch 9/500 - Train Loss: 0.7585, Train Accuracy: 0.8775, Test Loss: 0.7083, Test Accuracy: 0.8807
Epoch 10/500 - Train Loss: 0.6766, Train Accuracy: 0.9250, Test Loss: 0.6422, Test Accuracy: 0.8912
Epoch 11/500 - Train Loss: 0.6407, Train Accuracy: 0.8900, Test Loss: 0.5891, Test Accuracy: 0.9003
Epoch 12/500 - Train Loss: 0.5730, Train Accuracy: 0.9150, Test Loss: 0.5364, Test Accuracy: 0.9087
Epoch 13/500 - Train Loss: 0.5278, Train Accuracy: 0.9375, Test Loss: 0.4953, Test Accuracy: 0.9122
Epoch 14/500 - Train Loss: 0.5173, Train Accuracy: 0.9200, Test Loss: 0.4626, Test Accuracy: 0.9209
Epoch 15/500 - Train Loss: 0.4831, Train Accuracy: 0.9275, Test Loss: 0.4389, Test Accuracy: 0.9226
Epoch 16/500 - Train Loss: 0.4567, Train Accuracy: 0.9300, Test Loss: 0.4237, Test Accuracy: 0.9213
Epoch 17/500 - Train Loss: 0.4022, Train Accuracy: 0.9500, Test Loss: 0.4124, Test Accuracy: 0.9226
Epoch 18/500 - Train Loss: 0.3964, Train Accuracy: 0.9425, Test Loss: 0.3945, Test Accuracy: 0.9301
Epoch 19/500 - Train Loss: 0.3654, Train Accuracy: 0.9625, Test Loss: 0.3776, Test Accuracy: 0.9366
Epoch 20/500 - Train Loss: 0.3539, Train Accuracy: 0.9500, Test Loss: 0.3633, Test Accuracy: 0.9371
Epoch 21/500 - Train Loss: 0.3578, Train Accuracy: 0.9575, Test Loss: 0.3587, Test Accuracy: 0.9336
Epoch 22/500 - Train Loss: 0.3333, Train Accuracy: 0.9675, Test Loss: 0.3524, Test Accuracy: 0.9358
Epoch 23/500 - Train Loss: 0.3088, Train Accuracy: 0.9675, Test Loss: 0.3425, Test Accuracy: 0.9397
Epoch 24/500 - Train Loss: 0.3243, Train Accuracy: 0.9600, Test Loss: 0.3434, Test Accuracy: 0.9362
Epoch 25/500 - Train Loss: 0.2857, Train Accuracy: 0.9700, Test Loss: 0.3364, Test Accuracy: 0.9371
Epoch 26/500 - Train Loss: 0.2788, Train Accuracy: 0.9800, Test Loss: 0.3312, Test Accuracy: 0.9392
Epoch 27/500 - Train Loss: 0.2912, Train Accuracy: 0.9675, Test Loss: 0.3263, Test Accuracy: 0.9410
Epoch 28/500 - Train Loss: 0.2881, Train Accuracy: 0.9675, Test Loss: 0.3257, Test Accuracy: 0.9410
Epoch 29/500 - Train Loss: 0.2568, Train Accuracy: 0.9700, Test Loss: 0.3269, Test Accuracy: 0.9414
Epoch 30/500 - Train Loss: 0.2640, Train Accuracy: 0.9650, Test Loss: 0.3216, Test Accuracy: 0.9414
Epoch 31/500 - Train Loss: 0.2425, Train Accuracy: 0.9775, Test Loss: 0.3217, Test Accuracy: 0.9392
Epoch 32/500 - Train Loss: 0.2327, Train Accuracy: 0.9875, Test Loss: 0.3239, Test Accuracy: 0.9375
Epoch 33/500 - Train Loss: 0.2271, Train Accuracy: 0.9825, Test Loss: 0.3233, Test Accuracy: 0.9362
Epoch 34/500 - Train Loss: 0.2573, Train Accuracy: 0.9650, Test Loss: 0.3191, Test Accuracy: 0.9366
Epoch 35/500 - Train Loss: 0.2506, Train Accuracy: 0.9700, Test Loss: 0.3211, Test Accuracy: 0.9336
Epoch 36/500 - Train Loss: 0.2141, Train Accuracy: 0.9850, Test Loss: 0.3153, Test Accuracy: 0.9366
Epoch 37/500 - Train Loss: 0.2343, Train Accuracy: 0.9775, Test Loss: 0.3092, Test Accuracy: 0.9427
Epoch 38/500 - Train Loss: 0.2230, Train Accuracy: 0.9800, Test Loss: 0.3127, Test Accuracy: 0.9406
Epoch 39/500 - Train Loss: 0.2070, Train Accuracy: 0.9825, Test Loss: 0.3098, Test Accuracy: 0.9392
Epoch 40/500 - Train Loss: 0.2270, Train Accuracy: 0.9800, Test Loss: 0.3083, Test Accuracy: 0.9423
Epoch 41/500 - Train Loss: 0.1988, Train Accuracy: 0.9925, Test Loss: 0.3120, Test Accuracy: 0.9388
Epoch 42/500 - Train Loss: 0.1944, Train Accuracy: 0.9975, Test Loss: 0.3105, Test Accuracy: 0.9392
Epoch 43/500 - Train Loss: 0.2162, Train Accuracy: 0.9850, Test Loss: 0.3091, Test Accuracy: 0.9406
