Using GPU 0: NVIDIA GeForce RTX 3090
Epoch 1/500 - Train Loss: 2.0286, Train Accuracy: 0.2100, Test Loss: 1.9901, Test Accuracy: 0.2478
Epoch 2/500 - Train Loss: 1.7926, Train Accuracy: 0.3650, Test Loss: 1.7000, Test Accuracy: 0.5127
Epoch 3/500 - Train Loss: 1.5650, Train Accuracy: 0.6000, Test Loss: 1.4374, Test Accuracy: 0.6919
Epoch 4/500 - Train Loss: 1.3764, Train Accuracy: 0.7200, Test Loss: 1.2105, Test Accuracy: 0.8003
Epoch 5/500 - Train Loss: 1.1950, Train Accuracy: 0.8050, Test Loss: 1.0259, Test Accuracy: 0.8418
Epoch 6/500 - Train Loss: 1.0530, Train Accuracy: 0.8350, Test Loss: 0.8838, Test Accuracy: 0.8754
Epoch 7/500 - Train Loss: 0.9034, Train Accuracy: 0.8725, Test Loss: 0.7706, Test Accuracy: 0.8942
Epoch 8/500 - Train Loss: 0.8005, Train Accuracy: 0.8975, Test Loss: 0.6689, Test Accuracy: 0.9174
Epoch 9/500 - Train Loss: 0.7120, Train Accuracy: 0.9125, Test Loss: 0.5933, Test Accuracy: 0.9279
Epoch 10/500 - Train Loss: 0.6538, Train Accuracy: 0.9000, Test Loss: 0.5341, Test Accuracy: 0.9301
Epoch 11/500 - Train Loss: 0.5800, Train Accuracy: 0.9275, Test Loss: 0.4743, Test Accuracy: 0.9401
Epoch 12/500 - Train Loss: 0.5440, Train Accuracy: 0.9150, Test Loss: 0.4427, Test Accuracy: 0.9410
Epoch 13/500 - Train Loss: 0.4925, Train Accuracy: 0.9450, Test Loss: 0.4166, Test Accuracy: 0.9427
Epoch 14/500 - Train Loss: 0.4633, Train Accuracy: 0.9250, Test Loss: 0.3921, Test Accuracy: 0.9454
Epoch 15/500 - Train Loss: 0.4606, Train Accuracy: 0.9250, Test Loss: 0.3736, Test Accuracy: 0.9497
Epoch 16/500 - Train Loss: 0.4381, Train Accuracy: 0.9350, Test Loss: 0.3581, Test Accuracy: 0.9502
Epoch 17/500 - Train Loss: 0.4038, Train Accuracy: 0.9625, Test Loss: 0.3448, Test Accuracy: 0.9467
Epoch 18/500 - Train Loss: 0.3656, Train Accuracy: 0.9575, Test Loss: 0.3326, Test Accuracy: 0.9519
Epoch 19/500 - Train Loss: 0.3322, Train Accuracy: 0.9575, Test Loss: 0.3254, Test Accuracy: 0.9528
Epoch 20/500 - Train Loss: 0.3331, Train Accuracy: 0.9575, Test Loss: 0.3206, Test Accuracy: 0.9519
Epoch 21/500 - Train Loss: 0.3276, Train Accuracy: 0.9525, Test Loss: 0.3169, Test Accuracy: 0.9515
Epoch 22/500 - Train Loss: 0.3384, Train Accuracy: 0.9500, Test Loss: 0.3113, Test Accuracy: 0.9502
Epoch 23/500 - Train Loss: 0.2962, Train Accuracy: 0.9775, Test Loss: 0.3098, Test Accuracy: 0.9510
Epoch 24/500 - Train Loss: 0.3057, Train Accuracy: 0.9700, Test Loss: 0.3120, Test Accuracy: 0.9519
