Using GPU 0: NVIDIA GeForce RTX 3090
Epoch 1/100 - Train Loss: 2.0689, Train Accuracy: 0.1738, Test Loss: 1.9300, Test Accuracy: 0.2813
Epoch 2/100 - Train Loss: 1.8406, Train Accuracy: 0.3636, Test Loss: 1.7354, Test Accuracy: 0.4758
Epoch 3/100 - Train Loss: 1.6567, Train Accuracy: 0.5231, Test Loss: 1.5671, Test Accuracy: 0.6059
Epoch 4/100 - Train Loss: 1.4962, Train Accuracy: 0.6587, Test Loss: 1.4248, Test Accuracy: 0.7125
Epoch 5/100 - Train Loss: 1.3609, Train Accuracy: 0.7347, Test Loss: 1.2952, Test Accuracy: 0.7708
Epoch 6/100 - Train Loss: 1.2390, Train Accuracy: 0.8001, Test Loss: 1.1872, Test Accuracy: 0.7980
Epoch 7/100 - Train Loss: 1.1385, Train Accuracy: 0.8262, Test Loss: 1.0945, Test Accuracy: 0.8253
Epoch 8/100 - Train Loss: 1.0560, Train Accuracy: 0.8426, Test Loss: 1.0166, Test Accuracy: 0.8278
Epoch 9/100 - Train Loss: 0.9749, Train Accuracy: 0.8612, Test Loss: 0.9445, Test Accuracy: 0.8476
Epoch 10/100 - Train Loss: 0.9055, Train Accuracy: 0.8830, Test Loss: 0.8784, Test Accuracy: 0.8538
Epoch 11/100 - Train Loss: 0.8534, Train Accuracy: 0.8841, Test Loss: 0.8329, Test Accuracy: 0.8600
Epoch 12/100 - Train Loss: 0.7934, Train Accuracy: 0.8878, Test Loss: 0.7802, Test Accuracy: 0.8674
Epoch 13/100 - Train Loss: 0.7522, Train Accuracy: 0.8953, Test Loss: 0.7420, Test Accuracy: 0.8649
Epoch 14/100 - Train Loss: 0.7148, Train Accuracy: 0.8985, Test Loss: 0.7003, Test Accuracy: 0.8798
Epoch 15/100 - Train Loss: 0.6802, Train Accuracy: 0.8995, Test Loss: 0.6764, Test Accuracy: 0.8773
Epoch 16/100 - Train Loss: 0.6488, Train Accuracy: 0.9022, Test Loss: 0.6413, Test Accuracy: 0.8860
Epoch 17/100 - Train Loss: 0.6156, Train Accuracy: 0.9075, Test Loss: 0.6167, Test Accuracy: 0.8860
Epoch 18/100 - Train Loss: 0.5923, Train Accuracy: 0.9112, Test Loss: 0.5942, Test Accuracy: 0.8860
Epoch 19/100 - Train Loss: 0.5739, Train Accuracy: 0.9102, Test Loss: 0.5771, Test Accuracy: 0.8872
Epoch 20/100 - Train Loss: 0.5578, Train Accuracy: 0.9054, Test Loss: 0.5534, Test Accuracy: 0.8910
Epoch 21/100 - Train Loss: 0.5383, Train Accuracy: 0.9117, Test Loss: 0.5402, Test Accuracy: 0.8872
Epoch 22/100 - Train Loss: 0.5092, Train Accuracy: 0.9096, Test Loss: 0.5232, Test Accuracy: 0.8922
Epoch 23/100 - Train Loss: 0.5021, Train Accuracy: 0.9192, Test Loss: 0.5018, Test Accuracy: 0.8971
Epoch 24/100 - Train Loss: 0.4793, Train Accuracy: 0.9155, Test Loss: 0.4922, Test Accuracy: 0.8947
Epoch 25/100 - Train Loss: 0.4688, Train Accuracy: 0.9240, Test Loss: 0.4784, Test Accuracy: 0.9009
Epoch 26/100 - Train Loss: 0.4532, Train Accuracy: 0.9187, Test Loss: 0.4658, Test Accuracy: 0.9009
Epoch 27/100 - Train Loss: 0.4455, Train Accuracy: 0.9160, Test Loss: 0.4541, Test Accuracy: 0.9021
Epoch 28/100 - Train Loss: 0.4315, Train Accuracy: 0.9187, Test Loss: 0.4429, Test Accuracy: 0.8984
Epoch 29/100 - Train Loss: 0.4198, Train Accuracy: 0.9219, Test Loss: 0.4379, Test Accuracy: 0.8996
Epoch 30/100 - Train Loss: 0.4113, Train Accuracy: 0.9240, Test Loss: 0.4267, Test Accuracy: 0.9033
Epoch 31/100 - Train Loss: 0.4121, Train Accuracy: 0.9224, Test Loss: 0.4171, Test Accuracy: 0.9071
Epoch 32/100 - Train Loss: 0.3929, Train Accuracy: 0.9234, Test Loss: 0.4123, Test Accuracy: 0.9058
Epoch 33/100 - Train Loss: 0.3828, Train Accuracy: 0.9256, Test Loss: 0.3997, Test Accuracy: 0.9058
Epoch 34/100 - Train Loss: 0.3795, Train Accuracy: 0.9272, Test Loss: 0.3942, Test Accuracy: 0.9033
Epoch 35/100 - Train Loss: 0.3698, Train Accuracy: 0.9256, Test Loss: 0.3906, Test Accuracy: 0.9046
Epoch 36/100 - Train Loss: 0.3654, Train Accuracy: 0.9277, Test Loss: 0.3830, Test Accuracy: 0.9071
Epoch 37/100 - Train Loss: 0.3586, Train Accuracy: 0.9256, Test Loss: 0.3763, Test Accuracy: 0.9033
Epoch 38/100 - Train Loss: 0.3453, Train Accuracy: 0.9309, Test Loss: 0.3713, Test Accuracy: 0.9120
