Using GPU 0: NVIDIA GeForce RTX 3090
Epoch 1/500 - Train Loss: 2.0336, Train Accuracy: 0.2000, Test Loss: 2.0401, Test Accuracy: 0.1949
Epoch 2/500 - Train Loss: 1.8283, Train Accuracy: 0.4225, Test Loss: 1.7403, Test Accuracy: 0.5463
Epoch 3/500 - Train Loss: 1.6033, Train Accuracy: 0.5875, Test Loss: 1.5113, Test Accuracy: 0.6823
Epoch 4/500 - Train Loss: 1.4154, Train Accuracy: 0.7200, Test Loss: 1.2983, Test Accuracy: 0.7649
Epoch 5/500 - Train Loss: 1.2697, Train Accuracy: 0.7575, Test Loss: 1.1319, Test Accuracy: 0.8108
Epoch 6/500 - Train Loss: 1.1321, Train Accuracy: 0.8000, Test Loss: 0.9729, Test Accuracy: 0.8483
Epoch 7/500 - Train Loss: 0.9847, Train Accuracy: 0.8225, Test Loss: 0.8486, Test Accuracy: 0.8671
Epoch 8/500 - Train Loss: 0.8953, Train Accuracy: 0.8575, Test Loss: 0.7418, Test Accuracy: 0.8881
Epoch 9/500 - Train Loss: 0.7860, Train Accuracy: 0.8900, Test Loss: 0.6628, Test Accuracy: 0.9126
Epoch 10/500 - Train Loss: 0.6995, Train Accuracy: 0.8975, Test Loss: 0.5996, Test Accuracy: 0.9209
Epoch 11/500 - Train Loss: 0.6605, Train Accuracy: 0.8975, Test Loss: 0.5466, Test Accuracy: 0.9266
Epoch 12/500 - Train Loss: 0.6102, Train Accuracy: 0.9050, Test Loss: 0.5081, Test Accuracy: 0.9309
Epoch 13/500 - Train Loss: 0.5576, Train Accuracy: 0.9100, Test Loss: 0.4682, Test Accuracy: 0.9358
Epoch 14/500 - Train Loss: 0.5181, Train Accuracy: 0.9250, Test Loss: 0.4340, Test Accuracy: 0.9340
Epoch 15/500 - Train Loss: 0.5062, Train Accuracy: 0.9100, Test Loss: 0.4171, Test Accuracy: 0.9371
Epoch 16/500 - Train Loss: 0.4835, Train Accuracy: 0.9175, Test Loss: 0.3993, Test Accuracy: 0.9432
Epoch 17/500 - Train Loss: 0.4258, Train Accuracy: 0.9425, Test Loss: 0.3773, Test Accuracy: 0.9406
Epoch 18/500 - Train Loss: 0.4091, Train Accuracy: 0.9375, Test Loss: 0.3622, Test Accuracy: 0.9454
Epoch 19/500 - Train Loss: 0.3905, Train Accuracy: 0.9400, Test Loss: 0.3541, Test Accuracy: 0.9441
