"Step","Depth only variation : 6 - test_loss","Depth only variation : 6 - test_loss__MIN","Depth only variation : 6 - test_loss__MAX","Depth only variation : 6 - train_loss","Depth only variation : 6 - train_loss__MIN","Depth only variation : 6 - train_loss__MAX","Depth only variation : 5 - test_loss","Depth only variation : 5 - test_loss__MIN","Depth only variation : 5 - test_loss__MAX","Depth only variation : 5 - train_loss","Depth only variation : 5 - train_loss__MIN","Depth only variation : 5 - train_loss__MAX","Depth only variation : 4 - test_loss","Depth only variation : 4 - test_loss__MIN","Depth only variation : 4 - test_loss__MAX","Depth only variation : 4 - train_loss","Depth only variation : 4 - train_loss__MIN","Depth only variation : 4 - train_loss__MAX","Depth only variation : 3 - test_loss","Depth only variation : 3 - test_loss__MIN","Depth only variation : 3 - test_loss__MAX","Depth only variation : 3 - train_loss","Depth only variation : 3 - train_loss__MIN","Depth only variation : 3 - train_loss__MAX","Depth only variation : 2 - test_loss","Depth only variation : 2 - test_loss__MIN","Depth only variation : 2 - test_loss__MAX","Depth only variation : 2 - train_loss","Depth only variation : 2 - train_loss__MIN","Depth only variation : 2 - train_loss__MAX","Depth only variation : 1 - test_loss","Depth only variation : 1 - test_loss__MIN","Depth only variation : 1 - test_loss__MAX","Depth only variation : 1 - train_loss","Depth only variation : 1 - train_loss__MIN","Depth only variation : 1 - train_loss__MAX"
"37","2.1664221200076015","2.1664221200076015","2.1664221200076015","1.5244708351157177","1.5244708351157177","1.5244708351157177","2.1775859806754374","2.1775859806754374","2.1775859806754374","1.383337666632115","1.383337666632115","1.383337666632115","2.3038162378831344","2.3038162378831344","2.3038162378831344","1.3241729730847238","1.3241729730847238","1.3241729730847238","2.3123361284082584","2.3123361284082584","2.3123361284082584","1.3208281970298152","1.3208281970298152","1.3208281970298152","2.291816032583063","2.291816032583063","2.291816032583063","1.4513581239217999","1.4513581239217999","1.4513581239217999","2.1847364737770776","2.1847364737770776","2.1847364737770776","1.582160245687112","1.582160245687112","1.582160245687112"
"38","2.2566651500355115","2.2566651500355115","2.2566651500355115","1.4780889498502359","1.4780889498502359","1.4780889498502359","2.3140702577070758","2.3140702577070758","2.3140702577070758","1.4017776245358347","1.4017776245358347","1.4017776245358347","2.314324438788674","2.314324438788674","2.314324438788674","1.245643313945025","1.245643313945025","1.245643313945025","2.265155964764682","2.265155964764682","2.265155964764682","1.2590358509414497","1.2590358509414497","1.2590358509414497","2.2352149694616146","2.2352149694616146","2.2352149694616146","1.4357489833612551","1.4357489833612551","1.4357489833612551","2.199708324779164","2.199708324779164","2.199708324779164","1.613381039904452","1.613381039904452","1.613381039904452"
"39","2.204467476931485","2.204467476931485","2.204467476931485","1.4697185528963461","1.4697185528963461","1.4697185528963461","2.319616064591841","2.319616064591841","2.319616064591841","1.3707855914653033","1.3707855914653033","1.3707855914653033","2.3671357917785643","2.3671357917785643","2.3671357917785643","1.2506705348793117","1.2506705348793117","1.2506705348793117","2.2864551093361594","2.2864551093361594","2.2864551093361594","1.228800891569291","1.228800891569291","1.228800891569291","2.2286474895477295","2.2286474895477295","2.2286474895477295","1.4140178320325654","1.4140178320325654","1.4140178320325654","2.3018919281526045","2.3018919281526045","2.3018919281526045","1.5894680193100852","1.5894680193100852","1.5894680193100852"
"40","2.3048668627305466","2.3048668627305466","2.3048668627305466","1.4232053790695365","1.4232053790695365","1.4232053790695365","2.272308259443803","2.272308259443803","2.272308259443803","1.3172823430751932","1.3172823430751932","1.3172823430751932","2.3873565162311903","2.3873565162311903","2.3873565162311903","1.1994013308382583","1.1994013308382583","1.1994013308382583","2.405984582034024","2.405984582034024","2.405984582034024","1.2075899474922267","1.2075899474922267","1.2075899474922267","2.218460949117487","2.218460949117487","2.218460949117487","1.383287455405312","1.383287455405312","1.383287455405312","2.252940357381647","2.252940357381647","2.252940357381647","1.5597044175794754","1.5597044175794754","1.5597044175794754"
"41","2.2319069949063386","2.2319069949063386","2.2319069949063386","1.4554902128789617","1.4554902128789617","1.4554902128789617","2.4163286235115744","2.4163286235115744","2.4163286235115744","1.2661771978180985","1.2661771978180985","1.2661771978180985","2.4374702618338846","2.4374702618338846","2.4374702618338846","1.1643070930722117","1.1643070930722117","1.1643070930722117","2.3711501546339555","2.3711501546339555","2.3711501546339555","1.2036015516588057","1.2036015516588057","1.2036015516588057","2.280911688371138","2.280911688371138","2.280911688371138","1.3714851242920447","1.3714851242920447","1.3714851242920447","2.241176847111095","2.241176847111095","2.241176847111095","1.5545318858924952","1.5545318858924952","1.5545318858924952"
"42","2.306462094567039","2.306462094567039","2.306462094567039","1.4521124333348767","1.4521124333348767","1.4521124333348767","2.455882695804943","2.455882695804943","2.455882695804943","1.2983994453802876","1.2983994453802876","1.2983994453802876","2.438214035901156","2.438214035901156","2.438214035901156","1.1711463244207974","1.1711463244207974","1.1711463244207974","2.40126333063299","2.40126333063299","2.40126333063299","1.1889292181497333","1.1889292181497333","1.1889292181497333","2.3046782675656403","2.3046782675656403","2.3046782675656403","1.3235804448182555","1.3235804448182555","1.3235804448182555","2.210037483735518","2.210037483735518","2.210037483735518","1.535109566326799","1.535109566326799","1.535109566326799"
"43","2.316203568198464","2.316203568198464","2.316203568198464","1.411017417414435","1.411017417414435","1.411017417414435","2.3788769990747625","2.3788769990747625","2.3788769990747625","1.233723599773714","1.233723599773714","1.233723599773714","2.4994636084816673","2.4994636084816673","2.4994636084816673","1.1119432719000455","1.1119432719000455","1.1119432719000455","2.3982541890577838","2.3982541890577838","2.3982541890577838","1.131667482058207","1.131667482058207","1.131667482058207","2.250774074034257","2.250774074034257","2.250774074034257","1.2953064038835722","1.2953064038835722","1.2953064038835722","2.2907136258212004","2.2907136258212004","2.2907136258212004","1.508477566927329","1.508477566927329","1.508477566927329"
"44","2.356460313796997","2.356460313796997","2.356460313796997","1.3615805110164072","1.3615805110164072","1.3615805110164072","2.415560546354814","2.415560546354814","2.415560546354814","1.1828068815428636","1.1828068815428636","1.1828068815428636","2.461399065364491","2.461399065364491","2.461399065364491","1.1051923025065455","1.1051923025065455","1.1051923025065455","2.451480814326893","2.451480814326893","2.451480814326893","1.1106352147288705","1.1106352147288705","1.1106352147288705","2.2534813248027454","2.2534813248027454","2.2534813248027454","1.2881206800197733","1.2881206800197733","1.2881206800197733","2.2115314318917014","2.2115314318917014","2.2115314318917014","1.5072593651694812","1.5072593651694812","1.5072593651694812"
"45","2.4076235580444334","2.4076235580444334","2.4076235580444334","1.3203404966442065","1.3203404966442065","1.3203404966442065","2.3855254155939276","2.3855254155939276","2.3855254155939276","1.1987453068809948","1.1987453068809948","1.1987453068809948","2.5330497615987606","2.5330497615987606","2.5330497615987606","1.0391907320351437","1.0391907320351437","1.0391907320351437","2.391453969261863","2.391453969261863","2.391453969261863","1.072772834438017","1.072772834438017","1.072772834438017","2.282038223960183","2.282038223960183","2.282038223960183","1.2747754253738228","1.2747754253738228","1.2747754253738228","2.2236941346255215","2.2236941346255215","2.2236941346255215","1.4773739024962502","1.4773739024962502","1.4773739024962502"
"46","2.4261094414104116","2.4261094414104116","2.4261094414104116","1.2633420993541848","1.2633420993541848","1.2633420993541848","2.394492113806985","2.394492113806985","2.394492113806985","1.110425063166125","1.110425063166125","1.110425063166125","2.476751744530418","2.476751744530418","2.476751744530418","1.0052824727420149","1.0052824727420149","1.0052824727420149","2.5884909309040416","2.5884909309040416","2.5884909309040416","1.0940333398731275","1.0940333398731275","1.0940333398731275","2.271097067052668","2.271097067052668","2.271097067052668","1.2554436343839799","1.2554436343839799","1.2554436343839799","2.2010643881017513","2.2010643881017513","2.2010643881017513","1.4589866670520826","1.4589866670520826","1.4589866670520826"
"47","2.3753518009185792","2.3753518009185792","2.3753518009185792","1.2928139068340434","1.2928139068340434","1.2928139068340434","2.6079798516360198","2.6079798516360198","2.6079798516360198","1.0816009276488732","1.0816009276488732","1.0816009276488732","2.5452259835329922","2.5452259835329922","2.5452259835329922","0.9741413621244759","0.9741413621244759","0.9741413621244759","2.4127948596260764","2.4127948596260764","2.4127948596260764","1.0532150310757515","1.0532150310757515","1.0532150310757515","2.368838415145874","2.368838415145874","2.368838415145874","1.2304071031219659","1.2304071031219659","1.2304071031219659","2.26543551271612","2.26543551271612","2.26543551271612","1.4504846473123836","1.4504846473123836","1.4504846473123836"
"48","2.563562404459173","2.563562404459173","2.563562404459173","1.1859134573772037","1.1859134573772037","1.1859134573772037","2.562723513516513","2.562723513516513","2.562723513516513","1.0810540432765565","1.0810540432765565","1.0810540432765565","2.57894229628823","2.57894229628823","2.57894229628823","0.981232715146295","0.981232715146295","0.981232715146295","2.503754835128784","2.503754835128784","2.503754835128784","1.0672335767197882","1.0672335767197882","1.0672335767197882","2.2771406789259476","2.2771406789259476","2.2771406789259476","1.1976265420584844","1.1976265420584844","1.1976265420584844","2.2183398844979028","2.2183398844979028","2.2183398844979028","1.4608280583633773","1.4608280583633773","1.4608280583633773"
"49","2.534052215055986","2.534052215055986","2.534052215055986","1.2299472869127646","1.2299472869127646","1.2299472869127646","2.5861951819333164","2.5861951819333164","2.5861951819333164","1.0328581925096183","1.0328581925096183","1.0328581925096183","2.754066198088906","2.754066198088906","2.754066198088906","0.9676260544787878","0.9676260544787878","0.9676260544787878","2.575342000614513","2.575342000614513","2.575342000614513","0.9712310459147925","0.9712310459147925","0.9712310459147925","2.276726710579612","2.276726710579612","2.276726710579612","1.1654458220251676","1.1654458220251676","1.1654458220251676","2.267612654946067","2.267612654946067","2.267612654946067","1.4477528354491311","1.4477528354491311","1.4477528354491311"
"50","2.509535299647938","2.509535299647938","2.509535299647938","1.1804086894002455","1.1804086894002455","1.1804086894002455","2.6049102289026433","2.6049102289026433","2.6049102289026433","0.9679831175968565","0.9679831175968565","0.9679831175968565","2.642203677784313","2.642203677784313","2.642203677784313","0.8846793753525306","0.8846793753525306","0.8846793753525306","2.5132861362804064","2.5132861362804064","2.5132861362804064","0.9728681173543821","0.9728681173543821","0.9728681173543821","2.365891056927768","2.365891056927768","2.365891056927768","1.1655812237180512","1.1655812237180512","1.1655812237180512","2.2492107252641156","2.2492107252641156","2.2492107252641156","1.4155170884625665","1.4155170884625665","1.4155170884625665"
"51","2.579378659508445","2.579378659508445","2.579378659508445","1.143207286198934","1.143207286198934","1.143207286198934","2.6387920847806066","2.6387920847806066","2.6387920847806066","0.9638527939237397","0.9638527939237397","0.9638527939237397","2.631407364064997","2.631407364064997","2.631407364064997","0.8869193174373144","0.8869193174373144","0.8869193174373144","2.560599300211126","2.560599300211126","2.560599300211126","0.9576235114568952","0.9576235114568952","0.9576235114568952","2.3433310543407093","2.3433310543407093","2.3433310543407093","1.1599496781688996","1.1599496781688996","1.1599496781688996","2.2253305461189963","2.2253305461189963","2.2253305461189963","1.402124509153695","1.402124509153695","1.402124509153695"
"52","2.7075501164523037","2.7075501164523037","2.7075501164523037","1.1335807550364527","1.1335807550364527","1.1335807550364527","2.763608032573353","2.763608032573353","2.763608032573353","0.9522208383165557","0.9522208383165557","0.9522208383165557","2.7748556405847724","2.7748556405847724","2.7748556405847724","0.8521591931650009","0.8521591931650009","0.8521591931650009","2.607463152625344","2.607463152625344","2.607463152625344","0.8940896939957279","0.8940896939957279","0.8940896939957279","2.3561568875746293","2.3561568875746293","2.3561568875746293","1.1104408682351825","1.1104408682351825","1.1104408682351825","2.300062325217507","2.300062325217507","2.300062325217507","1.4037779994942676","1.4037779994942676","1.4037779994942676"
"53","2.7779819133064962","2.7779819133064962","2.7779819133064962","1.0451492138566643","1.0451492138566643","1.0451492138566643","2.887281918959184","2.887281918959184","2.887281918959184","0.944767925657075","0.944767925657075","0.944767925657075","2.742922790700739","2.742922790700739","2.742922790700739","0.7971511373026617","0.7971511373026617","0.7971511373026617","2.5327022630518132","2.5327022630518132","2.5327022630518132","0.9396846333317374","0.9396846333317374","0.9396846333317374","2.395792984528975","2.395792984528975","2.395792984528975","1.0963657648261935","1.0963657648261935","1.0963657648261935","2.2817609240792014","2.2817609240792014","2.2817609240792014","1.3838223656292619","1.3838223656292619","1.3838223656292619"
"54","2.7058919698541817","2.7058919698541817","2.7058919698541817","1.0584966145986798","1.0584966145986798","1.0584966145986798","3.053294662995772","3.053294662995772","3.053294662995772","0.8986677430415976","0.8986677430415976","0.8986677430415976","2.6896050609241833","2.6896050609241833","2.6896050609241833","0.8848449753344744","0.8848449753344744","0.8848449753344744","2.5523465355959805","2.5523465355959805","2.5523465355959805","0.9169018166366665","0.9169018166366665","0.9169018166366665","2.412377954829823","2.412377954829823","2.412377954829823","1.099271330011302","1.099271330011302","1.099271330011302","2.2424521749669855","2.2424521749669855","2.2424521749669855","1.36752368488531","1.36752368488531","1.36752368488531"
"55","2.610993395718661","2.610993395718661","2.610993395718661","1.0244513420674992","1.0244513420674992","1.0244513420674992","2.818015910061923","2.818015910061923","2.818015910061923","0.8642048299723658","0.8642048299723658","0.8642048299723658","2.8232123028148304","2.8232123028148304","2.8232123028148304","0.7559054587353236","0.7559054587353236","0.7559054587353236","2.681365719708529","2.681365719708529","2.681365719708529","0.8409393224496952","0.8409393224496952","0.8409393224496952","2.374905157089233","2.374905157089233","2.374905157089233","1.0682434336344402","1.0682434336344402","1.0682434336344402","2.287595494877208","2.287595494877208","2.287595494877208","1.3493500278187893","1.3493500278187893","1.3493500278187893"
"56","2.7530381081321025","2.7530381081321025","2.7530381081321025","0.9723444453875224","0.9723444453875224","0.9723444453875224","2.7993151794780387","2.7993151794780387","2.7993151794780387","0.8325728568263437","0.8325728568263437","0.8325728568263437","2.763215494155884","2.763215494155884","2.763215494155884","0.7798597076295436","0.7798597076295436","0.7798597076295436","2.689832989952781","2.689832989952781","2.689832989952781","0.8379250825958691","0.8379250825958691","0.8379250825958691","2.427937205054543","2.427937205054543","2.427937205054543","1.0910243097392993","1.0910243097392993","1.0910243097392993","2.2478444255482066","2.2478444255482066","2.2478444255482066","1.3561343938454815","1.3561343938454815","1.3561343938454815"
"57","2.746148542057384","2.746148542057384","2.746148542057384","0.9466930837192755","0.9466930837192755","0.9466930837192755","2.946497797532515","2.946497797532515","2.946497797532515","0.7657532526158738","0.7657532526158738","0.7657532526158738","2.8350362517616965","2.8350362517616965","2.8350362517616965","0.7018184366171387","0.7018184366171387","0.7018184366171387","2.6813655125011095","2.6813655125011095","2.6813655125011095","0.7738919496536255","0.7738919496536255","0.7738919496536255","2.4184515320171007","2.4184515320171007","2.4184515320171007","1.0662917125088045","1.0662917125088045","1.0662917125088045","2.2500363332575017","2.2500363332575017","2.2500363332575017","1.3289946957292227","1.3289946957292227","1.3289946957292227"
"58","2.944622706499967","2.944622706499967","2.944622706499967","0.9268118802158312","0.9268118802158312","0.9268118802158312","2.87485990524292","2.87485990524292","2.87485990524292","0.825935517124746","0.825935517124746","0.825935517124746","2.980026395104148","2.980026395104148","2.980026395104148","0.683322125796614","0.683322125796614","0.683322125796614","2.775059213638306","2.775059213638306","2.775059213638306","0.7491489087850198","0.7491489087850198","0.7491489087850198","2.3938406415419147","2.3938406415419147","2.3938406415419147","1.025081279688868","1.025081279688868","1.025081279688868","2.26405219338157","2.26405219338157","2.26405219338157","1.316185841395937","1.316185841395937","1.316185841395937"
"59","2.9201425925168123","2.9201425925168123","2.9201425925168123","0.9142303989125394","0.9142303989125394","0.9142303989125394","3.0728610264171254","3.0728610264171254","3.0728610264171254","0.713088474164064","0.713088474164064","0.713088474164064","2.913513094295155","2.913513094295155","2.913513094295155","0.6863309884345394","0.6863309884345394","0.6863309884345394","2.7325189304351807","2.7325189304351807","2.7325189304351807","0.751488611725555","0.751488611725555","0.751488611725555","2.431505994796753","2.431505994796753","2.431505994796753","0.976857655404628","0.976857655404628","0.976857655404628","2.2986000503193247","2.2986000503193247","2.2986000503193247","1.3197028343704926","1.3197028343704926","1.3197028343704926"
"60","2.965975013212724","2.965975013212724","2.965975013212724","0.8582369207787788","0.8582369207787788","0.8582369207787788","2.9993515942313453","2.9993515942313453","2.9993515942313453","0.7435768061944809","0.7435768061944809","0.7435768061944809","3.0512278218702837","3.0512278218702837","3.0512278218702837","0.6550350574789376","0.6550350574789376","0.6550350574789376","2.685354635932229","2.685354635932229","2.685354635932229","0.7308756162106306","0.7308756162106306","0.7308756162106306","2.436097454591231","2.436097454591231","2.436097454591231","1.0135214694889112","1.0135214694889112","1.0135214694889112","2.2656857360493055","2.2656857360493055","2.2656857360493055","1.3013103644053141","1.3013103644053141","1.3013103644053141"
"61","2.995146400278265","2.995146400278265","2.995146400278265","0.8134056210517884","0.8134056210517884","0.8134056210517884","2.9573066009174696","2.9573066009174696","2.9573066009174696","0.6835054836328002","0.6835054836328002","0.6835054836328002","2.947462150400335","2.947462150400335","2.947462150400335","0.6713412707427452","0.6713412707427452","0.6713412707427452","","","","","","","2.5183659180727873","2.5183659180727873","2.5183659180727873","0.9800949251240697","0.9800949251240697","0.9800949251240697","2.2804034033688634","2.2804034033688634","2.2804034033688634","1.2884730804925677","1.2884730804925677","1.2884730804925677"
"62","3.02380689014088","3.02380689014088","3.02380689014088","0.8704884230953523","0.8704884230953523","0.8704884230953523","3.013474185250022","3.013474185250022","3.013474185250022","0.6644239177649048","0.6644239177649048","0.6644239177649048","3.107834822914817","3.107834822914817","3.107834822914817","0.5943191697131628","0.5943191697131628","0.5943191697131628","","","","","","","2.5356364544955166","2.5356364544955166","2.5356364544955166","0.9518240210653721","0.9518240210653721","0.9518240210653721","2.330823346051303","2.330823346051303","2.330823346051303","1.2742884350919175","1.2742884350919175","1.2742884350919175"
"63","3.07520000371066","3.07520000371066","3.07520000371066","0.7984920075021941","0.7984920075021941","0.7984920075021941","3.101239950873635","3.101239950873635","3.101239950873635","0.5873041629243171","0.5873041629243171","0.5873041629243171","3.2396082375266335","3.2396082375266335","3.2396082375266335","0.5818060352062356","0.5818060352062356","0.5818060352062356","","","","","","","2.4745337000760164","2.4745337000760164","2.4745337000760164","0.9196610420051662","0.9196610420051662","0.9196610420051662","2.322479213367809","2.322479213367809","2.322479213367809","1.2636016251026898","1.2636016251026898","1.2636016251026898"
"64","3.0393958811326462","3.0393958811326462","3.0393958811326462","0.7039784141518604","0.7039784141518604","0.7039784141518604","3.2094793822548606","3.2094793822548606","3.2094793822548606","0.5735989557737592","0.5735989557737592","0.5735989557737592","","","","","","","","","","","","","2.591024517579512","2.591024517579512","2.591024517579512","0.8912118001915943","0.8912118001915943","0.8912118001915943","","","","","",""
"65","3.0556731978329745","3.0556731978329745","3.0556731978329745","0.7632928877315301","0.7632928877315301","0.7632928877315301","3.1135378152673896","3.1135378152673896","3.1135378152673896","0.7739678205840889","0.7739678205840889","0.7739678205840889","","","","","","","","","","","","","2.525928823297674","2.525928823297674","2.525928823297674","0.9070953982177822","0.9070953982177822","0.9070953982177822","","","","","",""
"66","3.1375650856711648","3.1375650856711648","3.1375650856711648","0.6829668723851785","0.6829668723851785","0.6829668723851785","3.2332537052848123","3.2332537052848123","3.2332537052848123","0.582826353900734","0.582826353900734","0.582826353900734","","","","","","","","","","","","","","","","","","","","","","","",""
