Step,test_accuracy,train_accuracy,test_loss,train_loss
0,0.16136363636363638,0.11655172413793104,2.3096403225985442,2.377409239144161
1,0.17863636363636365,0.1489655172413793,2.220674987272783,2.2894239340157343
2,0.18,0.16586206896551725,2.177954216003418,2.2450380227757596
3,0.23227272727272727,0.20103448275862068,2.100850848284635,2.192466134696171
4,0.23636363636363636,0.2110344827586207,2.0876005103371362,2.164766207289422
5,0.2459090909090909,0.22620689655172413,2.087048377123746,2.1284111132566954
6,0.2913636363636364,0.24448275862068966,1.9620836327292703,2.0916913760393516
7,0.27045454545454545,0.25885057471264367,2.009698280854659,2.043420908368867
8,0.305,0.2764367816091954,1.907830315503207,2.007857640913163
9,0.30363636363636365,0.29,1.913335749019276,1.9657396469445063
10,0.315,0.2989655172413793,1.8628992691907016,1.9479001735818797
11,0.335,0.30367816091954025,1.8130682533437557,1.9245904040610653
12,0.3422727272727273,0.3074712643678161,1.837353342663158,1.9215593392821564
13,0.355,0.32126436781609197,1.7765523325313222,1.905864816205255
14,0.37227272727272726,0.3306896551724138,1.7380624320290305,1.866883385811729
15,0.35045454545454546,0.3332183908045977,1.7973142498189754,1.8617154323643652
16,0.36818181818181817,0.34057471264367817,1.7590327900106257,1.837884170707615
17,0.37863636363636366,0.3466666666666667,1.7146645897085016,1.813923194929101
18,0.3577272727272727,0.3464367816091954,1.7738735272667625,1.8106198400738596
19,0.4009090909090909,0.37298850574712644,1.6720406116138804,1.7622375648323148
20,0.40045454545454545,0.37114942528735634,1.673856627290899,1.7540756687076613
21,0.39954545454545454,0.38839080459770114,1.6702495700662787,1.738832556790319
22,0.4172727272727273,0.38298850574712645,1.6322998254949397,1.7296322352310707
23,0.43,0.38666666666666666,1.621079157482494,1.71393779787524
24,0.4122727272727273,0.385632183908046,1.6333509449525312,1.7195858389207686
25,0.42318181818181816,0.395632183908046,1.6203256411985918,1.6959079464002587
26,0.4118181818181818,0.40793103448275864,1.6524759205904873,1.660547633390317
27,0.4368181818181818,0.4110344827586207,1.6073435020446778,1.642874014185763
28,0.4077272727272727,0.41942528735632184,1.6772679771076549,1.6235876486767298
29,0.3886363636363636,0.41620689655172416,1.7087088459188289,1.635508261439444
30,0.4440909090909091,0.42919540229885056,1.5982165479660033,1.5998471442036246
31,0.43272727272727274,0.43057471264367814,1.5719611271944913,1.5757605149280065
32,0.43636363636363634,0.4303448275862069,1.569735027660023,1.599772620146302
33,0.4486363636363636,0.44022988505747124,1.5580517092618076,1.5742278501905245
34,0.4445454545454545,0.437816091954023,1.574636897607283,1.5566873450662897
35,0.4459090909090909,0.4474712643678161,1.56412230534987,1.5613356453796914
36,0.4431818181818182,0.4413793103448276,1.5891559041630139,1.5590181275619857
37,0.42818181818181816,0.4531034482758621,1.6655186145955867,1.5321365374532239
38,0.44,0.4528735632183908,1.5861293376575816,1.5219687925536056
39,0.4381818181818182,0.4513793103448276,1.581356861374595,1.536090506301529
40,0.4531818181818182,0.4618390804597701,1.5634493342312898,1.5103819200362283
41,0.46863636363636363,0.4742528735632184,1.5104516978697344,1.4646553939512406
42,0.4390909090909091,0.4710344827586207,1.6257200995358554,1.463176376847015
43,0.45454545454545453,0.4728735632183908,1.5446264960549094,1.466592272067892
44,0.46,0.47620689655172416,1.5610356920415704,1.4621169880614884
45,0.46090909090909093,0.4845977011494253,1.532969786904075,1.4346279999305462
46,0.46545454545454545,0.4867816091954023,1.5530970092253251,1.4248420327833329
47,0.4768181818181818,0.48977011494252876,1.5130627471750433,1.4155660609541267
48,0.4586363636363636,0.49896551724137933,1.5635743154178967,1.4112372298624323
49,0.46545454545454545,0.49448275862068963,1.531531369902871,1.402615585546384
50,0.4622727272727273,0.49735632183908046,1.5360723881288008,1.4011573980594503
51,0.48045454545454547,0.5033333333333333,1.5289128546281294,1.364839920065869
52,0.4445454545454545,0.5083908045977011,1.6291107004339045,1.3599639703487527
53,0.4577272727272727,0.5117241379310344,1.5636088037490845,1.3557428429044527
54,0.45181818181818184,0.5205747126436782,1.6121759150244972,1.3345158875673666
55,0.47454545454545455,0.5245977011494253,1.5656373076005417,1.345888012853162
56,0.47,0.5127586206896552,1.5666593187505549,1.364423240957589
57,0.4640909090909091,0.5374712643678161,1.5592254287546332,1.2953795474151084
58,0.4677272727272727,0.5250574712643679,1.578503570990129,1.320691109690173
59,0.47954545454545455,0.5317241379310345,1.5178775336525656,1.3080922278042497
60,0.4722727272727273,0.5491954022988506,1.592838175947016,1.2519620321536886
61,0.47909090909090907,0.5573563218390805,1.5528652854399247,1.2286942530774523
62,0.4618181818181818,0.5577011494252874,1.5938055129484696,1.2456476118372775
63,0.465,0.5673563218390805,1.6024030438336458,1.2142720953075365
64,0.46954545454545454,0.5698850574712644,1.5590513610839845,1.208562611821054
65,0.46545454545454545,0.5725287356321839,1.6014220346104016,1.2105234006903638
66,0.4713636363636364,0.577471264367816,1.5972374799034812,1.1909941089016267
67,0.4672727272727273,0.5885057471264368,1.618051219853488,1.1580421055322405
68,0.47909090909090907,0.5905747126436781,1.5989350201866843,1.1507132711629757
69,0.4459090909090909,0.5934482758620689,1.6886323122544722,1.1376221518680967
70,0.4631818181818182,0.6090804597701149,1.642636207667264,1.101631540978092
71,0.4777272727272727,0.6158620689655172,1.5856751775741578,1.1000541299513016
72,0.4495454545454545,0.6201149425287357,1.7003442365472967,1.077331213074169
73,0.4627272727272727,0.6164367816091954,1.6305692555687645,1.0932944088968737
74,0.4618181818181818,0.6309195402298851,1.6602231818979436,1.054677669207255
75,0.45954545454545453,0.6354022988505748,1.7329347124966707,1.0293623375070506
76,0.47545454545454546,0.6404597701149425,1.6633606893366033,1.0223229556796194
77,0.4668181818181818,0.6508045977011494,1.6937200567939066,0.9930004030260546
78,0.4659090909090909,0.6562068965517242,1.6785984173688022,0.9729122965911339
79,0.4572727272727273,0.6628735632183909,1.8036206262761896,0.953792168792637
80,0.45454545454545453,0.6589655172413793,1.7638600956309924,0.9580017072030867
81,0.47045454545454546,0.6732183908045977,1.7465804919329557,0.9362405280683233
82,0.45045454545454544,0.6811494252873563,1.7740578790144488,0.9283152161521473
83,0.47045454545454546,0.6919540229885057,1.8087982992692426,0.8690978460202272
84,0.4709090909090909,0.6894252873563218,1.7358655448393387,0.8994088441750099
85,0.4622727272727273,0.7029885057471265,1.8334105669368397,0.849915728075751
86,0.4668181818181818,0.6962068965517242,1.7960611100630326,0.8771591855739725
87,0.4740909090909091,0.7127586206896551,1.8108579835024747,0.8378735879645951
88,0.46863636363636363,0.7255172413793104,1.8921714063124224,0.7954510316081431
89,0.46454545454545454,0.7214942528735632,1.8675929121537642,0.8067512762135473
90,0.4531818181818182,0.7316091954022989,1.936933047988198,0.7797955679893493
91,0.455,0.738735632183908,1.9683845654400913,0.7603853355330983
