"Step","Depth only variation : 6 - test_loss","Depth only variation : 6 - test_loss__MIN","Depth only variation : 6 - test_loss__MAX","Depth only variation : 6 - train_loss","Depth only variation : 6 - train_loss__MIN","Depth only variation : 6 - train_loss__MAX","Depth only variation : 5 - test_loss","Depth only variation : 5 - test_loss__MIN","Depth only variation : 5 - test_loss__MAX","Depth only variation : 5 - train_loss","Depth only variation : 5 - train_loss__MIN","Depth only variation : 5 - train_loss__MAX","Depth only variation : 4 - test_loss","Depth only variation : 4 - test_loss__MIN","Depth only variation : 4 - test_loss__MAX","Depth only variation : 4 - train_loss","Depth only variation : 4 - train_loss__MIN","Depth only variation : 4 - train_loss__MAX","Depth only variation : 3 - test_loss","Depth only variation : 3 - test_loss__MIN","Depth only variation : 3 - test_loss__MAX","Depth only variation : 3 - train_loss","Depth only variation : 3 - train_loss__MIN","Depth only variation : 3 - train_loss__MAX","Depth only variation : 2 - test_loss","Depth only variation : 2 - test_loss__MIN","Depth only variation : 2 - test_loss__MAX","Depth only variation : 2 - train_loss","Depth only variation : 2 - train_loss__MIN","Depth only variation : 2 - train_loss__MAX","Depth only variation : 1 - test_loss","Depth only variation : 1 - test_loss__MIN","Depth only variation : 1 - test_loss__MAX","Depth only variation : 1 - train_loss","Depth only variation : 1 - train_loss__MIN","Depth only variation : 1 - train_loss__MAX","Width only variation : 2048 - test_loss","Width only variation : 2048 - test_loss__MIN","Width only variation : 2048 - test_loss__MAX","Width only variation : 2048 - train_loss","Width only variation : 2048 - train_loss__MIN","Width only variation : 2048 - train_loss__MAX","Width only variation : 1024 - test_loss","Width only variation : 1024 - test_loss__MIN","Width only variation : 1024 - test_loss__MAX","Width only variation : 1024 - train_loss","Width only variation : 1024 - train_loss__MIN","Width only variation : 1024 - train_loss__MAX","Width only variation : 512 - test_loss","Width only variation : 512 - test_loss__MIN","Width only variation : 512 - test_loss__MAX","Width only variation : 512 - train_loss","Width only variation : 512 - train_loss__MIN","Width only variation : 512 - train_loss__MAX","Width only variation : 256 - test_loss","Width only variation : 256 - test_loss__MIN","Width only variation : 256 - test_loss__MAX","Width only variation : 256 - train_loss","Width only variation : 256 - train_loss__MIN","Width only variation : 256 - train_loss__MAX"
"38","2.0724429711428556","2.0724429711428556","2.0724429711428556","2.1549829054426874","2.1549829054426874","2.1549829054426874","2.0732983788576993","2.0732983788576993","2.0732983788576993","2.1347199526600455","2.1347199526600455","2.1347199526600455","2.1078708587993273","2.1078708587993273","2.1078708587993273","2.1399981465832942","2.1399981465832942","2.1399981465832942","2.1264191393418748","2.1264191393418748","2.1264191393418748","2.1440877347705007","2.1440877347705007","2.1440877347705007","2.0837019807642156","2.0837019807642156","2.0837019807642156","2.172350498835246","2.172350498835246","2.172350498835246","2.1782804307070647","2.1782804307070647","2.1782804307070647","2.206408098483908","2.206408098483908","2.206408098483908","2.0924111530997536","2.0924111530997536","2.0924111530997536","2.1277484768834607","2.1277484768834607","2.1277484768834607","2.1013414426283403","2.1013414426283403","2.1013414426283403","2.138114234880469","2.138114234880469","2.138114234880469","2.0985139647397126","2.0985139647397126","2.0985139647397126","2.163672680142282","2.163672680142282","2.163672680142282","2.1181258505040947","2.1181258505040947","2.1181258505040947","2.1667187013297244","2.1667187013297244","2.1667187013297244"
"39","2.07958100752397","2.07958100752397","2.07958100752397","2.144363139141565","2.144363139141565","2.144363139141565","2.0848459750955755","2.0848459750955755","2.0848459750955755","2.1344360720974276","2.1344360720974276","2.1344360720974276","2.0812703778527","2.0812703778527","2.0812703778527","2.1318259591069713","2.1318259591069713","2.1318259591069713","2.095993784124201","2.095993784124201","2.095993784124201","2.1499888355430516","2.1499888355430516","2.1499888355430516","2.085229097713124","2.085229097713124","2.085229097713124","2.1654418213066013","2.1654418213066013","2.1654418213066013","2.1290855451063675","2.1290855451063675","2.1290855451063675","2.2120649847491034","2.2120649847491034","2.2120649847491034","2.0868024930087","2.0868024930087","2.0868024930087","2.1190693784034114","2.1190693784034114","2.1190693784034114","2.1068277736143632","2.1068277736143632","2.1068277736143632","2.163062374180761","2.163062374180761","2.163062374180761","2.079116225676103","2.079116225676103","2.079116225676103","2.1733360616092026","2.1733360616092026","2.1733360616092026","2.091335871436379","2.091335871436379","2.091335871436379","2.174241784304038","2.174241784304038","2.174241784304038"
"40","2.0616587578166614","2.0616587578166614","2.0616587578166614","2.137841103213957","2.137841103213957","2.137841103213957","2.064623543999412","2.064623543999412","2.064623543999412","2.130588216781616","2.130588216781616","2.130588216781616","2.0603189399025656","2.0603189399025656","2.0603189399025656","2.1311654973304135","2.1311654973304135","2.1311654973304135","2.0887344290993433","2.0887344290993433","2.0887344290993433","2.1387873316359247","2.1387873316359247","2.1387873316359247","2.0844387271187523","2.0844387271187523","2.0844387271187523","2.1645866307444956","2.1645866307444956","2.1645866307444956","2.1193841804157603","2.1193841804157603","2.1193841804157603","2.2031121571858723","2.2031121571858723","2.2031121571858723","2.0706631391698664","2.0706631391698664","2.0706631391698664","2.1180064211220575","2.1180064211220575","2.1180064211220575","2.071777707013217","2.071777707013217","2.071777707013217","2.143113147472513","2.143113147472513","2.143113147472513","2.0836641302975742","2.0836641302975742","2.0836641302975742","2.150746726660893","2.150746726660893","2.150746726660893","2.076533417268233","2.076533417268233","2.076533417268233","2.1814415721235605","2.1814415721235605","2.1814415721235605"
"41","2.0676157500527124","2.0676157500527124","2.0676157500527124","2.129481893736741","2.129481893736741","2.129481893736741","2.062258276505904","2.062258276505904","2.062258276505904","2.1364513014650894","2.1364513014650894","2.1364513014650894","2.0663805025274105","2.0663805025274105","2.0663805025274105","2.1229856812268837","2.1229856812268837","2.1229856812268837","2.0754207142916594","2.0754207142916594","2.0754207142916594","2.13364813344232","2.13364813344232","2.13364813344232","2.086972849585793","2.086972849585793","2.086972849585793","2.1626514952210174","2.1626514952210174","2.1626514952210174","2.144616048119285","2.144616048119285","2.144616048119285","2.2066568012895256","2.2066568012895256","2.2066568012895256","2.0741078567504885","2.0741078567504885","2.0741078567504885","2.1247371167150035","2.1247371167150035","2.1247371167150035","2.073311036716808","2.073311036716808","2.073311036716808","2.1311942566400286","2.1311942566400286","2.1311942566400286","2.076066861586137","2.076066861586137","2.076066861586137","2.153534318770485","2.153534318770485","2.153534318770485","2.0894726007634943","2.0894726007634943","2.0894726007634943","2.158148136248534","2.158148136248534","2.158148136248534"
"42","2.0719800719347865","2.0719800719347865","2.0719800719347865","2.133967243391892","2.133967243391892","2.133967243391892","2.072003759470853","2.072003759470853","2.072003759470853","2.124822194877712","2.124822194877712","2.124822194877712","2.057284315282648","2.057284315282648","2.057284315282648","2.1216311866935644","2.1216311866935644","2.1216311866935644","2.074557495984164","2.074557495984164","2.074557495984164","2.122752073660664","2.122752073660664","2.122752073660664","2.0837543049725618","2.0837543049725618","2.0837543049725618","2.1632778202802285","2.1632778202802285","2.1632778202802285","2.1079824516989967","2.1079824516989967","2.1079824516989967","2.2099211409996298","2.2099211409996298","2.2099211409996298","2.059935864535245","2.059935864535245","2.059935864535245","2.114060164155631","2.114060164155631","2.114060164155631","2.1025058252161197","2.1025058252161197","2.1025058252161197","2.1218439529682027","2.1218439529682027","2.1218439529682027","2.085001334277066","2.085001334277066","2.085001334277066","2.1473168805001794","2.1473168805001794","2.1473168805001794","2.080801272825761","2.080801272825761","2.080801272825761","2.1648281517248043","2.1648281517248043","2.1648281517248043"
"43","2.0740093040466308","2.0740093040466308","2.0740093040466308","2.1257116133591225","2.1257116133591225","2.1257116133591225","2.0678296982158315","2.0678296982158315","2.0678296982158315","2.137763493855794","2.137763493855794","2.137763493855794","2.05948532147841","2.05948532147841","2.05948532147841","2.114722746706557","2.114722746706557","2.114722746706557","2.0736289154399525","2.0736289154399525","2.0736289154399525","2.1206048758276577","2.1206048758276577","2.1206048758276577","2.086348421790383","2.086348421790383","2.086348421790383","2.161169526988062","2.161169526988062","2.161169526988062","2.1134728726473724","2.1134728726473724","2.1134728726473724","2.200770132569061","2.200770132569061","2.200770132569061","2.0551802600513804","2.0551802600513804","2.0551802600513804","2.115643173963174","2.115643173963174","2.115643173963174","2.11157791484486","2.11157791484486","2.11157791484486","2.143657936118115","2.143657936118115","2.143657936118115","2.093379975232211","2.093379975232211","2.093379975232211","2.153348113092883","2.153348113092883","2.153348113092883","2.1118157950314607","2.1118157950314607","2.1118157950314607","2.1641985318852566","2.1641985318852566","2.1641985318852566"
"44","2.0824769444899127","2.0824769444899127","2.0824769444899127","2.1260374028655304","2.1260374028655304","2.1260374028655304","2.090314254760742","2.090314254760742","2.090314254760742","2.125976012986282","2.125976012986282","2.125976012986282","2.0682808711312033","2.0682808711312033","2.0682808711312033","2.1265501164841925","2.1265501164841925","2.1265501164841925","2.084710232994773","2.084710232994773","2.084710232994773","2.1383424595580705","2.1383424595580705","2.1383424595580705","2.0922467240420253","2.0922467240420253","2.0922467240420253","2.153270928941924","2.153270928941924","2.153270928941924","2.1239132178913462","2.1239132178913462","2.1239132178913462","2.2119322637579906","2.2119322637579906","2.2119322637579906","2.062078173377297","2.062078173377297","2.062078173377297","2.1193263705023404","2.1193263705023404","2.1193263705023404","2.0742841005325316","2.0742841005325316","2.0742841005325316","2.1286969100469832","2.1286969100469832","2.1286969100469832","2.076363043351607","2.076363043351607","2.076363043351607","2.1416491489848872","2.1416491489848872","2.1416491489848872","2.0765187631953848","2.0765187631953848","2.0765187631953848","2.158507375169074","2.158507375169074","2.158507375169074"
"45","2.0851367109472103","2.0851367109472103","2.0851367109472103","2.135007969428753","2.135007969428753","2.135007969428753","2.06591195973483","2.06591195973483","2.06591195973483","2.128717655642279","2.128717655642279","2.128717655642279","2.0716289502924137","2.0716289502924137","2.0716289502924137","2.1223245422319432","2.1223245422319432","2.1223245422319432","2.0631806889447297","2.0631806889447297","2.0631806889447297","2.139354539081968","2.139354539081968","2.139354539081968","2.1057112529061057","2.1057112529061057","2.1057112529061057","2.1514400811030945","2.1514400811030945","2.1514400811030945","2.126495095166293","2.126495095166293","2.126495095166293","2.1965880481676123","2.1965880481676123","2.1965880481676123","2.0747895778309213","2.0747895778309213","2.0747895778309213","2.1202189746944384","2.1202189746944384","2.1202189746944384","2.081785510670055","2.081785510670055","2.081785510670055","2.1231080056332994","2.1231080056332994","2.1231080056332994","2.0784192770177667","2.0784192770177667","2.0784192770177667","2.140089393264946","2.140089393264946","2.140089393264946","2.106746338930997","2.106746338930997","2.106746338930997","2.1701964172275585","2.1701964172275585","2.1701964172275585"
"46","2.07668680711226","2.07668680711226","2.07668680711226","2.1199619441196837","2.1199619441196837","2.1199619441196837","2.0685029714757746","2.0685029714757746","2.0685029714757746","2.1198685222932663","2.1198685222932663","2.1198685222932663","2.0635607355291192","2.0635607355291192","2.0635607355291192","2.1182463513297596","2.1182463513297596","2.1182463513297596","2.0640954026308926","2.0640954026308926","2.0640954026308926","2.1221043938603894","2.1221043938603894","2.1221043938603894","2.0824460072950886","2.0824460072950886","2.0824460072950886","2.153495920444357","2.153495920444357","2.153495920444357","2.130193748474121","2.130193748474121","2.130193748474121","2.200760757840913","2.200760757840913","2.200760757840913","2.073578748703003","2.073578748703003","2.073578748703003","2.1142352710373102","2.1142352710373102","2.1142352710373102","2.087416263060136","2.087416263060136","2.087416263060136","2.1290736385871623","2.1290736385871623","2.1290736385871623","2.0807470677115703","2.0807470677115703","2.0807470677115703","2.1441590452742303","2.1441590452742303","2.1441590452742303","2.1056265505877407","2.1056265505877407","2.1056265505877407","2.1690847120613888","2.1690847120613888","2.1690847120613888"
"47","2.073495943763039","2.073495943763039","2.073495943763039","2.12681930695457","2.12681930695457","2.12681930695457","2.0622693304582076","2.0622693304582076","2.0622693304582076","2.1170966632886863","2.1170966632886863","2.1170966632886863","2.0658816480636597","2.0658816480636597","2.0658816480636597","2.112273015756717","2.112273015756717","2.112273015756717","2.06720064163208","2.06720064163208","2.06720064163208","2.1298543807281844","2.1298543807281844","2.1298543807281844","2.0775635701959785","2.0775635701959785","2.0775635701959785","2.14154154043088","2.14154154043088","2.14154154043088","2.131213348562067","2.131213348562067","2.131213348562067","2.2011236951543","2.2011236951543","2.2011236951543","2.0647604777596213","2.0647604777596213","2.0647604777596213","2.101497900294161","2.101497900294161","2.101497900294161","2.0719499509984796","2.0719499509984796","2.0719499509984796","2.1182872946509","2.1182872946509","2.1182872946509","2.073653468218717","2.073653468218717","2.073653468218717","2.148955540931088","2.148955540931088","2.148955540931088","2.08577788179571","2.08577788179571","2.08577788179571","2.167415036607063","2.167415036607063","2.167415036607063"
"48","2.066038752902638","2.066038752902638","2.066038752902638","2.1312941634517975","2.1312941634517975","2.1312941634517975","2.0583809783241964","2.0583809783241964","2.0583809783241964","2.119777768672198","2.119777768672198","2.119777768672198","2.0778304048018024","2.0778304048018024","2.0778304048018024","2.1081514354135797","2.1081514354135797","2.1081514354135797","2.060766409527172","2.060766409527172","2.060766409527172","2.1231832405616498","2.1231832405616498","2.1231832405616498","2.0730305177515205","2.0730305177515205","2.0730305177515205","2.1432442336246886","2.1432442336246886","2.1432442336246886","2.159876715920188","2.159876715920188","2.159876715920188","2.199504359563192","2.199504359563192","2.199504359563192","2.077629411870783","2.077629411870783","2.077629411870783","2.1058125001534647","2.1058125001534647","2.1058125001534647","2.092257524837147","2.092257524837147","2.092257524837147","2.12837381121756","2.12837381121756","2.12837381121756","2.079393939971924","2.079393939971924","2.079393939971924","2.1428412011025966","2.1428412011025966","2.1428412011025966","2.0828077359633013","2.0828077359633013","2.0828077359633013","2.1480838523513968","2.1480838523513968","2.1480838523513968"
"49","2.0803655607050113","2.0803655607050113","2.0803655607050113","2.1246164786678623","2.1246164786678623","2.1246164786678623","2.089845545508645","2.089845545508645","2.089845545508645","2.1248256400535848","2.1248256400535848","2.1248256400535848","2.050777108452537","2.050777108452537","2.050777108452537","2.1131722083036926","2.1131722083036926","2.1131722083036926","2.0712126246365634","2.0712126246365634","2.0712126246365634","2.1268588390569576","2.1268588390569576","2.1268588390569576","2.0935685478557238","2.0935685478557238","2.0935685478557238","2.1503066355606606","2.1503066355606606","2.1503066355606606","2.1082778358459473","2.1082778358459473","2.1082778358459473","2.202769214147809","2.202769214147809","2.202769214147809","2.062262209111994","2.062262209111994","2.062262209111994","2.101811593044763","2.101811593044763","2.101811593044763","2.0990483119271017","2.0990483119271017","2.0990483119271017","2.1172618489977957","2.1172618489977957","2.1172618489977957","2.0886376875097104","2.0886376875097104","2.0886376875097104","2.1392380734147696","2.1392380734147696","2.1392380734147696","2.1067490152879196","2.1067490152879196","2.1067490152879196","2.155164398982607","2.155164398982607","2.155164398982607"
"50","2.0709776722301134","2.0709776722301134","2.0709776722301134","2.1151559082118943","2.1151559082118943","2.1151559082118943","2.0520209260420366","2.0520209260420366","2.0520209260420366","2.1058407011799427","2.1058407011799427","2.1058407011799427","2.0704190887104383","2.0704190887104383","2.0704190887104383","2.0972372163575272","2.0972372163575272","2.0972372163575272","2.0562865508686414","2.0562865508686414","2.0562865508686414","2.1190561838259643","2.1190561838259643","2.1190561838259643","2.080564158179543","2.080564158179543","2.080564158179543","2.150222946364304","2.150222946364304","2.150222946364304","2.1136168965426356","2.1136168965426356","2.1136168965426356","2.1866027415483846","2.1866027415483846","2.1866027415483846","2.049001084241","2.049001084241","2.049001084241","2.103208531456432","2.103208531456432","2.103208531456432","2.0759911797263406","2.0759911797263406","2.0759911797263406","2.11007927423236","2.11007927423236","2.11007927423236","2.078839618509466","2.078839618509466","2.078839618509466","2.1396050339183588","2.1396050339183588","2.1396050339183588","2.104682401310314","2.104682401310314","2.104682401310314","2.1659951430353623","2.1659951430353623","2.1659951430353623"
"51","2.0680496727336535","2.0680496727336535","2.0680496727336535","2.1237193916583883","2.1237193916583883","2.1237193916583883","2.052605778954246","2.052605778954246","2.052605778954246","2.1006595470165386","2.1006595470165386","2.1006595470165386","2.064876000664451","2.064876000664451","2.064876000664451","2.1137185363111826","2.1137185363111826","2.1137185363111826","2.0879105134443803","2.0879105134443803","2.0879105134443803","2.1191651633690145","2.1191651633690145","2.1191651633690145","2.0919591756300493","2.0919591756300493","2.0919591756300493","2.150062437386348","2.150062437386348","2.150062437386348","2.1171795333515515","2.1171795333515515","2.1171795333515515","2.1925142765045167","2.1925142765045167","2.1925142765045167","2.048979128924283","2.048979128924283","2.048979128924283","2.085035240458346","2.085035240458346","2.085035240458346","2.066278580752286","2.066278580752286","2.066278580752286","2.118460729642846","2.118460729642846","2.118460729642846","2.0791902030598033","2.0791902030598033","2.0791902030598033","2.130751938545841","2.130751938545841","2.130751938545841","2.11489464673129","2.11489464673129","2.11489464673129","2.1534383880132917","2.1534383880132917","2.1534383880132917"
"52","2.089654864397916","2.089654864397916","2.089654864397916","2.127194531539391","2.127194531539391","2.127194531539391","2.0547792070562187","2.0547792070562187","2.0547792070562187","2.101032972226198","2.101032972226198","2.101032972226198","2.045613726269115","2.045613726269115","2.045613726269115","2.098285820840419","2.098285820840419","2.098285820840419","2.0527368675578725","2.0527368675578725","2.0527368675578725","2.118348829225562","2.118348829225562","2.118348829225562","2.07651199947704","2.07651199947704","2.07651199947704","2.140187666005102","2.140187666005102","2.140187666005102","2.107172734520652","2.107172734520652","2.107172734520652","2.187260388889532","2.187260388889532","2.187260388889532","2.0751027098569","2.0751027098569","2.0751027098569","2.1030160145375922","2.1030160145375922","2.1030160145375922","2.0801371322978626","2.0801371322978626","2.0801371322978626","2.111888738829514","2.111888738829514","2.111888738829514","2.0729263487729157","2.0729263487729157","2.0729263487729157","2.1376302984391136","2.1376302984391136","2.1376302984391136","2.076372563622215","2.076372563622215","2.076372563622215","2.154066308777908","2.154066308777908","2.154066308777908"
"53","2.0820958614349365","2.0820958614349365","2.0820958614349365","2.1118258542027966","2.1118258542027966","2.1118258542027966","2.063146659677679","2.063146659677679","2.063146659677679","2.1090912103104866","2.1090912103104866","2.1090912103104866","2.0634988264604046","2.0634988264604046","2.0634988264604046","2.10141500593602","2.10141500593602","2.10141500593602","2.0660448551177977","2.0660448551177977","2.0660448551177977","2.1187575303000967","2.1187575303000967","2.1187575303000967","2.099292241009799","2.099292241009799","2.099292241009799","2.1367003041848367","2.1367003041848367","2.1367003041848367","2.105882677598433","2.105882677598433","2.105882677598433","2.189888876334004","2.189888876334004","2.189888876334004","2.05605899550698","2.05605899550698","2.05605899550698","2.091153785771337","2.091153785771337","2.091153785771337","2.0713574452833696","2.0713574452833696","2.0713574452833696","2.1064651914574632","2.1064651914574632","2.1064651914574632","2.0588027945431797","2.0588027945431797","2.0588027945431797","2.131154931276694","2.131154931276694","2.131154931276694","2.0749272615259344","2.0749272615259344","2.0749272615259344","2.1496189019871856","2.1496189019871856","2.1496189019871856"
"54","2.0532989944111217","2.0532989944111217","2.0532989944111217","2.1182136352582908","2.1182136352582908","2.1182136352582908","2.053393967368386","2.053393967368386","2.053393967368386","2.0992096636761195","2.0992096636761195","2.0992096636761195","2.0651768788424407","2.0651768788424407","2.0651768788424407","2.1090661133294817","2.1090661133294817","2.1090661133294817","2.058651314648715","2.058651314648715","2.058651314648715","2.119087376101264","2.119087376101264","2.119087376101264","2.0935648983175104","2.0935648983175104","2.0935648983175104","2.14741868939893","2.14741868939893","2.14741868939893","2.1108521955663506","2.1108521955663506","2.1108521955663506","2.1975911416678593","2.1975911416678593","2.1975911416678593","2.0614909224076703","2.0614909224076703","2.0614909224076703","2.0935534123168593","2.0935534123168593","2.0935534123168593","2.0721976999803022","2.0721976999803022","2.0721976999803022","2.109245871072528","2.109245871072528","2.109245871072528","2.0839740285006436","2.0839740285006436","2.0839740285006436","2.1307564862569173","2.1307564862569173","2.1307564862569173","2.0956216647408223","2.0956216647408223","2.0956216647408223","2.1507675688294157","2.1507675688294157","2.1507675688294157"
"55","2.0669962406158446","2.0669962406158446","2.0669962406158446","2.112949407511744","2.112949407511744","2.112949407511744","2.063510727448897","2.063510727448897","2.063510727448897","2.1052724044624416","2.1052724044624416","2.1052724044624416","2.064264278411865","2.064264278411865","2.064264278411865","2.098401414827369","2.098401414827369","2.098401414827369","2.089248536716808","2.089248536716808","2.089248536716808","2.1064993134860335","2.1064993134860335","2.1064993134860335","2.0861088744076817","2.0861088744076817","2.0861088744076817","2.1443978181378593","2.1443978181378593","2.1443978181378593","2.114719735058871","2.114719735058871","2.114719735058871","2.188052366739032","2.188052366739032","2.188052366739032","2.0517558592016045","2.0517558592016045","2.0517558592016045","2.0903792255226223","2.0903792255226223","2.0903792255226223","2.066229178688743","2.066229178688743","2.066229178688743","2.118413677325194","2.118413677325194","2.118413677325194","2.068410967913541","2.068410967913541","2.068410967913541","2.130937327132828","2.130937327132828","2.130937327132828","2.088094908107411","2.088094908107411","2.088094908107411","2.1416815176777457","2.1416815176777457","2.1416815176777457"
"56","2.060398486744274","2.060398486744274","2.060398486744274","2.1097762992464264","2.1097762992464264","2.1097762992464264","2.0713392526453194","2.0713392526453194","2.0713392526453194","2.1107756160867623","2.1107756160867623","2.1107756160867623","2.0503973631425336","2.0503973631425336","2.0503973631425336","2.0925438782264445","2.0925438782264445","2.0925438782264445","2.064578583457253","2.064578583457253","2.064578583457253","2.1051241290432285","2.1051241290432285","2.1051241290432285","2.099116782275113","2.099116782275113","2.099116782275113","2.14217998877339","2.14217998877339","2.14217998877339","2.1155620843713936","2.1155620843713936","2.1155620843713936","2.1862060465757875","2.1862060465757875","2.1862060465757875","2.0413570854880594","2.0413570854880594","2.0413570854880594","2.085933667654279","2.085933667654279","2.085933667654279","2.0598869410428136","2.0598869410428136","2.0598869410428136","2.1111563355895293","2.1111563355895293","2.1111563355895293","2.0929132600264118","2.0929132600264118","2.0929132600264118","2.131329396675373","2.131329396675373","2.131329396675373","2.087441294410012","2.087441294410012","2.087441294410012","2.1539749958871424","2.1539749958871424","2.1539749958871424"
"57","2.05539569941434","2.05539569941434","2.05539569941434","2.1179375492841346","2.1179375492841346","2.1179375492841346","2.063935292850841","2.063935292850841","2.063935292850841","2.092757010405091","2.092757010405091","2.092757010405091","2.0526032022996383","2.0526032022996383","2.0526032022996383","2.0868975617419716","2.0868975617419716","2.0868975617419716","2.072776882431724","2.072776882431724","2.072776882431724","2.1013016791727352","2.1013016791727352","2.1013016791727352","2.0714183807373048","2.0714183807373048","2.0714183807373048","2.1326598448040843","2.1326598448040843","2.1326598448040843","2.108429444919933","2.108429444919933","2.108429444919933","2.1901334526895107","2.1901334526895107","2.1901334526895107","2.043563606088812","2.043563606088812","2.043563606088812","2.08605665360374","2.08605665360374","2.08605665360374","2.0889548709175805","2.0889548709175805","2.0889548709175805","2.1189412503955007","2.1189412503955007","2.1189412503955007","2.068624862324108","2.068624862324108","2.068624862324108","2.1312237695715894","2.1312237695715894","2.1312237695715894","2.072301164973866","2.072301164973866","2.072301164973866","2.1413137328487704","2.1413137328487704","2.1413137328487704"
"58","2.047912262569774","2.047912262569774","2.047912262569774","2.1073716069364","2.1073716069364","2.1073716069364","2.0698461723327637","2.0698461723327637","2.0698461723327637","2.098018265537832","2.098018265537832","2.098018265537832","2.0543385887145997","2.0543385887145997","2.0543385887145997","2.0931604028022153","2.0931604028022153","2.0931604028022153","2.0594367400082674","2.0594367400082674","2.0594367400082674","2.100986441688976","2.100986441688976","2.100986441688976","2.0797702581232245","2.0797702581232245","2.0797702581232245","2.139719358093437","2.139719358093437","2.139719358093437","2.126641228415749","2.126641228415749","2.126641228415749","2.205029248972049","2.205029248972049","2.205029248972049","2.073307635567405","2.073307635567405","2.073307635567405","2.0836468839097297","2.0836468839097297","2.0836468839097297","2.064592905911532","2.064592905911532","2.064592905911532","2.112168516180981","2.112168516180981","2.112168516180981","2.1042451615767046","2.1042451615767046","2.1042451615767046","2.1188891712276416","2.1188891712276416","2.1188891712276416","2.0780183037844573","2.0780183037844573","2.0780183037844573","2.1392995104296455","2.1392995104296455","2.1392995104296455"
"59","2.0870775799317793","2.0870775799317793","2.0870775799317793","2.1137028747865525","2.1137028747865525","2.1137028747865525","2.0603367562727493","2.0603367562727493","2.0603367562727493","2.0920248844979823","2.0920248844979823","2.0920248844979823","2.062112140222029","2.062112140222029","2.062112140222029","2.0814162694996803","2.0814162694996803","2.0814162694996803","2.070536764318293","2.070536764318293","2.070536764318293","2.0984638710679677","2.0984638710679677","2.0984638710679677","2.074617681503296","2.074617681503296","2.074617681503296","2.1296875641263764","2.1296875641263764","2.1296875641263764","2.100333816354925","2.100333816354925","2.100333816354925","2.182805415515242","2.182805415515242","2.182805415515242","2.0448223491148516","2.0448223491148516","2.0448223491148516","2.0872710412124107","2.0872710412124107","2.0872710412124107","2.06790225722573","2.06790225722573","2.06790225722573","2.1057099726008275","2.1057099726008275","2.1057099726008275","2.052527993375605","2.052527993375605","2.052527993375605","2.1246027431268804","2.1246027431268804","2.1246027431268804","2.0716687098416413","2.0716687098416413","2.0716687098416413","2.1351316094672543","2.1351316094672543","2.1351316094672543"
"60","2.0636976978995585","2.0636976978995585","2.0636976978995585","2.1095066156058477","2.1095066156058477","2.1095066156058477","2.055727312781594","2.055727312781594","2.055727312781594","2.090626295900893","2.090626295900893","2.090626295900893","2.049246499755166","2.049246499755166","2.049246499755166","2.092680994450361","2.092680994450361","2.092680994450361","2.1051732288707385","2.1051732288707385","2.1051732288707385","2.0964799429356367","2.0964799429356367","2.0964799429356367","2.0718237989599055","2.0718237989599055","2.0718237989599055","2.1257715497071716","2.1257715497071716","2.1257715497071716","2.1083940185200083","2.1083940185200083","2.1083940185200083","2.179687610713915","2.179687610713915","2.179687610713915","2.071006682135842","2.071006682135842","2.071006682135842","2.087951929815884","2.087951929815884","2.087951929815884","2.078696074919267","2.078696074919267","2.078696074919267","2.0916954918565422","2.0916954918565422","2.0916954918565422","2.061345326683738","2.061345326683738","2.061345326683738","2.117313700051143","2.117313700051143","2.117313700051143","2.0828760745308617","2.0828760745308617","2.0828760745308617","2.135550246403135","2.135550246403135","2.135550246403135"
"61","2.0628274180672386","2.0628274180672386","2.0628274180672386","2.0987197578912493","2.0987197578912493","2.0987197578912493","2.0544154175845057","2.0544154175845057","2.0544154175845057","2.098686144160128","2.098686144160128","2.098686144160128","2.066967122338035","2.066967122338035","2.066967122338035","2.090918997402849","2.090918997402849","2.090918997402849","2.084223486293446","2.084223486293446","2.084223486293446","2.109709697262994","2.109709697262994","2.109709697262994","2.100800632130016","2.100800632130016","2.100800632130016","2.140111708805479","2.140111708805479","2.140111708805479","2.0944206298481336","2.0944206298481336","2.0944206298481336","2.1864887583940877","2.1864887583940877","2.1864887583940877","2.0724939840490166","2.0724939840490166","2.0724939840490166","2.0825889739770997","2.0825889739770997","2.0825889739770997","2.0846540962566027","2.0846540962566027","2.0846540962566027","2.1004903911722117","2.1004903911722117","2.1004903911722117","2.0743001755801114","2.0743001755801114","2.0743001755801114","2.121348249172342","2.121348249172342","2.121348249172342","2.0777631911364467","2.0777631911364467","2.0777631911364467","2.1392272959084346","2.1392272959084346","2.1392272959084346"
