"Step","(w=512 d=2) Imsize variation : 224x224 - test_accuracy","(w=512 d=2) Imsize variation : 224x224 - test_accuracy__MIN","(w=512 d=2) Imsize variation : 224x224 - test_accuracy__MAX","(w=512 d=2) Imsize variation : 224x224 - test_loss","(w=512 d=2) Imsize variation : 224x224 - test_loss__MIN","(w=512 d=2) Imsize variation : 224x224 - test_loss__MAX","(w=512 d=2) Imsize variation : 224x224 - train_accuracy","(w=512 d=2) Imsize variation : 224x224 - train_accuracy__MIN","(w=512 d=2) Imsize variation : 224x224 - train_accuracy__MAX","(w=512 d=2) Imsize variation : 224x224 - train_loss","(w=512 d=2) Imsize variation : 224x224 - train_loss__MIN","(w=512 d=2) Imsize variation : 224x224 - train_loss__MAX","(w=512 d=2) Imsize variation : 128x128 - test_accuracy","(w=512 d=2) Imsize variation : 128x128 - test_accuracy__MIN","(w=512 d=2) Imsize variation : 128x128 - test_accuracy__MAX","(w=512 d=2) Imsize variation : 128x128 - test_loss","(w=512 d=2) Imsize variation : 128x128 - test_loss__MIN","(w=512 d=2) Imsize variation : 128x128 - test_loss__MAX","(w=512 d=2) Imsize variation : 128x128 - train_accuracy","(w=512 d=2) Imsize variation : 128x128 - train_accuracy__MIN","(w=512 d=2) Imsize variation : 128x128 - train_accuracy__MAX","(w=512 d=2) Imsize variation : 128x128 - train_loss","(w=512 d=2) Imsize variation : 128x128 - train_loss__MIN","(w=512 d=2) Imsize variation : 128x128 - train_loss__MAX","(w=512 d=2) Imsize variation : 64x64 - test_accuracy","(w=512 d=2) Imsize variation : 64x64 - test_accuracy__MIN","(w=512 d=2) Imsize variation : 64x64 - test_accuracy__MAX","(w=512 d=2) Imsize variation : 64x64 - test_loss","(w=512 d=2) Imsize variation : 64x64 - test_loss__MIN","(w=512 d=2) Imsize variation : 64x64 - test_loss__MAX","(w=512 d=2) Imsize variation : 64x64 - train_accuracy","(w=512 d=2) Imsize variation : 64x64 - train_accuracy__MIN","(w=512 d=2) Imsize variation : 64x64 - train_accuracy__MAX","(w=512 d=2) Imsize variation : 64x64 - train_loss","(w=512 d=2) Imsize variation : 64x64 - train_loss__MIN","(w=512 d=2) Imsize variation : 64x64 - train_loss__MAX","(w=512 d=2) Imsize variation : 32x32 - test_accuracy","(w=512 d=2) Imsize variation : 32x32 - test_accuracy__MIN","(w=512 d=2) Imsize variation : 32x32 - test_accuracy__MAX","(w=512 d=2) Imsize variation : 32x32 - test_loss","(w=512 d=2) Imsize variation : 32x32 - test_loss__MIN","(w=512 d=2) Imsize variation : 32x32 - test_loss__MAX","(w=512 d=2) Imsize variation : 32x32 - train_accuracy","(w=512 d=2) Imsize variation : 32x32 - train_accuracy__MIN","(w=512 d=2) Imsize variation : 32x32 - train_accuracy__MAX","(w=512 d=2) Imsize variation : 32x32 - train_loss","(w=512 d=2) Imsize variation : 32x32 - train_loss__MIN","(w=512 d=2) Imsize variation : 32x32 - train_loss__MAX","(w=512 d=2) Imsize variation : 16x16 - test_accuracy","(w=512 d=2) Imsize variation : 16x16 - test_accuracy__MIN","(w=512 d=2) Imsize variation : 16x16 - test_accuracy__MAX","(w=512 d=2) Imsize variation : 16x16 - test_loss","(w=512 d=2) Imsize variation : 16x16 - test_loss__MIN","(w=512 d=2) Imsize variation : 16x16 - test_loss__MAX","(w=512 d=2) Imsize variation : 16x16 - train_accuracy","(w=512 d=2) Imsize variation : 16x16 - train_accuracy__MIN","(w=512 d=2) Imsize variation : 16x16 - train_accuracy__MAX","(w=512 d=2) Imsize variation : 16x16 - train_loss","(w=512 d=2) Imsize variation : 16x16 - train_loss__MIN","(w=512 d=2) Imsize variation : 16x16 - train_loss__MAX"
"52","0.2531818181818182","0.2531818181818182","0.2531818181818182","2.0737004401467063","2.0737004401467063","2.0737004401467063","0.2467816091954023","0.2467816091954023","0.2467816091954023","2.134025460604964","2.134025460604964","2.134025460604964","0.24681818181818183","0.24681818181818183","0.24681818181818183","2.0643248384649104","2.0643248384649104","2.0643248384649104","0.24873563218390804","0.24873563218390804","0.24873563218390804","2.1187997642604786","2.1187997642604786","2.1187997642604786","0.25681818181818183","0.25681818181818183","0.25681818181818183","2.0582968789880924","2.0582968789880924","2.0582968789880924","0.2481609195402299","0.2481609195402299","0.2481609195402299","2.1146486953209185","2.1146486953209185","2.1146486953209185","0.25363636363636366","0.25363636363636366","0.25363636363636366","2.052780178243464","2.052780178243464","2.052780178243464","0.24241379310344827","0.24241379310344827","0.24241379310344827","2.11527577279628","2.11527577279628","2.11527577279628","0.26136363636363635","0.26136363636363635","0.26136363636363635","2.055660410794345","2.055660410794345","2.055660410794345","0.24528735632183907","0.24528735632183907","0.24528735632183907","2.113807883865532","2.113807883865532","2.113807883865532"
"53","0.24636363636363637","0.24636363636363637","0.24636363636363637","2.0694928273287685","2.0694928273287685","2.0694928273287685","0.2386206896551724","0.2386206896551724","0.2386206896551724","2.1269076723339913","2.1269076723339913","2.1269076723339913","0.25272727272727274","0.25272727272727274","0.25272727272727274","2.0705467024716464","2.0705467024716464","2.0705467024716464","0.24620689655172415","0.24620689655172415","0.24620689655172415","2.1119672871732162","2.1119672871732162","2.1119672871732162","0.25363636363636366","0.25363636363636366","0.25363636363636366","2.064773202375932","2.064773202375932","2.064773202375932","0.24977011494252874","0.24977011494252874","0.24977011494252874","2.110475290013456","2.110475290013456","2.110475290013456","0.2677272727272727","0.2677272727272727","0.2677272727272727","2.0396228460832075","2.0396228460832075","2.0396228460832075","0.2435632183908046","0.2435632183908046","0.2435632183908046","2.113132159244055","2.113132159244055","2.113132159244055","0.26045454545454544","0.26045454545454544","0.26045454545454544","2.076607168371027","2.076607168371027","2.076607168371027","0.2403448275862069","0.2403448275862069","0.2403448275862069","2.1121826299031574","2.1121826299031574","2.1121826299031574"
"54","0.24772727272727274","0.24772727272727274","0.24772727272727274","2.0893873180042615","2.0893873180042615","2.0893873180042615","0.23908045977011494","0.23908045977011494","0.23908045977011494","2.1353844023298945","2.1353844023298945","2.1353844023298945","0.255","0.255","0.255","2.053338702808727","2.053338702808727","2.053338702808727","0.24367816091954023","0.24367816091954023","0.24367816091954023","2.116566948068553","2.116566948068553","2.116566948068553","0.26181818181818184","0.26181818181818184","0.26181818181818184","2.0549017438021573","2.0549017438021573","2.0549017438021573","0.2489655172413793","0.2489655172413793","0.2489655172413793","2.117971469944921","2.117971469944921","2.117971469944921","0.2640909090909091","0.2640909090909091","0.2640909090909091","2.0519718716361304","2.0519718716361304","2.0519718716361304","0.25091954022988505","0.25091954022988505","0.25091954022988505","2.1077494483158508","2.1077494483158508","2.1077494483158508","0.2772727272727273","0.2772727272727273","0.2772727272727273","2.0439574371684683","2.0439574371684683","2.0439574371684683","0.24379310344827587","0.24379310344827587","0.24379310344827587","2.1106144614603326","2.1106144614603326","2.1106144614603326"
"55","0.25363636363636366","0.25363636363636366","0.25363636363636366","2.068766187321056","2.068766187321056","2.068766187321056","0.24149425287356321","0.24149425287356321","0.24149425287356321","2.1322225611237275","2.1322225611237275","2.1322225611237275","0.25772727272727275","0.25772727272727275","0.25772727272727275","2.0785513054240834","2.0785513054240834","2.0785513054240834","0.23850574712643677","0.23850574712643677","0.23850574712643677","2.13063429953038","2.13063429953038","2.13063429953038","0.2559090909090909","0.2559090909090909","0.2559090909090909","2.0638444388996473","2.0638444388996473","2.0638444388996473","0.24413793103448275","0.24413793103448275","0.24413793103448275","2.123234263672226","2.123234263672226","2.123234263672226","0.2672727272727273","0.2672727272727273","0.2672727272727273","2.0462919608029453","2.0462919608029453","2.0462919608029453","0.25114942528735634","0.25114942528735634","0.25114942528735634","2.105082999043081","2.105082999043081","2.105082999043081","0.27045454545454545","0.27045454545454545","0.27045454545454545","2.049636359648271","2.049636359648271","2.049636359648271","0.24758620689655172","0.24758620689655172","0.24758620689655172","2.1065909588473968","2.1065909588473968","2.1065909588473968"
"56","0.24454545454545454","0.24454545454545454","0.24454545454545454","2.0975071274150503","2.0975071274150503","2.0975071274150503","0.23885057471264368","0.23885057471264368","0.23885057471264368","2.133145270402404","2.133145270402404","2.133145270402404","0.2581818181818182","0.2581818181818182","0.2581818181818182","2.0588923185521906","2.0588923185521906","2.0588923185521906","0.2428735632183908","0.2428735632183908","0.2428735632183908","2.113048744749749","2.113048744749749","2.113048744749749","0.25","0.25","0.25","2.0748155845295297","2.0748155845295297","2.0748155845295297","0.2442528735632184","0.2442528735632184","0.2442528735632184","2.1176162546530537","2.1176162546530537","2.1176162546530537","0.2509090909090909","0.2509090909090909","0.2509090909090909","2.0664329520138827","2.0664329520138827","2.0664329520138827","0.254367816091954","0.254367816091954","0.254367816091954","2.1025431148485207","2.1025431148485207","2.1025431148485207","0.2722727272727273","0.2722727272727273","0.2722727272727273","2.068977488604459","2.068977488604459","2.068977488604459","0.2471264367816092","0.2471264367816092","0.2471264367816092","2.1035966488410685","2.1035966488410685","2.1035966488410685"
"57","0.2595454545454545","0.2595454545454545","0.2595454545454545","2.0561792850494385","2.0561792850494385","2.0561792850494385","0.24367816091954023","0.24367816091954023","0.24367816091954023","2.1231885736838154","2.1231885736838154","2.1231885736838154","0.26045454545454544","0.26045454545454544","0.26045454545454544","2.072132716612382","2.072132716612382","2.072132716612382","0.24298850574712644","0.24298850574712644","0.24298850574712644","2.1152732413938677","2.1152732413938677","2.1152732413938677","0.2609090909090909","0.2609090909090909","0.2609090909090909","2.0574702670357445","2.0574702670357445","2.0574702670357445","0.24724137931034482","0.24724137931034482","0.24724137931034482","2.1152354749043782","2.1152354749043782","2.1152354749043782","0.2636363636363636","0.2636363636363636","0.2636363636363636","2.0499950062144885","2.0499950062144885","2.0499950062144885","0.24367816091954023","0.24367816091954023","0.24367816091954023","2.1132634288963232","2.1132634288963232","2.1132634288963232","0.27045454545454545","0.27045454545454545","0.27045454545454545","2.0510627417130904","2.0510627417130904","2.0510627417130904","0.24735632183908046","0.24735632183908046","0.24735632183908046","2.102703930098435","2.102703930098435","2.102703930098435"
"58","0.24636363636363637","0.24636363636363637","0.24636363636363637","2.1095340173894708","2.1095340173894708","2.1095340173894708","0.2428735632183908","0.2428735632183908","0.2428735632183908","2.119991745345894","2.119991745345894","2.119991745345894","0.2595454545454545","0.2595454545454545","0.2595454545454545","2.0754694470492274","2.0754694470492274","2.0754694470492274","0.24471264367816092","0.24471264367816092","0.24471264367816092","2.117543943558616","2.117543943558616","2.117543943558616","0.26","0.26","0.26","2.054757015054876","2.054757015054876","2.054757015054876","0.2574712643678161","0.2574712643678161","0.2574712643678161","2.0908314509775447","2.0908314509775447","2.0908314509775447","0.2681818181818182","0.2681818181818182","0.2681818181818182","2.0426405161077326","2.0426405161077326","2.0426405161077326","0.254367816091954","0.254367816091954","0.254367816091954","2.1047559906970497","2.1047559906970497","2.1047559906970497","0.275","0.275","0.275","2.0353315899588846","2.0353315899588846","2.0353315899588846","0.2574712643678161","0.2574712643678161","0.2574712643678161","2.092474723574759","2.092474723574759","2.092474723574759"
"59","0.25136363636363634","0.25136363636363634","0.25136363636363634","2.0608455354517154","2.0608455354517154","2.0608455354517154","0.24195402298850574","0.24195402298850574","0.24195402298850574","2.120543286005656","2.120543286005656","2.120543286005656","0.26136363636363635","0.26136363636363635","0.26136363636363635","2.0544111811030996","2.0544111811030996","2.0544111811030996","0.25229885057471263","0.25229885057471263","0.25229885057471263","2.101380555054237","2.101380555054237","2.101380555054237","0.25727272727272726","0.25727272727272726","0.25727272727272726","2.0562828662178734","2.0562828662178734","2.0562828662178734","0.25103448275862067","0.25103448275862067","0.25103448275862067","2.1087360132151636","2.1087360132151636","2.1087360132151636","0.2736363636363636","0.2736363636363636","0.2736363636363636","2.0465189006111837","2.0465189006111837","2.0465189006111837","0.25275862068965516","0.25275862068965516","0.25275862068965516","2.100486068835204","2.100486068835204","2.100486068835204","0.2681818181818182","0.2681818181818182","0.2681818181818182","2.0597452987324107","2.0597452987324107","2.0597452987324107","0.25057471264367814","0.25057471264367814","0.25057471264367814","2.1110992275983436","2.1110992275983436","2.1110992275983436"
"60","0.26545454545454544","0.26545454545454544","0.26545454545454544","2.0507724926688455","2.0507724926688455","2.0507724926688455","0.24586206896551724","0.24586206896551724","0.24586206896551724","2.112560204911506","2.112560204911506","2.112560204911506","0.26181818181818184","0.26181818181818184","0.26181818181818184","2.0447130888158624","2.0447130888158624","2.0447130888158624","0.2481609195402299","0.2481609195402299","0.2481609195402299","2.106472828306001","2.106472828306001","2.106472828306001","0.27090909090909093","0.27090909090909093","0.27090909090909093","2.0503348190134223","2.0503348190134223","2.0503348190134223","0.24448275862068966","0.24448275862068966","0.24448275862068966","2.1051219092840436","2.1051219092840436","2.1051219092840436","0.2636363636363636","0.2636363636363636","0.2636363636363636","2.0433049418709497","2.0433049418709497","2.0433049418709497","0.2525287356321839","0.2525287356321839","0.2525287356321839","2.095396180098084","2.095396180098084","2.095396180098084","0.2690909090909091","0.2690909090909091","0.2690909090909091","2.0454313616319135","2.0454313616319135","2.0454313616319135","0.2464367816091954","0.2464367816091954","0.2464367816091954","2.1131773723953073","2.1131773723953073","2.1131773723953073"
"61","0.25136363636363634","0.25136363636363634","0.25136363636363634","2.080975592353127","2.080975592353127","2.080975592353127","0.24977011494252874","0.24977011494252874","0.24977011494252874","2.120048865723884","2.120048865723884","2.120048865723884","0.2540909090909091","0.2540909090909091","0.2540909090909091","2.0815102551200173","2.0815102551200173","2.0815102551200173","0.2514942528735632","0.2514942528735632","0.2514942528735632","2.1013879343010915","2.1013879343010915","2.1013879343010915","0.2636363636363636","0.2636363636363636","0.2636363636363636","2.054485288099809","2.054485288099809","2.054485288099809","0.26045977011494253","0.26045977011494253","0.26045977011494253","2.089001268956853","2.089001268956853","2.089001268956853","0.2631818181818182","0.2631818181818182","0.2631818181818182","2.047723207473755","2.047723207473755","2.047723207473755","0.2575862068965517","0.2575862068965517","0.2575862068965517","2.0937468374186547","2.0937468374186547","2.0937468374186547","0.27090909090909093","0.27090909090909093","0.27090909090909093","2.052415848645297","2.052415848645297","2.052415848645297","0.24770114942528734","0.24770114942528734","0.24770114942528734","2.1036116339146407","2.1036116339146407","2.1036116339146407"
"62","0.25272727272727274","0.25272727272727274","0.25272727272727274","2.0704517858678644","2.0704517858678644","2.0704517858678644","0.24436781609195402","0.24436781609195402","0.24436781609195402","2.1147407930746844","2.1147407930746844","2.1147407930746844","0.2609090909090909","0.2609090909090909","0.2609090909090909","2.0487935785813765","2.0487935785813765","2.0487935785813765","0.2582758620689655","0.2582758620689655","0.2582758620689655","2.1042813807520373","2.1042813807520373","2.1042813807520373","0.26181818181818184","0.26181818181818184","0.26181818181818184","2.051339705207131","2.051339705207131","2.051339705207131","0.25298850574712645","0.25298850574712645","0.25298850574712645","2.098699255866566","2.098699255866566","2.098699255866566","0.2672727272727273","0.2672727272727273","0.2672727272727273","2.0493688123876397","2.0493688123876397","2.0493688123876397","0.2525287356321839","0.2525287356321839","0.2525287356321839","2.0956599992993232","2.0956599992993232","2.0956599992993232","0.2790909090909091","0.2790909090909091","0.2790909090909091","2.042480869293213","2.042480869293213","2.042480869293213","0.25724137931034485","0.25724137931034485","0.25724137931034485","2.101440262630068","2.101440262630068","2.101440262630068"
"63","0.25181818181818183","0.25181818181818183","0.25181818181818183","2.0574203170429577","2.0574203170429577","2.0574203170429577","0.25908045977011496","0.25908045977011496","0.25908045977011496","2.105737027793095","2.105737027793095","2.105737027793095","0.25227272727272726","0.25227272727272726","0.25227272727272726","2.0597597096183082","2.0597597096183082","2.0597597096183082","0.2450574712643678","0.2450574712643678","0.2450574712643678","2.1094898615212276","2.1094898615212276","2.1094898615212276","0.26636363636363636","0.26636363636363636","0.26636363636363636","2.050295430096713","2.050295430096713","2.050295430096713","0.26022988505747124","0.26022988505747124","0.26022988505747124","2.0902254914689338","2.0902254914689338","2.0902254914689338","0.2718181818181818","0.2718181818181818","0.2718181818181818","2.046814446882768","2.046814446882768","2.046814446882768","0.2571264367816092","0.2571264367816092","0.2571264367816092","2.0930631630996177","2.0930631630996177","2.0930631630996177","0.2840909090909091","0.2840909090909091","0.2840909090909091","2.030878138975664","2.030878138975664","2.030878138975664","0.2524137931034483","0.2524137931034483","0.2524137931034483","2.095123275449906","2.095123275449906","2.095123275449906"
"64","0.26","0.26","0.26","2.061542482376099","2.061542482376099","2.061542482376099","0.24367816091954023","0.24367816091954023","0.24367816091954023","2.121967654940726","2.121967654940726","2.121967654940726","0.25727272727272726","0.25727272727272726","0.25727272727272726","2.0589005296880547","2.0589005296880547","2.0589005296880547","0.25103448275862067","0.25103448275862067","0.25103448275862067","2.097511956883573","2.097511956883573","2.097511956883573","0.2586363636363636","0.2586363636363636","0.2586363636363636","2.0517340885509143","2.0517340885509143","2.0517340885509143","0.2558620689655172","0.2558620689655172","0.2558620689655172","2.0937402237420795","2.0937402237420795","2.0937402237420795","0.2581818181818182","0.2581818181818182","0.2581818181818182","2.0425325280969795","2.0425325280969795","2.0425325280969795","0.25678160919540227","0.25678160919540227","0.25678160919540227","2.094645279412982","2.094645279412982","2.094645279412982","0.28454545454545455","0.28454545454545455","0.28454545454545455","2.0412825679779054","2.0412825679779054","2.0412825679779054","0.2532183908045977","0.2532183908045977","0.2532183908045977","2.0890622660757483","2.0890622660757483","2.0890622660757483"
"65","0.24636363636363637","0.24636363636363637","0.24636363636363637","2.076437638022683","2.076437638022683","2.076437638022683","0.24160919540229886","0.24160919540229886","0.24160919540229886","2.111037352770224","2.111037352770224","2.111037352770224","0.25363636363636366","0.25363636363636366","0.25363636363636366","2.0765414359352805","2.0765414359352805","2.0765414359352805","0.25333333333333335","0.25333333333333335","0.25333333333333335","2.105481505448791","2.105481505448791","2.105481505448791","0.26272727272727275","0.26272727272727275","0.26272727272727275","2.047074581493031","2.047074581493031","2.047074581493031","0.25080459770114943","0.25080459770114943","0.25080459770114943","2.0982402081325136","2.0982402081325136","2.0982402081325136","0.26227272727272727","0.26227272727272727","0.26227272727272727","2.0551053471998735","2.0551053471998735","2.0551053471998735","0.2557471264367816","0.2557471264367816","0.2557471264367816","2.0976365092705036","2.0976365092705036","2.0976365092705036","0.26227272727272727","0.26227272727272727","0.26227272727272727","2.06855713670904","2.06855713670904","2.06855713670904","0.2524137931034483","0.2524137931034483","0.2524137931034483","2.096986459096273","2.096986459096273","2.096986459096273"
"66","0.24636363636363637","0.24636363636363637","0.24636363636363637","2.0760390056263316","2.0760390056263316","2.0760390056263316","0.24724137931034482","0.24724137931034482","0.24724137931034482","2.1066831647938695","2.1066831647938695","2.1066831647938695","0.2677272727272727","0.2677272727272727","0.2677272727272727","2.0598570893027563","2.0598570893027563","2.0598570893027563","0.2519540229885057","0.2519540229885057","0.2519540229885057","2.1082763587469344","2.1082763587469344","2.1082763587469344","0.27","0.27","0.27","2.0400286600806496","2.0400286600806496","2.0400286600806496","0.2617241379310345","0.2617241379310345","0.2617241379310345","2.0840259410595072","2.0840259410595072","2.0840259410595072","0.26681818181818184","0.26681818181818184","0.26681818181818184","2.036365974599665","2.036365974599665","2.036365974599665","0.2581609195402299","0.2581609195402299","0.2581609195402299","2.086711564886159","2.086711564886159","2.086711564886159","0.2690909090909091","0.2690909090909091","0.2690909090909091","2.060225626338612","2.060225626338612","2.060225626338612","0.25494252873563217","0.25494252873563217","0.25494252873563217","2.0909462431107446","2.0909462431107446","2.0909462431107446"
"67","0.24909090909090909","0.24909090909090909","0.24909090909090909","2.0757045936584473","2.0757045936584473","2.0757045936584473","0.25333333333333335","0.25333333333333335","0.25333333333333335","2.105794602975078","2.105794602975078","2.105794602975078","0.26136363636363635","0.26136363636363635","0.26136363636363635","2.0627116697484795","2.0627116697484795","2.0627116697484795","0.25264367816091954","0.25264367816091954","0.25264367816091954","2.0927147032200604","2.0927147032200604","2.0927147032200604","0.26136363636363635","0.26136363636363635","0.26136363636363635","2.042999038696289","2.042999038696289","2.042999038696289","0.25873563218390805","0.25873563218390805","0.25873563218390805","2.0910599232816147","2.0910599232816147","2.0910599232816147","0.26136363636363635","0.26136363636363635","0.26136363636363635","2.040581360730258","2.040581360730258","2.040581360730258","0.2614942528735632","0.2614942528735632","0.2614942528735632","2.0869315104648987","2.0869315104648987","2.0869315104648987","0.2781818181818182","0.2781818181818182","0.2781818181818182","2.0384888492931017","2.0384888492931017","2.0384888492931017","0.25413793103448273","0.25413793103448273","0.25413793103448273","2.092051550876135","2.092051550876135","2.092051550876135"
"68","0.26","0.26","0.26","2.0591703076796097","2.0591703076796097","2.0591703076796097","0.2489655172413793","0.2489655172413793","0.2489655172413793","2.1090856409620966","2.1090856409620966","2.1090856409620966","0.26454545454545453","0.26454545454545453","0.26454545454545453","2.0424980336969547","2.0424980336969547","2.0424980336969547","0.25724137931034485","0.25724137931034485","0.25724137931034485","2.094906219723581","2.094906219723581","2.094906219723581","0.2609090909090909","0.2609090909090909","0.2609090909090909","2.0471652802554043","2.0471652802554043","2.0471652802554043","0.25839080459770114","0.25839080459770114","0.25839080459770114","2.0854774355614323","2.0854774355614323","2.0854774355614323","0.26590909090909093","0.26590909090909093","0.26590909090909093","2.0341466322812165","2.0341466322812165","2.0341466322812165","0.25701149425287356","0.25701149425287356","0.25701149425287356","2.089100008120482","2.089100008120482","2.089100008120482","0.2827272727272727","0.2827272727272727","0.2827272727272727","2.0356660010597922","2.0356660010597922","2.0356660010597922","0.25287356321839083","0.25287356321839083","0.25287356321839083","2.087067880411258","2.087067880411258","2.087067880411258"
"69","0.24409090909090908","0.24409090909090908","0.24409090909090908","2.0751027167927134","2.0751027167927134","2.0751027167927134","0.24413793103448275","0.24413793103448275","0.24413793103448275","2.122196872755029","2.122196872755029","2.122196872755029","0.26136363636363635","0.26136363636363635","0.26136363636363635","2.051992139816284","2.051992139816284","2.051992139816284","0.2554022988505747","0.2554022988505747","0.2554022988505747","2.086515540199718","2.086515540199718","2.086515540199718","0.24954545454545454","0.24954545454545454","0.24954545454545454","2.0547532965920188","2.0547532965920188","2.0547532965920188","0.25264367816091954","0.25264367816091954","0.25264367816091954","2.0909851631076855","2.0909851631076855","2.0909851631076855","0.2631818181818182","0.2631818181818182","0.2631818181818182","2.046271937110207","2.046271937110207","2.046271937110207","0.25724137931034485","0.25724137931034485","0.25724137931034485","2.0861840917872287","2.0861840917872287","2.0861840917872287","0.2859090909090909","0.2859090909090909","0.2859090909090909","2.0399309288371694","2.0399309288371694","2.0399309288371694","0.25482758620689655","0.25482758620689655","0.25482758620689655","2.088054004318413","2.088054004318413","2.088054004318413"
"70","0.25772727272727275","0.25772727272727275","0.25772727272727275","2.0753120175274935","2.0753120175274935","2.0753120175274935","0.2525287356321839","0.2525287356321839","0.2525287356321839","2.1027191208148825","2.1027191208148825","2.1027191208148825","0.2595454545454545","0.2595454545454545","0.2595454545454545","2.058927125930786","2.058927125930786","2.058927125930786","0.25655172413793104","0.25655172413793104","0.25655172413793104","2.0882713246619566","2.0882713246619566","2.0882713246619566","0.26272727272727275","0.26272727272727275","0.26272727272727275","2.0391688325188375","2.0391688325188375","2.0391688325188375","0.2558620689655172","0.2558620689655172","0.2558620689655172","2.087811194452746","2.087811194452746","2.087811194452746","0.2640909090909091","0.2640909090909091","0.2640909090909091","2.0411957966197622","2.0411957966197622","2.0411957966197622","0.25482758620689655","0.25482758620689655","0.25482758620689655","2.0918619395946636","2.0918619395946636","2.0918619395946636","0.2868181818181818","0.2868181818181818","0.2868181818181818","2.0398122119903563","2.0398122119903563","2.0398122119903563","0.25471264367816093","0.25471264367816093","0.25471264367816093","2.0890958195171137","2.0890958195171137","2.0890958195171137"
"71","0.2609090909090909","0.2609090909090909","0.2609090909090909","2.050881683176214","2.050881683176214","2.050881683176214","0.24988505747126435","0.24988505747126435","0.24988505747126435","2.110133025289952","2.110133025289952","2.110133025289952","0.25545454545454543","0.25545454545454543","0.25545454545454543","2.058108949661255","2.058108949661255","2.058108949661255","0.26264367816091955","0.26264367816091955","0.26264367816091955","2.083698750857649","2.083698750857649","2.083698750857649","0.2677272727272727","0.2677272727272727","0.2677272727272727","2.044687501300465","2.044687501300465","2.044687501300465","0.26","0.26","0.26","2.081123755444055","2.081123755444055","2.081123755444055","0.255","0.255","0.255","2.048965526927601","2.048965526927601","2.048965526927601","0.2536781609195402","0.2536781609195402","0.2536781609195402","2.087968478586482","2.087968478586482","2.087968478586482","0.27545454545454545","0.27545454545454545","0.27545454545454545","2.055615898479115","2.055615898479115","2.055615898479115","0.25471264367816093","0.25471264367816093","0.25471264367816093","2.0852053033894506","2.0852053033894506","2.0852053033894506"
"72","0.2509090909090909","0.2509090909090909","0.2509090909090909","2.066301687413996","2.066301687413996","2.066301687413996","0.24954022988505747","0.24954022988505747","0.24954022988505747","2.093047407522969","2.093047407522969","2.093047407522969","0.25727272727272726","0.25727272727272726","0.25727272727272726","2.0527820777893067","2.0527820777893067","2.0527820777893067","0.25885057471264367","0.25885057471264367","0.25885057471264367","2.0888868454681044","2.0888868454681044","2.0888868454681044","0.2672727272727273","0.2672727272727273","0.2672727272727273","2.047362679568204","2.047362679568204","2.047362679568204","0.2574712643678161","0.2574712643678161","0.2574712643678161","2.0873630543412833","2.0873630543412833","2.0873630543412833","0.26227272727272727","0.26227272727272727","0.26227272727272727","2.0583009841225364","2.0583009841225364","2.0583009841225364","0.25494252873563217","0.25494252873563217","0.25494252873563217","2.097590383551587","2.097590383551587","2.097590383551587","0.26636363636363636","0.26636363636363636","0.26636363636363636","2.0440326465259897","2.0440326465259897","2.0440326465259897","0.2593103448275862","0.2593103448275862","0.2593103448275862","2.0830861122306734","2.0830861122306734","2.0830861122306734"
"73","0.25045454545454543","0.25045454545454543","0.25045454545454543","2.0666783454201436","2.0666783454201436","2.0666783454201436","0.2535632183908046","0.2535632183908046","0.2535632183908046","2.098008610626747","2.098008610626747","2.098008610626747","0.2586363636363636","0.2586363636363636","0.2586363636363636","2.0624503855271774","2.0624503855271774","2.0624503855271774","0.2628735632183908","0.2628735632183908","0.2628735632183908","2.0784159128693327","2.0784159128693327","2.0784159128693327","0.25772727272727275","0.25772727272727275","0.25772727272727275","2.068630314740268","2.068630314740268","2.068630314740268","0.2598850574712644","0.2598850574712644","0.2598850574712644","2.0936339674324826","2.0936339674324826","2.0936339674324826","0.2672727272727273","0.2672727272727273","0.2672727272727273","2.0310744901136917","2.0310744901136917","2.0310744901136917","0.25413793103448273","0.25413793103448273","0.25413793103448273","2.0862513066434314","2.0862513066434314","2.0862513066434314","0.28045454545454546","0.28045454545454546","0.28045454545454546","2.0311749796433882","2.0311749796433882","2.0311749796433882","0.2575862068965517","0.2575862068965517","0.2575862068965517","2.0829563046597888","2.0829563046597888","2.0829563046597888"
"74","0.255","0.255","0.255","2.0628234724564987","2.0628234724564987","2.0628234724564987","0.2589655172413793","0.2589655172413793","0.2589655172413793","2.090520843747018","2.090520843747018","2.090520843747018","0.26636363636363636","0.26636363636363636","0.26636363636363636","2.0457265385714445","2.0457265385714445","2.0457265385714445","0.2542528735632184","0.2542528735632184","0.2542528735632184","2.0937464404928274","2.0937464404928274","2.0937464404928274","0.2677272727272727","0.2677272727272727","0.2677272727272727","2.0414555887742476","2.0414555887742476","2.0414555887742476","0.2618390804597701","0.2618390804597701","0.2618390804597701","2.08164563135169","2.08164563135169","2.08164563135169","0.27136363636363636","0.27136363636363636","0.27136363636363636","2.028557641289451","2.028557641289451","2.028557641289451","0.26252873563218393","0.26252873563218393","0.26252873563218393","2.0797824386070514","2.0797824386070514","2.0797824386070514","0.2768181818181818","0.2768181818181818","0.2768181818181818","2.0334292715246027","2.0334292715246027","2.0334292715246027","0.26195402298850573","0.26195402298850573","0.26195402298850573","2.0920391988206184","2.0920391988206184","2.0920391988206184"
