"Step","Width only variation : 2048 - test_loss","Width only variation : 2048 - test_loss__MIN","Width only variation : 2048 - test_loss__MAX","Width only variation : 2048 - train_loss","Width only variation : 2048 - train_loss__MIN","Width only variation : 2048 - train_loss__MAX","Width only variation : 1024 - test_loss","Width only variation : 1024 - test_loss__MIN","Width only variation : 1024 - test_loss__MAX","Width only variation : 1024 - train_loss","Width only variation : 1024 - train_loss__MIN","Width only variation : 1024 - train_loss__MAX","Width only variation : 512 - test_loss","Width only variation : 512 - test_loss__MIN","Width only variation : 512 - test_loss__MAX","Width only variation : 512 - train_loss","Width only variation : 512 - train_loss__MIN","Width only variation : 512 - train_loss__MAX","Width only variation : 256 - test_loss","Width only variation : 256 - test_loss__MIN","Width only variation : 256 - test_loss__MAX","Width only variation : 256 - train_loss","Width only variation : 256 - train_loss__MIN","Width only variation : 256 - train_loss__MAX","Width only variation : 128 - test_loss","Width only variation : 128 - test_loss__MIN","Width only variation : 128 - test_loss__MAX","Width only variation : 128 - train_loss","Width only variation : 128 - train_loss__MIN","Width only variation : 128 - train_loss__MAX","Width only variation : 64 - test_loss","Width only variation : 64 - test_loss__MIN","Width only variation : 64 - test_loss__MAX","Width only variation : 64 - train_loss","Width only variation : 64 - train_loss__MIN","Width only variation : 64 - train_loss__MAX","Width only variation : 32 - test_loss","Width only variation : 32 - test_loss__MIN","Width only variation : 32 - test_loss__MAX","Width only variation : 32 - train_loss","Width only variation : 32 - train_loss__MIN","Width only variation : 32 - train_loss__MAX"
"10","2.1148824752460826","2.1148824752460826","2.1148824752460826","2.2005072638632237","2.2005072638632237","2.2005072638632237","2.1213325231725517","2.1213325231725517","2.1213325231725517","2.2179359957815588","2.2179359957815588","2.2179359957815588","2.141751581538807","2.141751581538807","2.141751581538807","2.2302817066236473","2.2302817066236473","2.2302817066236473","2.1486202335357665","2.1486202335357665","2.1486202335357665","2.2193390094274763","2.2193390094274763","2.2193390094274763","2.143922325481068","2.143922325481068","2.143922325481068","2.2293853012172655","2.2293853012172655","2.2293853012172655","2.329122791290283","2.329122791290283","2.329122791290283","2.345682874219171","2.345682874219171","2.345682874219171","2.1623529945720326","2.1623529945720326","2.1623529945720326","2.262419575877573","2.262419575877573","2.262419575877573"
"11","2.11625562581149","2.11625562581149","2.11625562581149","2.2010190517600927","2.2010190517600927","2.2010190517600927","2.1256463449651544","2.1256463449651544","2.1256463449651544","2.22725906821503","2.22725906821503","2.22725906821503","2.1353673856908624","2.1353673856908624","2.1353673856908624","2.2151702372233073","2.2151702372233073","2.2151702372233073","2.1223249062624845","2.1223249062624845","2.1223249062624845","2.2129732559467183","2.2129732559467183","2.2129732559467183","2.130360613736239","2.130360613736239","2.130360613736239","2.2178356359196805","2.2178356359196805","2.2178356359196805","2.3241933449831875","2.3241933449831875","2.3241933449831875","2.346090350534724","2.346090350534724","2.346090350534724","2.1716486566716973","2.1716486566716973","2.1716486566716973","2.2512120310465495","2.2512120310465495","2.2512120310465495"
"12","2.106176133589311","2.106176133589311","2.106176133589311","2.1989893846402224","2.1989893846402224","2.1989893846402224","2.1424656235088","2.1424656235088","2.1424656235088","2.2113042825940012","2.2113042825940012","2.2113042825940012","2.1239238400892777","2.1239238400892777","2.1239238400892777","2.2117842760853383","2.2117842760853383","2.2117842760853383","2.1221465483578767","2.1221465483578767","2.1221465483578767","2.21011570733169","2.21011570733169","2.21011570733169","2.111024000861428","2.111024000861428","2.111024000861428","2.2204562670609045","2.2204562670609045","2.2204562670609045","2.3176911050623112","2.3176911050623112","2.3176911050623112","2.341761283874512","2.341761283874512","2.341761283874512","2.172848248048262","2.172848248048262","2.172848248048262","2.2625499776862132","2.2625499776862132","2.2625499776862132"
"13","2.132197124307806","2.132197124307806","2.132197124307806","2.18758587026048","2.18758587026048","2.18758587026048","2.145190645564686","2.145190645564686","2.145190645564686","2.199838463465373","2.199838463465373","2.199838463465373","2.1067782818187366","2.1067782818187366","2.1067782818187366","2.208597055084404","2.208597055084404","2.208597055084404","2.144311524304477","2.144311524304477","2.144311524304477","2.198062757075518","2.198062757075518","2.198062757075518","2.1239246593822134","2.1239246593822134","2.1239246593822134","2.20921010116051","2.20921010116051","2.20921010116051","2.3187270780043168","2.3187270780043168","2.3187270780043168","2.3419525168407924","2.3419525168407924","2.3419525168407924","2.1575647501512005","2.1575647501512005","2.1575647501512005","2.246933292630075","2.246933292630075","2.246933292630075"
"14","2.1453171773390336","2.1453171773390336","2.1453171773390336","2.2048681748050383","2.2048681748050383","2.2048681748050383","2.1405020219629463","2.1405020219629463","2.1405020219629463","2.204879706262172","2.204879706262172","2.204879706262172","2.116597316048362","2.116597316048362","2.116597316048362","2.198670426401599","2.198670426401599","2.198670426401599","2.120498059012673","2.120498059012673","2.120498059012673","2.2215453188446745","2.2215453188446745","2.2215453188446745","2.1179087075320155","2.1179087075320155","2.1179087075320155","2.214424506878031","2.214424506878031","2.214424506878031","2.315668408653953","2.315668408653953","2.315668408653953","2.346865505459665","2.346865505459665","2.346865505459665","2.172070257013494","2.172070257013494","2.172070257013494","2.2400246791181893","2.2400246791181893","2.2400246791181893"
"15","2.1110686683654785","2.1110686683654785","2.1110686683654785","2.1933863363594845","2.1933863363594845","2.1933863363594845","2.120892572402954","2.120892572402954","2.120892572402954","2.197145217369343","2.197145217369343","2.197145217369343","2.1279239325089887","2.1279239325089887","2.1279239325089887","2.2072012945153245","2.2072012945153245","2.2072012945153245","2.1193344168229538","2.1193344168229538","2.1193344168229538","2.2305088588013047","2.2305088588013047","2.2305088588013047","2.1293894507668236","2.1293894507668236","2.1293894507668236","2.2150605875870277","2.2150605875870277","2.2150605875870277","2.3101956350153143","2.3101956350153143","2.3101956350153143","2.3336993056330186","2.3336993056330186","2.3336993056330186","2.158865530707619","2.158865530707619","2.158865530707619","2.2456937607951546","2.2456937607951546","2.2456937607951546"
"16","2.0993352885679766","2.0993352885679766","2.0993352885679766","2.1985613358157803","2.1985613358157803","2.1985613358157803","2.115803995999423","2.115803995999423","2.115803995999423","2.201576388896197","2.201576388896197","2.201576388896197","2.1006667388569227","2.1006667388569227","2.1006667388569227","2.193894553787407","2.193894553787407","2.193894553787407","2.1164318067377264","2.1164318067377264","2.1164318067377264","2.2114919423508916","2.2114919423508916","2.2114919423508916","2.1451256023753773","2.1451256023753773","2.1451256023753773","2.2072595645641457","2.2072595645641457","2.2072595645641457","2.311307785727761","2.311307785727761","2.311307785727761","2.336780908189971","2.336780908189971","2.336780908189971","2.143881964250044","2.143881964250044","2.143881964250044","2.232264540003634","2.232264540003634","2.232264540003634"
"17","2.122041132666848","2.122041132666848","2.122041132666848","2.1979082014368867","2.1979082014368867","2.1979082014368867","2.154690547422929","2.154690547422929","2.154690547422929","2.1949247033568633","2.1949247033568633","2.1949247033568633","2.119076991514726","2.119076991514726","2.119076991514726","2.197739974931739","2.197739974931739","2.197739974931739","2.1131138081984084","2.1131138081984084","2.1131138081984084","2.2034874775765956","2.2034874775765956","2.2034874775765956","2.113421623923562","2.113421623923562","2.113421623923562","2.2140227265193544","2.2140227265193544","2.2140227265193544","2.30894194169478","2.30894194169478","2.30894194169478","2.335962518494705","2.335962518494705","2.335962518494705","2.184453825517134","2.184453825517134","2.184453825517134","2.23893429394426","2.23893429394426","2.23893429394426"
"18","2.119524607224898","2.119524607224898","2.119524607224898","2.1844787437614355","2.1844787437614355","2.1844787437614355","2.096060741597956","2.096060741597956","2.096060741597956","2.1876489493490636","2.1876489493490636","2.1876489493490636","2.120813046368686","2.120813046368686","2.120813046368686","2.1935419035505976","2.1935419035505976","2.1935419035505976","2.1267820939150726","2.1267820939150726","2.1267820939150726","2.196990793929703","2.196990793929703","2.196990793929703","2.1131099770285866","2.1131099770285866","2.1131099770285866","2.201894371427339","2.201894371427339","2.201894371427339","2.3036504728143865","2.3036504728143865","2.3036504728143865","2.331442631688611","2.331442631688611","2.331442631688611","2.165455075177279","2.165455075177279","2.165455075177279","2.2416560942551187","2.2416560942551187","2.2416560942551187"
"19","2.1100504849173807","2.1100504849173807","2.1100504849173807","2.186860980658696","2.186860980658696","2.186860980658696","2.122082648710771","2.122082648710771","2.122082648710771","2.197551147526708","2.197551147526708","2.197551147526708","2.1307471483403986","2.1307471483403986","2.1307471483403986","2.199877578033798","2.199877578033798","2.199877578033798","2.111471675526012","2.111471675526012","2.111471675526012","2.1936703650156657","2.1936703650156657","2.1936703650156657","2.1026364716616546","2.1026364716616546","2.1026364716616546","2.207990267523404","2.207990267523404","2.207990267523404","2.303943840373646","2.303943840373646","2.303943840373646","2.326072083944562","2.326072083944562","2.326072083944562","2.1480808145349677","2.1480808145349677","2.1480808145349677","2.2441002074055287","2.2441002074055287","2.2441002074055287"
"20","2.115694020878185","2.115694020878185","2.115694020878185","2.1695178809111146","2.1695178809111146","2.1695178809111146","2.093550955165516","2.093550955165516","2.093550955165516","2.184377926245503","2.184377926245503","2.184377926245503","2.104790749983354","2.104790749983354","2.104790749983354","2.1953018853856228","2.1953018853856228","2.1953018853856228","2.0948682594299317","2.0948682594299317","2.0948682594299317","2.199333898829318","2.199333898829318","2.199333898829318","2.109477917931297","2.109477917931297","2.109477917931297","2.206009092221315","2.206009092221315","2.206009092221315","2.297812037901445","2.297812037901445","2.297812037901445","2.328050050516238","2.328050050516238","2.328050050516238","2.1383110055056487","2.1383110055056487","2.1383110055056487","2.232020317055713","2.232020317055713","2.232020317055713"
"21","2.1002436039664527","2.1002436039664527","2.1002436039664527","2.1723677067372993","2.1723677067372993","2.1723677067372993","2.1061668690768154","2.1061668690768154","2.1061668690768154","2.175801984304669","2.175801984304669","2.175801984304669","2.1028151741894807","2.1028151741894807","2.1028151741894807","2.185258630336016","2.185258630336016","2.185258630336016","2.094564181241122","2.094564181241122","2.094564181241122","2.1890769232826672","2.1890769232826672","2.1890769232826672","2.104957042173906","2.104957042173906","2.104957042173906","2.199096720136445","2.199096720136445","2.199096720136445","2.2953506790507925","2.2953506790507925","2.2953506790507925","2.3267825038953758","2.3267825038953758","2.3267825038953758","2.159410907571966","2.159410907571966","2.159410907571966","2.2349660653081433","2.2349660653081433","2.2349660653081433"
"22","2.098473019166426","2.098473019166426","2.098473019166426","2.175586892051258","2.175586892051258","2.175586892051258","2.1535844551433216","2.1535844551433216","2.1535844551433216","2.1897266725562083","2.1897266725562083","2.1897266725562083","2.0949294809861616","2.0949294809861616","2.0949294809861616","2.18141808685215","2.18141808685215","2.18141808685215","2.147929003455422","2.147929003455422","2.147929003455422","2.184883607228597","2.184883607228597","2.184883607228597","2.1084719120372424","2.1084719120372424","2.1084719120372424","2.1934408048651686","2.1934408048651686","2.1934408048651686","2.2954439440640537","2.2954439440640537","2.2954439440640537","2.3277908540046077","2.3277908540046077","2.3277908540046077","2.133763890699907","2.133763890699907","2.133763890699907","2.2199988567966153","2.2199988567966153","2.2199988567966153"
"23","2.1073668575286866","2.1073668575286866","2.1073668575286866","2.16326247215271","2.16326247215271","2.16326247215271","2.0956263247403233","2.0956263247403233","2.0956263247403233","2.1809609892176485","2.1809609892176485","2.1809609892176485","2.089483416297219","2.089483416297219","2.089483416297219","2.17904435102967","2.17904435102967","2.17904435102967","2.1237834522940897","2.1237834522940897","2.1237834522940897","2.1833356081206223","2.1833356081206223","2.1833356081206223","2.121054038134488","2.121054038134488","2.121054038134488","2.1942331818328507","2.1942331818328507","2.1942331818328507","2.298349537415938","2.298349537415938","2.298349537415938","2.324260910845351","2.324260910845351","2.324260910845351","2.14078876842152","2.14078876842152","2.14078876842152","2.227985737460783","2.227985737460783","2.227985737460783"
"24","2.1127174854278565","2.1127174854278565","2.1127174854278565","2.1635872846362236","2.1635872846362236","2.1635872846362236","2.0993313147804953","2.0993313147804953","2.0993313147804953","2.168774584079611","2.168774584079611","2.168774584079611","2.102782730622725","2.102782730622725","2.102782730622725","2.1732813174149084","2.1732813174149084","2.1732813174149084","2.096175203323364","2.096175203323364","2.096175203323364","2.186948096943998","2.186948096943998","2.186948096943998","2.0991943151300605","2.0991943151300605","2.0991943151300605","2.194318596631631","2.194318596631631","2.194318596631631","2.2912859465859152","2.2912859465859152","2.2912859465859152","2.3215005545780576","2.3215005545780576","2.3215005545780576","2.1374962355873803","2.1374962355873803","2.1374962355873803","2.21613324176306","2.21613324176306","2.21613324176306"
"25","2.091626294742931","2.091626294742931","2.091626294742931","2.1656539228592795","2.1656539228592795","2.1656539228592795","2.101397654359991","2.101397654359991","2.101397654359991","2.1750774312293393","2.1750774312293393","2.1750774312293393","2.109147199283947","2.109147199283947","2.109147199283947","2.180233152542991","2.180233152542991","2.180233152542991","2.1148778611963444","2.1148778611963444","2.1148778611963444","2.1906385700181983","2.1906385700181983","2.1906385700181983","2.099668317274614","2.099668317274614","2.099668317274614","2.1984312411560407","2.1984312411560407","2.1984312411560407","2.2880570194937966","2.2880570194937966","2.2880570194937966","2.318201054869027","2.318201054869027","2.318201054869027","2.1233271928267046","2.1233271928267046","2.1233271928267046","2.2246990565595954","2.2246990565595954","2.2246990565595954"
"26","2.0846513722159647","2.0846513722159647","2.0846513722159647","2.1695343954809783","2.1695343954809783","2.1695343954809783","2.12669414953752","2.12669414953752","2.12669414953752","2.1711959317086755","2.1711959317086755","2.1711959317086755","2.105197912129489","2.105197912129489","2.105197912129489","2.1864315453891097","2.1864315453891097","2.1864315453891097","2.099456971775402","2.099456971775402","2.099456971775402","2.191370253617736","2.191370253617736","2.191370253617736","2.1029806249791925","2.1029806249791925","2.1029806249791925","2.2013536363360524","2.2013536363360524","2.2013536363360524","2.294945602416992","2.294945602416992","2.294945602416992","2.3181608969589758","2.3181608969589758","2.3181608969589758","2.140078644319014","2.140078644319014","2.140078644319014","2.2227175914282085","2.2227175914282085","2.2227175914282085"
"27","2.0981765946474944","2.0981765946474944","2.0981765946474944","2.156049648811077","2.156049648811077","2.156049648811077","2.083706154389815","2.083706154389815","2.083706154389815","2.170414887022698","2.170414887022698","2.170414887022698","2.095666252483021","2.095666252483021","2.095666252483021","2.179553499989126","2.179553499989126","2.179553499989126","2.1016706050526013","2.1016706050526013","2.1016706050526013","2.183676764170329","2.183676764170329","2.183676764170329","2.104105403206565","2.104105403206565","2.104105403206565","2.1931541278444486","2.1931541278444486","2.1931541278444486","2.2968588109449906","2.2968588109449906","2.2968588109449906","2.3158060008081898","2.3158060008081898","2.3158060008081898","2.1379453199559992","2.1379453199559992","2.1379453199559992","2.218538854313993","2.218538854313993","2.218538854313993"
"28","2.103960084915161","2.103960084915161","2.103960084915161","2.154232591102863","2.154232591102863","2.154232591102863","2.106769612052224","2.106769612052224","2.106769612052224","2.1684102050737404","2.1684102050737404","2.1684102050737404","2.110554507862438","2.110554507862438","2.110554507862438","2.180115140717605","2.180115140717605","2.180115140717605","2.1197813857685435","2.1197813857685435","2.1197813857685435","2.1864068543225867","2.1864068543225867","2.1864068543225867","2.105417753566395","2.105417753566395","2.105417753566395","2.1911877056647993","2.1911877056647993","2.1911877056647993","2.28557259906422","2.28557259906422","2.28557259906422","2.3195977196748228","2.3195977196748228","2.3195977196748228","2.123996005491777","2.123996005491777","2.123996005491777","2.22605559546372","2.22605559546372","2.22605559546372"
"29","2.0956160831451416","2.0956160831451416","2.0956160831451416","2.154427453950904","2.154427453950904","2.154427453950904","2.118651351928711","2.118651351928711","2.118651351928711","2.1597397580640068","2.1597397580640068","2.1597397580640068","2.0933840708299116","2.0933840708299116","2.0933840708299116","2.176859707229439","2.176859707229439","2.176859707229439","2.099527059468356","2.099527059468356","2.099527059468356","2.1910102591021308","2.1910102591021308","2.1910102591021308","2.114956837567416","2.114956837567416","2.114956837567416","2.1960607954003346","2.1960607954003346","2.1960607954003346","2.282788859280673","2.282788859280673","2.282788859280673","2.315840768923705","2.315840768923705","2.315840768923705","2.12497427593578","2.12497427593578","2.12497427593578","2.220328485116191","2.220328485116191","2.220328485116191"
"30","2.0948969702287155","2.0948969702287155","2.0948969702287155","2.147255988066224","2.147255988066224","2.147255988066224","2.1029034918004816","2.1029034918004816","2.1029034918004816","2.162972199122111","2.162972199122111","2.162972199122111","2.098604562932795","2.098604562932795","2.098604562932795","2.1692219324221558","2.1692219324221558","2.1692219324221558","2.0961492399735886","2.0961492399735886","2.0961492399735886","2.179597147031762","2.179597147031762","2.179597147031762","2.1186033448306","2.1186033448306","2.1186033448306","2.196131654498221","2.196131654498221","2.196131654498221","2.284418211850253","2.284418211850253","2.284418211850253","2.3121759254630954","2.3121759254630954","2.3121759254630954","2.1721648571707988","2.1721648571707988","2.1721648571707988","2.2163511986568056","2.2163511986568056","2.2163511986568056"
"31","2.0632733700492167","2.0632733700492167","2.0632733700492167","2.140422518719202","2.140422518719202","2.140422518719202","2.098728370666504","2.098728370666504","2.098728370666504","2.169633694243157","2.169633694243157","2.169633694243157","2.107422874624079","2.107422874624079","2.107422874624079","2.1686809930034068","2.1686809930034068","2.1686809930034068","2.085937298861417","2.085937298861417","2.085937298861417","2.177507996613952","2.177507996613952","2.177507996613952","2.117345284548673","2.117345284548673","2.117345284548673","2.1960057622536846","2.1960057622536846","2.1960057622536846","2.281868690143932","2.281868690143932","2.281868690143932","2.315520517086161","2.315520517086161","2.315520517086161","2.153321448239413","2.153321448239413","2.153321448239413","2.2196071588582007","2.2196071588582007","2.2196071588582007"
"32","2.1040142674879596","2.1040142674879596","2.1040142674879596","2.144963592331985","2.144963592331985","2.144963592331985","2.0992987355318937","2.0992987355318937","2.0992987355318937","2.165557924467942","2.165557924467942","2.165557924467942","2.092249660491943","2.092249660491943","2.092249660491943","2.1734542950816538","2.1734542950816538","2.1734542950816538","2.1057823380556973","2.1057823380556973","2.1057823380556973","2.1798512160641024","2.1798512160641024","2.1798512160641024","2.111732729998502","2.111732729998502","2.111732729998502","2.195078027659449","2.195078027659449","2.195078027659449","2.279759501543912","2.279759501543912","2.279759501543912","2.310207676942321","2.310207676942321","2.310207676942321","2.147813379981301","2.147813379981301","2.147813379981301","2.2199648734344835","2.2199648734344835","2.2199648734344835"
"33","2.087342778119174","2.087342778119174","2.087342778119174","2.1409940510234615","2.1409940510234615","2.1409940510234615","2.08827938079834","2.08827938079834","2.08827938079834","2.1494571966412424","2.1494571966412424","2.1494571966412424","2.088928185376254","2.088928185376254","2.088928185376254","2.1684129467229734","2.1684129467229734","2.1684129467229734","2.110858040722934","2.110858040722934","2.110858040722934","2.1755838650670545","2.1755838650670545","2.1755838650670545","2.111393371928822","2.111393371928822","2.111393371928822","2.191656357556924","2.191656357556924","2.191656357556924","2.2812410779432817","2.2812410779432817","2.2812410779432817","2.3117319652951998","2.3117319652951998","2.3117319652951998","2.1291638495705345","2.1291638495705345","2.1291638495705345","2.223253093368706","2.223253093368706","2.223253093368706"
