"Step","LastLayerWidth: patch=32 non-overlap merge=mean last_w=2048 d=2 - test_accuracy","LastLayerWidth: patch=32 non-overlap merge=mean last_w=2048 d=2 - test_accuracy__MIN","LastLayerWidth: patch=32 non-overlap merge=mean last_w=2048 d=2 - test_accuracy__MAX","LastLayerWidth: patch=32 non-overlap merge=mean last_w=2048 d=2 - train_accuracy","LastLayerWidth: patch=32 non-overlap merge=mean last_w=2048 d=2 - train_accuracy__MIN","LastLayerWidth: patch=32 non-overlap merge=mean last_w=2048 d=2 - train_accuracy__MAX","LastLayerWidth: patch=32 non-overlap merge=mean last_w=64 d=2 - test_accuracy","LastLayerWidth: patch=32 non-overlap merge=mean last_w=64 d=2 - test_accuracy__MIN","LastLayerWidth: patch=32 non-overlap merge=mean last_w=64 d=2 - test_accuracy__MAX","LastLayerWidth: patch=32 non-overlap merge=mean last_w=64 d=2 - train_accuracy","LastLayerWidth: patch=32 non-overlap merge=mean last_w=64 d=2 - train_accuracy__MIN","LastLayerWidth: patch=32 non-overlap merge=mean last_w=64 d=2 - train_accuracy__MAX","LastLayerWidth: patch=32 non-overlap merge=mean last_w=256 d=2 - test_accuracy","LastLayerWidth: patch=32 non-overlap merge=mean last_w=256 d=2 - test_accuracy__MIN","LastLayerWidth: patch=32 non-overlap merge=mean last_w=256 d=2 - test_accuracy__MAX","LastLayerWidth: patch=32 non-overlap merge=mean last_w=256 d=2 - train_accuracy","LastLayerWidth: patch=32 non-overlap merge=mean last_w=256 d=2 - train_accuracy__MIN","LastLayerWidth: patch=32 non-overlap merge=mean last_w=256 d=2 - train_accuracy__MAX","LastLayerWidth: patch=32 non-overlap merge=mean last_w=1024 d=2 - test_accuracy","LastLayerWidth: patch=32 non-overlap merge=mean last_w=1024 d=2 - test_accuracy__MIN","LastLayerWidth: patch=32 non-overlap merge=mean last_w=1024 d=2 - test_accuracy__MAX","LastLayerWidth: patch=32 non-overlap merge=mean last_w=1024 d=2 - train_accuracy","LastLayerWidth: patch=32 non-overlap merge=mean last_w=1024 d=2 - train_accuracy__MIN","LastLayerWidth: patch=32 non-overlap merge=mean last_w=1024 d=2 - train_accuracy__MAX","LastLayerWidth: patch=32 non-overlap merge=mean last_w=32 d=2 - test_accuracy","LastLayerWidth: patch=32 non-overlap merge=mean last_w=32 d=2 - test_accuracy__MIN","LastLayerWidth: patch=32 non-overlap merge=mean last_w=32 d=2 - test_accuracy__MAX","LastLayerWidth: patch=32 non-overlap merge=mean last_w=32 d=2 - train_accuracy","LastLayerWidth: patch=32 non-overlap merge=mean last_w=32 d=2 - train_accuracy__MIN","LastLayerWidth: patch=32 non-overlap merge=mean last_w=32 d=2 - train_accuracy__MAX","LastLayerWidth: patch=32 non-overlap merge=mean last_w=128 d=2 - test_accuracy","LastLayerWidth: patch=32 non-overlap merge=mean last_w=128 d=2 - test_accuracy__MIN","LastLayerWidth: patch=32 non-overlap merge=mean last_w=128 d=2 - test_accuracy__MAX","LastLayerWidth: patch=32 non-overlap merge=mean last_w=128 d=2 - train_accuracy","LastLayerWidth: patch=32 non-overlap merge=mean last_w=128 d=2 - train_accuracy__MIN","LastLayerWidth: patch=32 non-overlap merge=mean last_w=128 d=2 - train_accuracy__MAX","LastLayerWidth: patch=32 non-overlap merge=mean last_w=512 d=2 - test_accuracy","LastLayerWidth: patch=32 non-overlap merge=mean last_w=512 d=2 - test_accuracy__MIN","LastLayerWidth: patch=32 non-overlap merge=mean last_w=512 d=2 - test_accuracy__MAX","LastLayerWidth: patch=32 non-overlap merge=mean last_w=512 d=2 - train_accuracy","LastLayerWidth: patch=32 non-overlap merge=mean last_w=512 d=2 - train_accuracy__MIN","LastLayerWidth: patch=32 non-overlap merge=mean last_w=512 d=2 - train_accuracy__MAX"
"73","0.2909090909090909","0.2909090909090909","0.2909090909090909","0.25850574712643676","0.25850574712643676","0.25850574712643676","0.25181818181818183","0.25181818181818183","0.25181818181818183","0.23195402298850576","0.23195402298850576","0.23195402298850576","0.26","0.26","0.26","0.2381609195402299","0.2381609195402299","0.2381609195402299","0.2777272727272727","0.2777272727272727","0.2777272727272727","0.24206896551724139","0.24206896551724139","0.24206896551724139","0.2559090909090909","0.2559090909090909","0.2559090909090909","0.22517241379310346","0.22517241379310346","0.22517241379310346","0.255","0.255","0.255","0.22379310344827585","0.22379310344827585","0.22379310344827585","0.2718181818181818","0.2718181818181818","0.2718181818181818","0.24333333333333335","0.24333333333333335","0.24333333333333335"
"74","0.2790909090909091","0.2790909090909091","0.2790909090909091","0.25551724137931037","0.25551724137931037","0.25551724137931037","0.26136363636363635","0.26136363636363635","0.26136363636363635","0.23045977011494254","0.23045977011494254","0.23045977011494254","0.26","0.26","0.26","0.2403448275862069","0.2403448275862069","0.2403448275862069","0.28136363636363637","0.28136363636363637","0.28136363636363637","0.24804597701149425","0.24804597701149425","0.24804597701149425","0.25181818181818183","0.25181818181818183","0.25181818181818183","0.22551724137931034","0.22551724137931034","0.22551724137931034","0.25272727272727274","0.25272727272727274","0.25272727272727274","0.22942528735632184","0.22942528735632184","0.22942528735632184","0.2690909090909091","0.2690909090909091","0.2690909090909091","0.24517241379310345","0.24517241379310345","0.24517241379310345"
"75","0.2781818181818182","0.2781818181818182","0.2781818181818182","0.2596551724137931","0.2596551724137931","0.2596551724137931","0.25772727272727275","0.25772727272727275","0.25772727272727275","0.23448275862068965","0.23448275862068965","0.23448275862068965","0.26","0.26","0.26","0.24045977011494252","0.24045977011494252","0.24045977011494252","0.2772727272727273","0.2772727272727273","0.2772727272727273","0.2540229885057471","0.2540229885057471","0.2540229885057471","0.25136363636363634","0.25136363636363634","0.25136363636363634","0.22436781609195403","0.22436781609195403","0.22436781609195403","0.2586363636363636","0.2586363636363636","0.2586363636363636","0.23586206896551723","0.23586206896551723","0.23586206896551723","0.2718181818181818","0.2718181818181818","0.2718181818181818","0.2442528735632184","0.2442528735632184","0.2442528735632184"
"76","0.2877272727272727","0.2877272727272727","0.2877272727272727","0.2593103448275862","0.2593103448275862","0.2593103448275862","0.2640909090909091","0.2640909090909091","0.2640909090909091","0.2267816091954023","0.2267816091954023","0.2267816091954023","0.2631818181818182","0.2631818181818182","0.2631818181818182","0.24114942528735633","0.24114942528735633","0.24114942528735633","0.2790909090909091","0.2790909090909091","0.2790909090909091","0.25862068965517243","0.25862068965517243","0.25862068965517243","0.24909090909090909","0.24909090909090909","0.24909090909090909","0.2228735632183908","0.2228735632183908","0.2228735632183908","0.25636363636363635","0.25636363636363635","0.25636363636363635","0.23241379310344829","0.23241379310344829","0.23241379310344829","0.2672727272727273","0.2672727272727273","0.2672727272727273","0.24413793103448275","0.24413793103448275","0.24413793103448275"
"77","0.28","0.28","0.28","0.2598850574712644","0.2598850574712644","0.2598850574712644","0.25545454545454543","0.25545454545454543","0.25545454545454543","0.23517241379310344","0.23517241379310344","0.23517241379310344","0.27090909090909093","0.27090909090909093","0.27090909090909093","0.24528735632183907","0.24528735632183907","0.24528735632183907","0.28545454545454546","0.28545454545454546","0.28545454545454546","0.24586206896551724","0.24586206896551724","0.24586206896551724","0.24545454545454545","0.24545454545454545","0.24545454545454545","0.22632183908045977","0.22632183908045977","0.22632183908045977","0.2609090909090909","0.2609090909090909","0.2609090909090909","0.23494252873563218","0.23494252873563218","0.23494252873563218","0.26590909090909093","0.26590909090909093","0.26590909090909093","0.2482758620689655","0.2482758620689655","0.2482758620689655"
"78","0.2922727272727273","0.2922727272727273","0.2922727272727273","0.2596551724137931","0.2596551724137931","0.2596551724137931","0.25636363636363635","0.25636363636363635","0.25636363636363635","0.2271264367816092","0.2271264367816092","0.2271264367816092","0.2672727272727273","0.2672727272727273","0.2672727272727273","0.24206896551724139","0.24206896551724139","0.24206896551724139","0.2690909090909091","0.2690909090909091","0.2690909090909091","0.2552873563218391","0.2552873563218391","0.2552873563218391","0.25545454545454543","0.25545454545454543","0.25545454545454543","0.22149425287356322","0.22149425287356322","0.22149425287356322","0.2677272727272727","0.2677272727272727","0.2677272727272727","0.24091954022988507","0.24091954022988507","0.24091954022988507","0.2790909090909091","0.2790909090909091","0.2790909090909091","0.24988505747126435","0.24988505747126435","0.24988505747126435"
"79","0.28454545454545455","0.28454545454545455","0.28454545454545455","0.26632183908045975","0.26632183908045975","0.26632183908045975","0.24227272727272728","0.24227272727272728","0.24227272727272728","0.22988505747126436","0.22988505747126436","0.22988505747126436","0.2595454545454545","0.2595454545454545","0.2595454545454545","0.24068965517241378","0.24068965517241378","0.24068965517241378","0.29363636363636364","0.29363636363636364","0.29363636363636364","0.252183908045977","0.252183908045977","0.252183908045977","0.2640909090909091","0.2640909090909091","0.2640909090909091","0.2274712643678161","0.2274712643678161","0.2274712643678161","0.265","0.265","0.265","0.23632183908045978","0.23632183908045978","0.23632183908045978","0.2686363636363636","0.2686363636363636","0.2686363636363636","0.25057471264367814","0.25057471264367814","0.25057471264367814"
"80","0.28545454545454546","0.28545454545454546","0.28545454545454546","0.2642528735632184","0.2642528735632184","0.2642528735632184","0.25","0.25","0.25","0.23494252873563218","0.23494252873563218","0.23494252873563218","0.27045454545454545","0.27045454545454545","0.27045454545454545","0.24747126436781608","0.24747126436781608","0.24747126436781608","0.2872727272727273","0.2872727272727273","0.2872727272727273","0.2603448275862069","0.2603448275862069","0.2603448275862069","0.25227272727272726","0.25227272727272726","0.25227272727272726","0.22436781609195403","0.22436781609195403","0.22436781609195403","0.26954545454545453","0.26954545454545453","0.26954545454545453","0.24160919540229886","0.24160919540229886","0.24160919540229886","0.2677272727272727","0.2677272727272727","0.2677272727272727","0.24885057471264369","0.24885057471264369","0.24885057471264369"
"81","0.29409090909090907","0.29409090909090907","0.29409090909090907","0.2640229885057471","0.2640229885057471","0.2640229885057471","0.26227272727272727","0.26227272727272727","0.26227272727272727","0.22735632183908047","0.22735632183908047","0.22735632183908047","0.2586363636363636","0.2586363636363636","0.2586363636363636","0.24770114942528734","0.24770114942528734","0.24770114942528734","0.2840909090909091","0.2840909090909091","0.2840909090909091","0.26126436781609197","0.26126436781609197","0.26126436781609197","0.2540909090909091","0.2540909090909091","0.2540909090909091","0.22298850574712645","0.22298850574712645","0.22298850574712645","0.2609090909090909","0.2609090909090909","0.2609090909090909","0.2374712643678161","0.2374712643678161","0.2374712643678161","0.26","0.26","0.26","0.25735632183908047","0.25735632183908047","0.25735632183908047"
"82","0.29409090909090907","0.29409090909090907","0.29409090909090907","0.2657471264367816","0.2657471264367816","0.2657471264367816","0.25772727272727275","0.25772727272727275","0.25772727272727275","0.2403448275862069","0.2403448275862069","0.2403448275862069","0.2731818181818182","0.2731818181818182","0.2731818181818182","0.24344827586206896","0.24344827586206896","0.24344827586206896","0.29045454545454547","0.29045454545454547","0.29045454545454547","0.2537931034482759","0.2537931034482759","0.2537931034482759","0.255","0.255","0.255","0.2264367816091954","0.2264367816091954","0.2264367816091954","0.26136363636363635","0.26136363636363635","0.26136363636363635","0.2332183908045977","0.2332183908045977","0.2332183908045977","0.26590909090909093","0.26590909090909093","0.26590909090909093","0.25517241379310346","0.25517241379310346","0.25517241379310346"
"83","0.3018181818181818","0.3018181818181818","0.3018181818181818","0.2718390804597701","0.2718390804597701","0.2718390804597701","0.26590909090909093","0.26590909090909093","0.26590909090909093","0.23126436781609194","0.23126436781609194","0.23126436781609194","0.2740909090909091","0.2740909090909091","0.2740909090909091","0.24689655172413794","0.24689655172413794","0.24689655172413794","0.27954545454545454","0.27954545454545454","0.27954545454545454","0.26620689655172414","0.26620689655172414","0.26620689655172414","0.2509090909090909","0.2509090909090909","0.2509090909090909","0.23402298850574713","0.23402298850574713","0.23402298850574713","0.2640909090909091","0.2640909090909091","0.2640909090909091","0.24367816091954023","0.24367816091954023","0.24367816091954023","0.2818181818181818","0.2818181818181818","0.2818181818181818","0.25333333333333335","0.25333333333333335","0.25333333333333335"
"84","0.29863636363636364","0.29863636363636364","0.29863636363636364","0.2674712643678161","0.2674712643678161","0.2674712643678161","0.2609090909090909","0.2609090909090909","0.2609090909090909","0.22793103448275862","0.22793103448275862","0.22793103448275862","0.26954545454545453","0.26954545454545453","0.26954545454545453","0.24195402298850574","0.24195402298850574","0.24195402298850574","0.275","0.275","0.275","0.25632183908045975","0.25632183908045975","0.25632183908045975","0.2631818181818182","0.2631818181818182","0.2631818181818182","0.22402298850574712","0.22402298850574712","0.22402298850574712","0.24772727272727274","0.24772727272727274","0.24772727272727274","0.24149425287356321","0.24149425287356321","0.24149425287356321","0.27090909090909093","0.27090909090909093","0.27090909090909093","0.2535632183908046","0.2535632183908046","0.2535632183908046"
"85","0.28","0.28","0.28","0.27091954022988507","0.27091954022988507","0.27091954022988507","0.26454545454545453","0.26454545454545453","0.26454545454545453","0.23206896551724138","0.23206896551724138","0.23206896551724138","0.27545454545454545","0.27545454545454545","0.27545454545454545","0.2454022988505747","0.2454022988505747","0.2454022988505747","0.2913636363636364","0.2913636363636364","0.2913636363636364","0.25689655172413794","0.25689655172413794","0.25689655172413794","0.26636363636363636","0.26636363636363636","0.26636363636363636","0.22597701149425287","0.22597701149425287","0.22597701149425287","0.26045454545454544","0.26045454545454544","0.26045454545454544","0.24","0.24","0.24","0.26545454545454544","0.26545454545454544","0.26545454545454544","0.2517241379310345","0.2517241379310345","0.2517241379310345"
"86","0.2913636363636364","0.2913636363636364","0.2913636363636364","0.2655172413793103","0.2655172413793103","0.2655172413793103","0.2609090909090909","0.2609090909090909","0.2609090909090909","0.23229885057471264","0.23229885057471264","0.23229885057471264","0.27045454545454545","0.27045454545454545","0.27045454545454545","0.24919540229885057","0.24919540229885057","0.24919540229885057","0.2859090909090909","0.2859090909090909","0.2859090909090909","0.25724137931034485","0.25724137931034485","0.25724137931034485","0.26454545454545453","0.26454545454545453","0.26454545454545453","0.22701149425287356","0.22701149425287356","0.22701149425287356","0.255","0.255","0.255","0.2386206896551724","0.2386206896551724","0.2386206896551724","0.27","0.27","0.27","0.2524137931034483","0.2524137931034483","0.2524137931034483"
"87","0.2913636363636364","0.2913636363636364","0.2913636363636364","0.27011494252873564","0.27011494252873564","0.27011494252873564","0.2590909090909091","0.2590909090909091","0.2590909090909091","0.22908045977011493","0.22908045977011493","0.22908045977011493","0.255","0.255","0.255","0.24942528735632183","0.24942528735632183","0.24942528735632183","0.2863636363636364","0.2863636363636364","0.2863636363636364","0.25908045977011496","0.25908045977011496","0.25908045977011496","0.25045454545454543","0.25045454545454543","0.25045454545454543","0.23206896551724138","0.23206896551724138","0.23206896551724138","0.2431818181818182","0.2431818181818182","0.2431818181818182","0.23804597701149424","0.23804597701149424","0.23804597701149424","0.275","0.275","0.275","0.254367816091954","0.254367816091954","0.254367816091954"
"88","0.2922727272727273","0.2922727272727273","0.2922727272727273","0.27448275862068966","0.27448275862068966","0.27448275862068966","0.2609090909090909","0.2609090909090909","0.2609090909090909","0.23620689655172414","0.23620689655172414","0.23620689655172414","0.2722727272727273","0.2722727272727273","0.2722727272727273","0.2481609195402299","0.2481609195402299","0.2481609195402299","0.29545454545454547","0.29545454545454547","0.29545454545454547","0.26436781609195403","0.26436781609195403","0.26436781609195403","0.2581818181818182","0.2581818181818182","0.2581818181818182","0.2264367816091954","0.2264367816091954","0.2264367816091954","0.25772727272727275","0.25772727272727275","0.25772727272727275","0.2354022988505747","0.2354022988505747","0.2354022988505747","0.2636363636363636","0.2636363636363636","0.2636363636363636","0.25275862068965516","0.25275862068965516","0.25275862068965516"
"89","0.275","0.275","0.275","0.2735632183908046","0.2735632183908046","0.2735632183908046","0.25545454545454543","0.25545454545454543","0.25545454545454543","0.23448275862068965","0.23448275862068965","0.23448275862068965","0.2786363636363636","0.2786363636363636","0.2786363636363636","0.25114942528735634","0.25114942528735634","0.25114942528735634","0.28363636363636363","0.28363636363636363","0.28363636363636363","0.2557471264367816","0.2557471264367816","0.2557471264367816","0.25272727272727274","0.25272727272727274","0.25272727272727274","0.22517241379310346","0.22517241379310346","0.22517241379310346","0.26681818181818184","0.26681818181818184","0.26681818181818184","0.2374712643678161","0.2374712643678161","0.2374712643678161","0.2777272727272727","0.2777272727272727","0.2777272727272727","0.2558620689655172","0.2558620689655172","0.2558620689655172"
"90","0.285","0.285","0.285","0.26597701149425285","0.26597701149425285","0.26597701149425285","0.2540909090909091","0.2540909090909091","0.2540909090909091","0.23413793103448277","0.23413793103448277","0.23413793103448277","0.27636363636363637","0.27636363636363637","0.27636363636363637","0.2520689655172414","0.2520689655172414","0.2520689655172414","0.2922727272727273","0.2922727272727273","0.2922727272727273","0.24873563218390804","0.24873563218390804","0.24873563218390804","0.25136363636363634","0.25136363636363634","0.25136363636363634","0.23103448275862068","0.23103448275862068","0.23103448275862068","0.25681818181818183","0.25681818181818183","0.25681818181818183","0.24701149425287355","0.24701149425287355","0.24701149425287355","0.2677272727272727","0.2677272727272727","0.2677272727272727","0.2552873563218391","0.2552873563218391","0.2552873563218391"
"91","0.2963636363636364","0.2963636363636364","0.2963636363636364","0.2728735632183908","0.2728735632183908","0.2728735632183908","0.26136363636363635","0.26136363636363635","0.26136363636363635","0.23310344827586207","0.23310344827586207","0.23310344827586207","0.26545454545454544","0.26545454545454544","0.26545454545454544","0.2460919540229885","0.2460919540229885","0.2460919540229885","0.27045454545454545","0.27045454545454545","0.27045454545454545","0.26620689655172414","0.26620689655172414","0.26620689655172414","0.24954545454545454","0.24954545454545454","0.24954545454545454","0.22632183908045977","0.22632183908045977","0.22632183908045977","0.2590909090909091","0.2590909090909091","0.2590909090909091","0.24229885057471265","0.24229885057471265","0.24229885057471265","0.2640909090909091","0.2640909090909091","0.2640909090909091","0.25494252873563217","0.25494252873563217","0.25494252873563217"
"92","0.3068181818181818","0.3068181818181818","0.3068181818181818","0.265632183908046","0.265632183908046","0.265632183908046","0.2677272727272727","0.2677272727272727","0.2677272727272727","0.23850574712643677","0.23850574712643677","0.23850574712643677","0.2840909090909091","0.2840909090909091","0.2840909090909091","0.24563218390804598","0.24563218390804598","0.24563218390804598","0.28909090909090907","0.28909090909090907","0.28909090909090907","0.2582758620689655","0.2582758620689655","0.2582758620689655","0.2581818181818182","0.2581818181818182","0.2581818181818182","0.23275862068965517","0.23275862068965517","0.23275862068965517","0.25772727272727275","0.25772727272727275","0.25772727272727275","0.24172413793103448","0.24172413793103448","0.24172413793103448","0.2790909090909091","0.2790909090909091","0.2790909090909091","0.2535632183908046","0.2535632183908046","0.2535632183908046"
"93","0.2827272727272727","0.2827272727272727","0.2827272727272727","0.2727586206896552","0.2727586206896552","0.2727586206896552","0.26636363636363636","0.26636363636363636","0.26636363636363636","0.2364367816091954","0.2364367816091954","0.2364367816091954","0.2768181818181818","0.2768181818181818","0.2768181818181818","0.2489655172413793","0.2489655172413793","0.2489655172413793","0.29363636363636364","0.29363636363636364","0.29363636363636364","0.26597701149425285","0.26597701149425285","0.26597701149425285","0.24818181818181817","0.24818181818181817","0.24818181818181817","0.22551724137931034","0.22551724137931034","0.22551724137931034","0.26","0.26","0.26","0.23977011494252873","0.23977011494252873","0.23977011494252873","0.275","0.275","0.275","0.2559770114942529","0.2559770114942529","0.2559770114942529"
"94","0.30272727272727273","0.30272727272727273","0.30272727272727273","0.2667816091954023","0.2667816091954023","0.2667816091954023","0.26181818181818184","0.26181818181818184","0.26181818181818184","0.23241379310344829","0.23241379310344829","0.23241379310344829","0.2827272727272727","0.2827272727272727","0.2827272727272727","0.2506896551724138","0.2506896551724138","0.2506896551724138","0.2922727272727273","0.2922727272727273","0.2922727272727273","0.2694252873563218","0.2694252873563218","0.2694252873563218","0.25","0.25","0.25","0.2271264367816092","0.2271264367816092","0.2271264367816092","0.26136363636363635","0.26136363636363635","0.26136363636363635","0.242183908045977","0.242183908045977","0.242183908045977","0.2759090909090909","0.2759090909090909","0.2759090909090909","0.2632183908045977","0.2632183908045977","0.2632183908045977"
"95","0.2968181818181818","0.2968181818181818","0.2968181818181818","0.27195402298850574","0.27195402298850574","0.27195402298850574","0.26636363636363636","0.26636363636363636","0.26636363636363636","0.2367816091954023","0.2367816091954023","0.2367816091954023","0.2768181818181818","0.2768181818181818","0.2768181818181818","0.25724137931034485","0.25724137931034485","0.25724137931034485","0.27954545454545454","0.27954545454545454","0.27954545454545454","0.27057471264367816","0.27057471264367816","0.27057471264367816","0.26227272727272727","0.26227272727272727","0.26227272727272727","0.23045977011494254","0.23045977011494254","0.23045977011494254","0.2722727272727273","0.2722727272727273","0.2722727272727273","0.24298850574712644","0.24298850574712644","0.24298850574712644","0.2868181818181818","0.2868181818181818","0.2868181818181818","0.26482758620689656","0.26482758620689656","0.26482758620689656"
"96","0.3054545454545455","0.3054545454545455","0.3054545454545455","0.2785057471264368","0.2785057471264368","0.2785057471264368","0.26681818181818184","0.26681818181818184","0.26681818181818184","0.23988505747126437","0.23988505747126437","0.23988505747126437","0.2736363636363636","0.2736363636363636","0.2736363636363636","0.25275862068965516","0.25275862068965516","0.25275862068965516","0.2909090909090909","0.2909090909090909","0.2909090909090909","0.2637931034482759","0.2637931034482759","0.2637931034482759","0.25545454545454543","0.25545454545454543","0.25545454545454543","0.22241379310344828","0.22241379310344828","0.22241379310344828","0.2731818181818182","0.2731818181818182","0.2731818181818182","0.23724137931034484","0.23724137931034484","0.23724137931034484","0.2913636363636364","0.2913636363636364","0.2913636363636364","0.25333333333333335","0.25333333333333335","0.25333333333333335"
"97","0.31727272727272726","0.31727272727272726","0.31727272727272726","0.2793103448275862","0.2793103448275862","0.2793103448275862","0.2409090909090909","0.2409090909090909","0.2409090909090909","0.22988505747126436","0.22988505747126436","0.22988505747126436","0.27545454545454545","0.27545454545454545","0.27545454545454545","0.2540229885057471","0.2540229885057471","0.2540229885057471","0.29409090909090907","0.29409090909090907","0.29409090909090907","0.2664367816091954","0.2664367816091954","0.2664367816091954","0.26","0.26","0.26","0.23436781609195403","0.23436781609195403","0.23436781609195403","0.265","0.265","0.265","0.24471264367816092","0.24471264367816092","0.24471264367816092","0.28954545454545455","0.28954545454545455","0.28954545454545455","0.2575862068965517","0.2575862068965517","0.2575862068965517"
"98","0.3118181818181818","0.3118181818181818","0.3118181818181818","0.2772413793103448","0.2772413793103448","0.2772413793103448","0.2590909090909091","0.2590909090909091","0.2590909090909091","0.24057471264367816","0.24057471264367816","0.24057471264367816","0.28136363636363637","0.28136363636363637","0.28136363636363637","0.25287356321839083","0.25287356321839083","0.25287356321839083","0.2959090909090909","0.2959090909090909","0.2959090909090909","0.26770114942528733","0.26770114942528733","0.26770114942528733","0.24909090909090909","0.24909090909090909","0.24909090909090909","0.22919540229885058","0.22919540229885058","0.22919540229885058","0.2590909090909091","0.2590909090909091","0.2590909090909091","0.24080459770114943","0.24080459770114943","0.24080459770114943","0.28954545454545455","0.28954545454545455","0.28954545454545455","0.2610344827586207","0.2610344827586207","0.2610344827586207"
"99","0.2972727272727273","0.2972727272727273","0.2972727272727273","0.27379310344827584","0.27379310344827584","0.27379310344827584","0.25681818181818183","0.25681818181818183","0.25681818181818183","0.2342528735632184","0.2342528735632184","0.2342528735632184","0.2686363636363636","0.2686363636363636","0.2686363636363636","0.25724137931034485","0.25724137931034485","0.25724137931034485","0.2868181818181818","0.2868181818181818","0.2868181818181818","0.27057471264367816","0.27057471264367816","0.27057471264367816","0.25636363636363635","0.25636363636363635","0.25636363636363635","0.23091954022988506","0.23091954022988506","0.23091954022988506","0.27136363636363636","0.27136363636363636","0.27136363636363636","0.24574712643678162","0.24574712643678162","0.24574712643678162","0.28454545454545455","0.28454545454545455","0.28454545454545455","0.2614942528735632","0.2614942528735632","0.2614942528735632"
"100","0.2922727272727273","0.2922727272727273","0.2922727272727273","0.28448275862068967","0.28448275862068967","0.28448275862068967","0.25727272727272726","0.25727272727272726","0.25727272727272726","0.23885057471264368","0.23885057471264368","0.23885057471264368","0.27636363636363637","0.27636363636363637","0.27636363636363637","0.25885057471264367","0.25885057471264367","0.25885057471264367","0.2963636363636364","0.2963636363636364","0.2963636363636364","0.2711494252873563","0.2711494252873563","0.2711494252873563","0.25772727272727275","0.25772727272727275","0.25772727272727275","0.2217241379310345","0.2217241379310345","0.2217241379310345","0.2581818181818182","0.2581818181818182","0.2581818181818182","0.24126436781609195","0.24126436781609195","0.24126436781609195","0.29318181818181815","0.29318181818181815","0.29318181818181815","0.262183908045977","0.262183908045977","0.262183908045977"
"101","0.3","0.3","0.3","0.2733333333333333","0.2733333333333333","0.2733333333333333","0.25636363636363635","0.25636363636363635","0.25636363636363635","0.23517241379310344","0.23517241379310344","0.23517241379310344","0.27136363636363636","0.27136363636363636","0.27136363636363636","0.25735632183908047","0.25735632183908047","0.25735632183908047","0.2872727272727273","0.2872727272727273","0.2872727272727273","0.2718390804597701","0.2718390804597701","0.2718390804597701","0.25","0.25","0.25","0.22908045977011493","0.22908045977011493","0.22908045977011493","0.2681818181818182","0.2681818181818182","0.2681818181818182","0.2425287356321839","0.2425287356321839","0.2425287356321839","0.2881818181818182","0.2881818181818182","0.2881818181818182","0.26436781609195403","0.26436781609195403","0.26436781609195403"
"102","0.30318181818181816","0.30318181818181816","0.30318181818181816","0.2833333333333333","0.2833333333333333","0.2833333333333333","0.25545454545454543","0.25545454545454543","0.25545454545454543","0.2364367816091954","0.2364367816091954","0.2364367816091954","0.28363636363636363","0.28363636363636363","0.28363636363636363","0.25298850574712645","0.25298850574712645","0.25298850574712645","0.29954545454545456","0.29954545454545456","0.29954545454545456","0.2696551724137931","0.2696551724137931","0.2696551724137931","0.2540909090909091","0.2540909090909091","0.2540909090909091","0.22988505747126436","0.22988505747126436","0.22988505747126436","0.2677272727272727","0.2677272727272727","0.2677272727272727","0.24471264367816092","0.24471264367816092","0.24471264367816092","0.28954545454545455","0.28954545454545455","0.28954545454545455","0.26850574712643677","0.26850574712643677","0.26850574712643677"
"103","0.30454545454545456","0.30454545454545456","0.30454545454545456","0.2794252873563218","0.2794252873563218","0.2794252873563218","0.25727272727272726","0.25727272727272726","0.25727272727272726","0.24149425287356321","0.24149425287356321","0.24149425287356321","0.2772727272727273","0.2772727272727273","0.2772727272727273","0.26126436781609197","0.26126436781609197","0.26126436781609197","0.29818181818181816","0.29818181818181816","0.29818181818181816","0.2688505747126437","0.2688505747126437","0.2688505747126437","0.27090909090909093","0.27090909090909093","0.27090909090909093","0.22735632183908047","0.22735632183908047","0.22735632183908047","0.26545454545454544","0.26545454545454544","0.26545454545454544","0.24402298850574713","0.24402298850574713","0.24402298850574713","0.2922727272727273","0.2922727272727273","0.2922727272727273","0.265632183908046","0.265632183908046","0.265632183908046"
"104","0.30227272727272725","0.30227272727272725","0.30227272727272725","0.2842528735632184","0.2842528735632184","0.2842528735632184","0.2631818181818182","0.2631818181818182","0.2631818181818182","0.23310344827586207","0.23310344827586207","0.23310344827586207","0.2922727272727273","0.2922727272727273","0.2922727272727273","0.24988505747126435","0.24988505747126435","0.24988505747126435","0.30636363636363634","0.30636363636363634","0.30636363636363634","0.26517241379310347","0.26517241379310347","0.26517241379310347","0.24727272727272728","0.24727272727272728","0.24727272727272728","0.22804597701149426","0.22804597701149426","0.22804597701149426","0.26590909090909093","0.26590909090909093","0.26590909090909093","0.24850574712643678","0.24850574712643678","0.24850574712643678","0.28863636363636364","0.28863636363636364","0.28863636363636364","0.26459770114942527","0.26459770114942527","0.26459770114942527"
