"Step","Width only variation : 2048 - test_accuracy","Width only variation : 2048 - test_accuracy__MIN","Width only variation : 2048 - test_accuracy__MAX","Width only variation : 2048 - train_accuracy","Width only variation : 2048 - train_accuracy__MIN","Width only variation : 2048 - train_accuracy__MAX","Width only variation : 1024 - test_accuracy","Width only variation : 1024 - test_accuracy__MIN","Width only variation : 1024 - test_accuracy__MAX","Width only variation : 1024 - train_accuracy","Width only variation : 1024 - train_accuracy__MIN","Width only variation : 1024 - train_accuracy__MAX","Width only variation : 512 - test_accuracy","Width only variation : 512 - test_accuracy__MIN","Width only variation : 512 - test_accuracy__MAX","Width only variation : 512 - train_accuracy","Width only variation : 512 - train_accuracy__MIN","Width only variation : 512 - train_accuracy__MAX","Width only variation : 256 - test_accuracy","Width only variation : 256 - test_accuracy__MIN","Width only variation : 256 - test_accuracy__MAX","Width only variation : 256 - train_accuracy","Width only variation : 256 - train_accuracy__MIN","Width only variation : 256 - train_accuracy__MAX","Width only variation : 128 - test_accuracy","Width only variation : 128 - test_accuracy__MIN","Width only variation : 128 - test_accuracy__MAX","Width only variation : 128 - train_accuracy","Width only variation : 128 - train_accuracy__MIN","Width only variation : 128 - train_accuracy__MAX","Width only variation : 64 - test_accuracy","Width only variation : 64 - test_accuracy__MIN","Width only variation : 64 - test_accuracy__MAX","Width only variation : 64 - train_accuracy","Width only variation : 64 - train_accuracy__MIN","Width only variation : 64 - train_accuracy__MAX","Width only variation : 32 - test_accuracy","Width only variation : 32 - test_accuracy__MIN","Width only variation : 32 - test_accuracy__MAX","Width only variation : 32 - train_accuracy","Width only variation : 32 - train_accuracy__MIN","Width only variation : 32 - train_accuracy__MAX"
"69","0.26181818181818184","0.26181818181818184","0.26181818181818184","0.26816091954022986","0.26816091954022986","0.26816091954022986","0.26","0.26","0.26","0.25850574712643676","0.25850574712643676","0.25850574712643676","0.25181818181818183","0.25181818181818183","0.25181818181818183","0.24275862068965517","0.24275862068965517","0.24275862068965517","0.2509090909090909","0.2509090909090909","0.2509090909090909","0.24275862068965517","0.24275862068965517","0.24275862068965517","0.24136363636363636","0.24136363636363636","0.24136363636363636","0.22413793103448276","0.22413793103448276","0.22413793103448276","0.17545454545454545","0.17545454545454545","0.17545454545454545","0.16816091954022988","0.16816091954022988","0.16816091954022988","0.21272727272727274","0.21272727272727274","0.21272727272727274","0.20781609195402298","0.20781609195402298","0.20781609195402298"
"70","0.26681818181818184","0.26681818181818184","0.26681818181818184","0.26436781609195403","0.26436781609195403","0.26436781609195403","0.25227272727272726","0.25227272727272726","0.25227272727272726","0.25942528735632187","0.25942528735632187","0.25942528735632187","0.25636363636363635","0.25636363636363635","0.25636363636363635","0.2554022988505747","0.2554022988505747","0.2554022988505747","0.25545454545454543","0.25545454545454543","0.25545454545454543","0.24528735632183907","0.24528735632183907","0.24528735632183907","0.2409090909090909","0.2409090909090909","0.2409090909090909","0.22977011494252875","0.22977011494252875","0.22977011494252875","0.1740909090909091","0.1740909090909091","0.1740909090909091","0.16770114942528735","0.16770114942528735","0.16770114942528735","0.23136363636363635","0.23136363636363635","0.23136363636363635","0.20724137931034484","0.20724137931034484","0.20724137931034484"
"71","0.2677272727272727","0.2677272727272727","0.2677272727272727","0.2697701149425287","0.2697701149425287","0.2697701149425287","0.24818181818181817","0.24818181818181817","0.24818181818181817","0.25080459770114943","0.25080459770114943","0.25080459770114943","0.25772727272727275","0.25772727272727275","0.25772727272727275","0.24620689655172415","0.24620689655172415","0.24620689655172415","0.25545454545454543","0.25545454545454543","0.25545454545454543","0.23724137931034484","0.23724137931034484","0.23724137931034484","0.24909090909090909","0.24909090909090909","0.24909090909090909","0.22563218390804599","0.22563218390804599","0.22563218390804599","0.1831818181818182","0.1831818181818182","0.1831818181818182","0.16310344827586207","0.16310344827586207","0.16310344827586207","0.2290909090909091","0.2290909090909091","0.2290909090909091","0.20701149425287357","0.20701149425287357","0.20701149425287357"
"72","0.2718181818181818","0.2718181818181818","0.2718181818181818","0.27241379310344827","0.27241379310344827","0.27241379310344827","0.245","0.245","0.245","0.2506896551724138","0.2506896551724138","0.2506896551724138","0.2540909090909091","0.2540909090909091","0.2540909090909091","0.24724137931034482","0.24724137931034482","0.24724137931034482","0.25272727272727274","0.25272727272727274","0.25272727272727274","0.24436781609195402","0.24436781609195402","0.24436781609195402","0.24681818181818183","0.24681818181818183","0.24681818181818183","0.2325287356321839","0.2325287356321839","0.2325287356321839","0.1709090909090909","0.1709090909090909","0.1709090909090909","0.17402298850574713","0.17402298850574713","0.17402298850574713","0.2309090909090909","0.2309090909090909","0.2309090909090909","0.20310344827586208","0.20310344827586208","0.20310344827586208"
"73","0.26136363636363635","0.26136363636363635","0.26136363636363635","0.2786206896551724","0.2786206896551724","0.2786206896551724","0.26272727272727275","0.26272727272727275","0.26272727272727275","0.2542528735632184","0.2542528735632184","0.2542528735632184","0.2686363636363636","0.2686363636363636","0.2686363636363636","0.24942528735632183","0.24942528735632183","0.24942528735632183","0.25636363636363635","0.25636363636363635","0.25636363636363635","0.24735632183908046","0.24735632183908046","0.24735632183908046","0.24136363636363636","0.24136363636363636","0.24136363636363636","0.2296551724137931","0.2296551724137931","0.2296551724137931","0.17681818181818182","0.17681818181818182","0.17681818181818182","0.1660919540229885","0.1660919540229885","0.1660919540229885","0.22636363636363635","0.22636363636363635","0.22636363636363635","0.20471264367816092","0.20471264367816092","0.20471264367816092"
"74","0.26272727272727275","0.26272727272727275","0.26272727272727275","0.26816091954022986","0.26816091954022986","0.26816091954022986","0.26227272727272727","0.26227272727272727","0.26227272727272727","0.25494252873563217","0.25494252873563217","0.25494252873563217","0.25272727272727274","0.25272727272727274","0.25272727272727274","0.24908045977011495","0.24908045977011495","0.24908045977011495","0.2509090909090909","0.2509090909090909","0.2509090909090909","0.24149425287356321","0.24149425287356321","0.24149425287356321","0.245","0.245","0.245","0.22689655172413792","0.22689655172413792","0.22689655172413792","0.175","0.175","0.175","0.16666666666666666","0.16666666666666666","0.16666666666666666","0.22272727272727272","0.22272727272727272","0.22272727272727272","0.20804597701149424","0.20804597701149424","0.20804597701149424"
"75","0.25681818181818183","0.25681818181818183","0.25681818181818183","0.27425287356321837","0.27425287356321837","0.27425287356321837","0.2631818181818182","0.2631818181818182","0.2631818181818182","0.25632183908045975","0.25632183908045975","0.25632183908045975","0.27045454545454545","0.27045454545454545","0.27045454545454545","0.25057471264367814","0.25057471264367814","0.25057471264367814","0.24863636363636363","0.24863636363636363","0.24863636363636363","0.23632183908045978","0.23632183908045978","0.23632183908045978","0.25181818181818183","0.25181818181818183","0.25181818181818183","0.23195402298850576","0.23195402298850576","0.23195402298850576","0.17545454545454545","0.17545454545454545","0.17545454545454545","0.1696551724137931","0.1696551724137931","0.1696551724137931","0.22863636363636364","0.22863636363636364","0.22863636363636364","0.20367816091954022","0.20367816091954022","0.20367816091954022"
"76","0.2718181818181818","0.2718181818181818","0.2718181818181818","0.27839080459770116","0.27839080459770116","0.27839080459770116","0.25","0.25","0.25","0.25160919540229887","0.25160919540229887","0.25160919540229887","0.2545454545454545","0.2545454545454545","0.2545454545454545","0.24862068965517242","0.24862068965517242","0.24862068965517242","0.25136363636363634","0.25136363636363634","0.25136363636363634","0.24862068965517242","0.24862068965517242","0.24862068965517242","0.24727272727272728","0.24727272727272728","0.24727272727272728","0.22413793103448276","0.22413793103448276","0.22413793103448276","0.1740909090909091","0.1740909090909091","0.1740909090909091","0.17057471264367816","0.17057471264367816","0.17057471264367816","0.23227272727272727","0.23227272727272727","0.23227272727272727","0.20551724137931035","0.20551724137931035","0.20551724137931035"
"77","0.26954545454545453","0.26954545454545453","0.26954545454545453","0.27482758620689657","0.27482758620689657","0.27482758620689657","0.25545454545454543","0.25545454545454543","0.25545454545454543","0.2614942528735632","0.2614942528735632","0.2614942528735632","0.2595454545454545","0.2595454545454545","0.2595454545454545","0.2524137931034483","0.2524137931034483","0.2524137931034483","0.24636363636363637","0.24636363636363637","0.24636363636363637","0.2439080459770115","0.2439080459770115","0.2439080459770115","0.2409090909090909","0.2409090909090909","0.2409090909090909","0.2203448275862069","0.2203448275862069","0.2203448275862069","0.17863636363636365","0.17863636363636365","0.17863636363636365","0.1735632183908046","0.1735632183908046","0.1735632183908046","0.2240909090909091","0.2240909090909091","0.2240909090909091","0.20218390804597702","0.20218390804597702","0.20218390804597702"
"78","0.24818181818181817","0.24818181818181817","0.24818181818181817","0.2714942528735632","0.2714942528735632","0.2714942528735632","0.2631818181818182","0.2631818181818182","0.2631818181818182","0.2672413793103448","0.2672413793103448","0.2672413793103448","0.25136363636363634","0.25136363636363634","0.25136363636363634","0.2593103448275862","0.2593103448275862","0.2593103448275862","0.2590909090909091","0.2590909090909091","0.2590909090909091","0.24344827586206896","0.24344827586206896","0.24344827586206896","0.24","0.24","0.24","0.23229885057471264","0.23229885057471264","0.23229885057471264","0.175","0.175","0.175","0.1625287356321839","0.1625287356321839","0.1625287356321839","0.22363636363636363","0.22363636363636363","0.22363636363636363","0.21275862068965518","0.21275862068965518","0.21275862068965518"
"79","0.26681818181818184","0.26681818181818184","0.26681818181818184","0.27011494252873564","0.27011494252873564","0.27011494252873564","0.27090909090909093","0.27090909090909093","0.27090909090909093","0.26655172413793105","0.26655172413793105","0.26655172413793105","0.26","0.26","0.26","0.2502298850574713","0.2502298850574713","0.2502298850574713","0.2459090909090909","0.2459090909090909","0.2459090909090909","0.24068965517241378","0.24068965517241378","0.24068965517241378","0.24136363636363636","0.24136363636363636","0.24136363636363636","0.2217241379310345","0.2217241379310345","0.2217241379310345","0.17","0.17","0.17","0.17310344827586208","0.17310344827586208","0.17310344827586208","0.21681818181818183","0.21681818181818183","0.21681818181818183","0.20448275862068965","0.20448275862068965","0.20448275862068965"
"80","0.2731818181818182","0.2731818181818182","0.2731818181818182","0.2772413793103448","0.2772413793103448","0.2772413793103448","0.26181818181818184","0.26181818181818184","0.26181818181818184","0.2667816091954023","0.2667816091954023","0.2667816091954023","0.2609090909090909","0.2609090909090909","0.2609090909090909","0.24747126436781608","0.24747126436781608","0.24747126436781608","0.25","0.25","0.25","0.23632183908045978","0.23632183908045978","0.23632183908045978","0.25727272727272726","0.25727272727272726","0.25727272727272726","0.22885057471264367","0.22885057471264367","0.22885057471264367","0.17227272727272727","0.17227272727272727","0.17227272727272727","0.16885057471264367","0.16885057471264367","0.16885057471264367","0.21272727272727274","0.21272727272727274","0.21272727272727274","0.2125287356321839","0.2125287356321839","0.2125287356321839"
"81","0.2640909090909091","0.2640909090909091","0.2640909090909091","0.27839080459770116","0.27839080459770116","0.27839080459770116","0.2559090909090909","0.2559090909090909","0.2559090909090909","0.27080459770114945","0.27080459770114945","0.27080459770114945","0.25772727272727275","0.25772727272727275","0.25772727272727275","0.25724137931034485","0.25724137931034485","0.25724137931034485","0.24772727272727274","0.24772727272727274","0.24772727272727274","0.24793103448275863","0.24793103448275863","0.24793103448275863","0.25772727272727275","0.25772727272727275","0.25772727272727275","0.2286206896551724","0.2286206896551724","0.2286206896551724","0.17045454545454544","0.17045454545454544","0.17045454545454544","0.16977011494252875","0.16977011494252875","0.16977011494252875","0.235","0.235","0.235","0.2042528735632184","0.2042528735632184","0.2042528735632184"
"82","0.27636363636363637","0.27636363636363637","0.27636363636363637","0.27413793103448275","0.27413793103448275","0.27413793103448275","0.2559090909090909","0.2559090909090909","0.2559090909090909","0.26436781609195403","0.26436781609195403","0.26436781609195403","0.2640909090909091","0.2640909090909091","0.2640909090909091","0.2519540229885057","0.2519540229885057","0.2519540229885057","0.23772727272727273","0.23772727272727273","0.23772727272727273","0.2357471264367816","0.2357471264367816","0.2357471264367816","0.2509090909090909","0.2509090909090909","0.2509090909090909","0.22482758620689655","0.22482758620689655","0.22482758620689655","0.18545454545454546","0.18545454545454546","0.18545454545454546","0.16758620689655174","0.16758620689655174","0.16758620689655174","0.23272727272727273","0.23272727272727273","0.23272727272727273","0.20954022988505747","0.20954022988505747","0.20954022988505747"
"83","0.27136363636363636","0.27136363636363636","0.27136363636363636","0.2870114942528736","0.2870114942528736","0.2870114942528736","0.24954545454545454","0.24954545454545454","0.24954545454545454","0.2689655172413793","0.2689655172413793","0.2689655172413793","0.26272727272727275","0.26272727272727275","0.26272727272727275","0.24862068965517242","0.24862068965517242","0.24862068965517242","0.235","0.235","0.235","0.24344827586206896","0.24344827586206896","0.24344827586206896","0.22636363636363635","0.22636363636363635","0.22636363636363635","0.21908045977011495","0.21908045977011495","0.21908045977011495","0.18045454545454545","0.18045454545454545","0.18045454545454545","0.1728735632183908","0.1728735632183908","0.1728735632183908","0.2309090909090909","0.2309090909090909","0.2309090909090909","0.20988505747126437","0.20988505747126437","0.20988505747126437"
"84","0.2609090909090909","0.2609090909090909","0.2609090909090909","0.28586206896551725","0.28586206896551725","0.28586206896551725","0.2672727272727273","0.2672727272727273","0.2672727272727273","0.26804597701149424","0.26804597701149424","0.26804597701149424","0.2636363636363636","0.2636363636363636","0.2636363636363636","0.2577011494252874","0.2577011494252874","0.2577011494252874","0.2509090909090909","0.2509090909090909","0.2509090909090909","0.2439080459770115","0.2439080459770115","0.2439080459770115","0.2459090909090909","0.2459090909090909","0.2459090909090909","0.2318390804597701","0.2318390804597701","0.2318390804597701","0.1859090909090909","0.1859090909090909","0.1859090909090909","0.1767816091954023","0.1767816091954023","0.1767816091954023","0.23045454545454547","0.23045454545454547","0.23045454545454547","0.2096551724137931","0.2096551724137931","0.2096551724137931"
"85","0.26590909090909093","0.26590909090909093","0.26590909090909093","0.28574712643678163","0.28574712643678163","0.28574712643678163","0.24909090909090909","0.24909090909090909","0.24909090909090909","0.2695402298850575","0.2695402298850575","0.2695402298850575","0.25272727272727274","0.25272727272727274","0.25272727272727274","0.25908045977011496","0.25908045977011496","0.25908045977011496","0.25272727272727274","0.25272727272727274","0.25272727272727274","0.2403448275862069","0.2403448275862069","0.2403448275862069","0.25","0.25","0.25","0.23436781609195403","0.23436781609195403","0.23436781609195403","0.185","0.185","0.185","0.17218390804597702","0.17218390804597702","0.17218390804597702","0.22818181818181818","0.22818181818181818","0.22818181818181818","0.20597701149425288","0.20597701149425288","0.20597701149425288"
"86","0.2631818181818182","0.2631818181818182","0.2631818181818182","0.28344827586206894","0.28344827586206894","0.28344827586206894","0.27090909090909093","0.27090909090909093","0.27090909090909093","0.26022988505747124","0.26022988505747124","0.26022988505747124","0.2545454545454545","0.2545454545454545","0.2545454545454545","0.255632183908046","0.255632183908046","0.255632183908046","0.25636363636363635","0.25636363636363635","0.25636363636363635","0.2428735632183908","0.2428735632183908","0.2428735632183908","0.2409090909090909","0.2409090909090909","0.2409090909090909","0.22735632183908047","0.22735632183908047","0.22735632183908047","0.17227272727272727","0.17227272727272727","0.17227272727272727","0.16413793103448276","0.16413793103448276","0.16413793103448276","0.22636363636363635","0.22636363636363635","0.22636363636363635","0.20770114942528736","0.20770114942528736","0.20770114942528736"
"87","0.27454545454545454","0.27454545454545454","0.27454545454545454","0.28183908045977013","0.28183908045977013","0.28183908045977013","0.26636363636363636","0.26636363636363636","0.26636363636363636","0.26666666666666666","0.26666666666666666","0.26666666666666666","0.2595454545454545","0.2595454545454545","0.2595454545454545","0.2595402298850575","0.2595402298850575","0.2595402298850575","0.26590909090909093","0.26590909090909093","0.26590909090909093","0.24620689655172415","0.24620689655172415","0.24620689655172415","0.24","0.24","0.24","0.2296551724137931","0.2296551724137931","0.2296551724137931","0.175","0.175","0.175","0.1660919540229885","0.1660919540229885","0.1660919540229885","0.2359090909090909","0.2359090909090909","0.2359090909090909","0.20597701149425288","0.20597701149425288","0.20597701149425288"
"88","0.26272727272727275","0.26272727272727275","0.26272727272727275","0.28160919540229884","0.28160919540229884","0.28160919540229884","0.24909090909090909","0.24909090909090909","0.24909090909090909","0.27011494252873564","0.27011494252873564","0.27011494252873564","0.25545454545454543","0.25545454545454543","0.25545454545454543","0.26195402298850573","0.26195402298850573","0.26195402298850573","0.2636363636363636","0.2636363636363636","0.2636363636363636","0.2460919540229885","0.2460919540229885","0.2460919540229885","0.26227272727272727","0.26227272727272727","0.26227272727272727","0.23160919540229885","0.23160919540229885","0.23160919540229885","0.18136363636363637","0.18136363636363637","0.18136363636363637","0.16977011494252875","0.16977011494252875","0.16977011494252875","0.23954545454545453","0.23954545454545453","0.23954545454545453","0.20781609195402298","0.20781609195402298","0.20781609195402298"
"89","0.2586363636363636","0.2586363636363636","0.2586363636363636","0.2775862068965517","0.2775862068965517","0.2775862068965517","0.26636363636363636","0.26636363636363636","0.26636363636363636","0.2679310344827586","0.2679310344827586","0.2679310344827586","0.2636363636363636","0.2636363636363636","0.2636363636363636","0.2536781609195402","0.2536781609195402","0.2536781609195402","0.25727272727272726","0.25727272727272726","0.25727272727272726","0.24114942528735633","0.24114942528735633","0.24114942528735633","0.25","0.25","0.25","0.2386206896551724","0.2386206896551724","0.2386206896551724","0.16727272727272727","0.16727272727272727","0.16727272727272727","0.17114942528735633","0.17114942528735633","0.17114942528735633","0.23","0.23","0.23","0.2064367816091954","0.2064367816091954","0.2064367816091954"
"90","0.2531818181818182","0.2531818181818182","0.2531818181818182","0.2835632183908046","0.2835632183908046","0.2835632183908046","0.2636363636363636","0.2636363636363636","0.2636363636363636","0.28160919540229884","0.28160919540229884","0.28160919540229884","0.25227272727272726","0.25227272727272726","0.25227272727272726","0.2617241379310345","0.2617241379310345","0.2617241379310345","0.2531818181818182","0.2531818181818182","0.2531818181818182","0.2520689655172414","0.2520689655172414","0.2520689655172414","0.24227272727272728","0.24227272727272728","0.24227272727272728","0.23448275862068965","0.23448275862068965","0.23448275862068965","0.17954545454545454","0.17954545454545454","0.17954545454545454","0.16908045977011493","0.16908045977011493","0.16908045977011493","0.23545454545454544","0.23545454545454544","0.23545454545454544","0.21241379310344827","0.21241379310344827","0.21241379310344827"
"91","0.2595454545454545","0.2595454545454545","0.2595454545454545","0.28620689655172415","0.28620689655172415","0.28620689655172415","0.2581818181818182","0.2581818181818182","0.2581818181818182","0.2764367816091954","0.2764367816091954","0.2764367816091954","0.2736363636363636","0.2736363636363636","0.2736363636363636","0.2582758620689655","0.2582758620689655","0.2582758620689655","0.2672727272727273","0.2672727272727273","0.2672727272727273","0.24977011494252874","0.24977011494252874","0.24977011494252874","0.24727272727272728","0.24727272727272728","0.24727272727272728","0.22827586206896552","0.22827586206896552","0.22827586206896552","0.17636363636363636","0.17636363636363636","0.17636363636363636","0.17218390804597702","0.17218390804597702","0.17218390804597702","0.23772727272727273","0.23772727272727273","0.23772727272727273","0.20655172413793105","0.20655172413793105","0.20655172413793105"
"92","0.2681818181818182","0.2681818181818182","0.2681818181818182","0.2908045977011494","0.2908045977011494","0.2908045977011494","0.2545454545454545","0.2545454545454545","0.2545454545454545","0.27264367816091956","0.27264367816091956","0.27264367816091956","0.26590909090909093","0.26590909090909093","0.26590909090909093","0.25885057471264367","0.25885057471264367","0.25885057471264367","0.24863636363636363","0.24863636363636363","0.24863636363636363","0.24689655172413794","0.24689655172413794","0.24689655172413794","0.25045454545454543","0.25045454545454543","0.25045454545454543","0.22482758620689655","0.22482758620689655","0.22482758620689655","0.18136363636363637","0.18136363636363637","0.18136363636363637","0.17367816091954022","0.17367816091954022","0.17367816091954022","0.23136363636363635","0.23136363636363635","0.23136363636363635","0.21597701149425289","0.21597701149425289","0.21597701149425289"
"93","0.2677272727272727","0.2677272727272727","0.2677272727272727","0.3001149425287356","0.3001149425287356","0.3001149425287356","0.25363636363636366","0.25363636363636366","0.25363636363636366","0.27229885057471265","0.27229885057471265","0.27229885057471265","0.2640909090909091","0.2640909090909091","0.2640909090909091","0.2536781609195402","0.2536781609195402","0.2536781609195402","0.26045454545454544","0.26045454545454544","0.26045454545454544","0.24666666666666667","0.24666666666666667","0.24666666666666667","0.2545454545454545","0.2545454545454545","0.2545454545454545","0.22689655172413792","0.22689655172413792","0.22689655172413792","0.18363636363636363","0.18363636363636363","0.18363636363636363","0.16770114942528735","0.16770114942528735","0.16770114942528735","0.2359090909090909","0.2359090909090909","0.2359090909090909","0.21471264367816092","0.21471264367816092","0.21471264367816092"
"94","0.27045454545454545","0.27045454545454545","0.27045454545454545","0.2911494252873563","0.2911494252873563","0.2911494252873563","0.25636363636363635","0.25636363636363635","0.25636363636363635","0.2772413793103448","0.2772413793103448","0.2772413793103448","0.25136363636363634","0.25136363636363634","0.25136363636363634","0.25942528735632187","0.25942528735632187","0.25942528735632187","0.25681818181818183","0.25681818181818183","0.25681818181818183","0.24919540229885057","0.24919540229885057","0.24919540229885057","0.25363636363636366","0.25363636363636366","0.25363636363636366","0.2303448275862069","0.2303448275862069","0.2303448275862069","0.16727272727272727","0.16727272727272727","0.16727272727272727","0.16804597701149426","0.16804597701149426","0.16804597701149426","0.22545454545454546","0.22545454545454546","0.22545454545454546","0.2113793103448276","0.2113793103448276","0.2113793103448276"
"95","0.2677272727272727","0.2677272727272727","0.2677272727272727","0.29942528735632185","0.29942528735632185","0.29942528735632185","0.26045454545454544","0.26045454545454544","0.26045454545454544","0.27597701149425286","0.27597701149425286","0.27597701149425286","0.2581818181818182","0.2581818181818182","0.2581818181818182","0.2631034482758621","0.2631034482758621","0.2631034482758621","0.26545454545454544","0.26545454545454544","0.26545454545454544","0.2532183908045977","0.2532183908045977","0.2532183908045977","0.255","0.255","0.255","0.2354022988505747","0.2354022988505747","0.2354022988505747","0.18","0.18","0.18","0.1693103448275862","0.1693103448275862","0.1693103448275862","0.24181818181818182","0.24181818181818182","0.24181818181818182","0.20482758620689656","0.20482758620689656","0.20482758620689656"
"96","0.2740909090909091","0.2740909090909091","0.2740909090909091","0.2891954022988506","0.2891954022988506","0.2891954022988506","0.26272727272727275","0.26272727272727275","0.26272727272727275","0.2788505747126437","0.2788505747126437","0.2788505747126437","0.25363636363636366","0.25363636363636366","0.25363636363636366","0.26908045977011497","0.26908045977011497","0.26908045977011497","0.2545454545454545","0.2545454545454545","0.2545454545454545","0.24885057471264369","0.24885057471264369","0.24885057471264369","0.2531818181818182","0.2531818181818182","0.2531818181818182","0.23517241379310344","0.23517241379310344","0.23517241379310344","0.1759090909090909","0.1759090909090909","0.1759090909090909","0.17310344827586208","0.17310344827586208","0.17310344827586208","0.23227272727272727","0.23227272727272727","0.23227272727272727","0.21471264367816092","0.21471264367816092","0.21471264367816092"
"97","0.26545454545454544","0.26545454545454544","0.26545454545454544","0.29563218390804596","0.29563218390804596","0.29563218390804596","0.26590909090909093","0.26590909090909093","0.26590909090909093","0.2852873563218391","0.2852873563218391","0.2852873563218391","0.27045454545454545","0.27045454545454545","0.27045454545454545","0.26827586206896553","0.26827586206896553","0.26827586206896553","0.2590909090909091","0.2590909090909091","0.2590909090909091","0.24701149425287355","0.24701149425287355","0.24701149425287355","0.25545454545454543","0.25545454545454543","0.25545454545454543","0.23367816091954022","0.23367816091954022","0.23367816091954022","0.1731818181818182","0.1731818181818182","0.1731818181818182","0.17620689655172414","0.17620689655172414","0.17620689655172414","0.2359090909090909","0.2359090909090909","0.2359090909090909","0.20436781609195404","0.20436781609195404","0.20436781609195404"
"98","0.2581818181818182","0.2581818181818182","0.2581818181818182","0.2971264367816092","0.2971264367816092","0.2971264367816092","0.2640909090909091","0.2640909090909091","0.2640909090909091","0.2770114942528736","0.2770114942528736","0.2770114942528736","0.2581818181818182","0.2581818181818182","0.2581818181818182","0.26436781609195403","0.26436781609195403","0.26436781609195403","0.24818181818181817","0.24818181818181817","0.24818181818181817","0.24563218390804598","0.24563218390804598","0.24563218390804598","0.2540909090909091","0.2540909090909091","0.2540909090909091","0.23448275862068965","0.23448275862068965","0.23448275862068965","0.18045454545454545","0.18045454545454545","0.18045454545454545","0.17310344827586208","0.17310344827586208","0.17310344827586208","0.23772727272727273","0.23772727272727273","0.23772727272727273","0.2164367816091954","0.2164367816091954","0.2164367816091954"
"99","0.25681818181818183","0.25681818181818183","0.25681818181818183","0.29586206896551726","0.29586206896551726","0.29586206896551726","0.2640909090909091","0.2640909090909091","0.2640909090909091","0.2785057471264368","0.2785057471264368","0.2785057471264368","0.25045454545454543","0.25045454545454543","0.25045454545454543","0.26816091954022986","0.26816091954022986","0.26816091954022986","0.25636363636363635","0.25636363636363635","0.25636363636363635","0.2525287356321839","0.2525287356321839","0.2525287356321839","0.2540909090909091","0.2540909090909091","0.2540909090909091","0.23022988505747127","0.23022988505747127","0.23022988505747127","0.1809090909090909","0.1809090909090909","0.1809090909090909","0.16793103448275862","0.16793103448275862","0.16793103448275862","0.22954545454545455","0.22954545454545455","0.22954545454545455","0.2052873563218391","0.2052873563218391","0.2052873563218391"
"100","0.28","0.28","0.28","0.29735632183908045","0.29735632183908045","0.29735632183908045","0.26136363636363635","0.26136363636363635","0.26136363636363635","0.28390804597701147","0.28390804597701147","0.28390804597701147","0.25136363636363634","0.25136363636363634","0.25136363636363634","0.27045977011494254","0.27045977011494254","0.27045977011494254","0.2631818181818182","0.2631818181818182","0.2631818181818182","0.24620689655172415","0.24620689655172415","0.24620689655172415","0.2531818181818182","0.2531818181818182","0.2531818181818182","0.22701149425287356","0.22701149425287356","0.22701149425287356","0.18181818181818182","0.18181818181818182","0.18181818181818182","0.16977011494252875","0.16977011494252875","0.16977011494252875","0.2309090909090909","0.2309090909090909","0.2309090909090909","0.21517241379310345","0.21517241379310345","0.21517241379310345"
"101","0.26227272727272727","0.26227272727272727","0.26227272727272727","0.29735632183908045","0.29735632183908045","0.29735632183908045","0.2545454545454545","0.2545454545454545","0.2545454545454545","0.2809195402298851","0.2809195402298851","0.2809195402298851","0.26227272727272727","0.26227272727272727","0.26227272727272727","0.2667816091954023","0.2667816091954023","0.2667816091954023","0.265","0.265","0.265","0.26","0.26","0.26","0.25636363636363635","0.25636363636363635","0.25636363636363635","0.23080459770114942","0.23080459770114942","0.23080459770114942","0.18045454545454545","0.18045454545454545","0.18045454545454545","0.17091954022988506","0.17091954022988506","0.17091954022988506","0.24","0.24","0.24","0.21172413793103448","0.21172413793103448","0.21172413793103448"
"102","0.2609090909090909","0.2609090909090909","0.2609090909090909","0.29528735632183906","0.29528735632183906","0.29528735632183906","0.2631818181818182","0.2631818181818182","0.2631818181818182","0.2824137931034483","0.2824137931034483","0.2824137931034483","0.26681818181818184","0.26681818181818184","0.26681818181818184","0.2695402298850575","0.2695402298850575","0.2695402298850575","0.2586363636363636","0.2586363636363636","0.2586363636363636","0.2481609195402299","0.2481609195402299","0.2481609195402299","0.255","0.255","0.255","0.23379310344827586","0.23379310344827586","0.23379310344827586","0.17272727272727273","0.17272727272727273","0.17272727272727273","0.17011494252873563","0.17011494252873563","0.17011494252873563","0.23136363636363635","0.23136363636363635","0.23136363636363635","0.20160919540229885","0.20160919540229885","0.20160919540229885"
"103","0.25772727272727275","0.25772727272727275","0.25772727272727275","0.29988505747126437","0.29988505747126437","0.29988505747126437","0.27136363636363636","0.27136363636363636","0.27136363636363636","0.28574712643678163","0.28574712643678163","0.28574712643678163","0.26272727272727275","0.26272727272727275","0.26272727272727275","0.2695402298850575","0.2695402298850575","0.2695402298850575","0.25545454545454543","0.25545454545454543","0.25545454545454543","0.2545977011494253","0.2545977011494253","0.2545977011494253","0.24227272727272728","0.24227272727272728","0.24227272727272728","0.23241379310344829","0.23241379310344829","0.23241379310344829","0.1759090909090909","0.1759090909090909","0.1759090909090909","0.17793103448275863","0.17793103448275863","0.17793103448275863","0.24454545454545454","0.24454545454545454","0.24454545454545454","0.20471264367816092","0.20471264367816092","0.20471264367816092"
