"epoch","Depthwise lenet WDA - test_acc","Depthwise lenet WDA - test_acc__MIN","Depthwise lenet WDA - test_acc__MAX","Depthwise lenet WDA - _step","Depthwise lenet WDA - _step__MIN","Depthwise lenet WDA - _step__MAX"
"356","0.7574300765991211","0.7574300765991211","0.7574300765991211","712","712","712"
"357","0.7565559148788452","0.7565559148788452","0.7565559148788452","714","714","714"
"358","0.7569929957389832","0.7569929957389832","0.7569929957389832","716","716","716"
"359","0.7495629191398621","0.7495629191398621","0.7495629191398621","718","718","718"
"360","0.6997377872467041","0.6997377872467041","0.6997377872467041","720","720","720"
"361","0.7552447319030762","0.7552447319030762","0.7552447319030762","722","722","722"
"362","0.7298951148986816","0.7298951148986816","0.7298951148986816","724","724","724"
"363","0.7539335489273071","0.7539335489273071","0.7539335489273071","726","726","726"
"364","0.7583041787147522","0.7583041787147522","0.7583041787147522","728","728","728"
"365","0.75","0.75","0.75","730","730","730"
"366","0.7080419659614563","0.7080419659614563","0.7080419659614563","732","732","732"
"367","0.7626748085021973","0.7626748085021973","0.7626748085021973","734","734","734"
"368","0.7556818127632141","0.7556818127632141","0.7556818127632141","736","736","736"
"369","0.692307710647583","0.692307710647583","0.692307710647583","738","738","738"
"370","0.7569929957389832","0.7569929957389832","0.7569929957389832","740","740","740"
"371","0.7460664510726929","0.7460664510726929","0.7460664510726929","742","742","742"
"372","0.745192289352417","0.745192289352417","0.745192289352417","744","744","744"
"373","0.751748263835907","0.751748263835907","0.751748263835907","746","746","746"
"374","0.7495629191398621","0.7495629191398621","0.7495629191398621","748","748","748"
"375","0.7084790468215942","0.7084790468215942","0.7084790468215942","750","750","750"
"376","0.7495629191398621","0.7495629191398621","0.7495629191398621","752","752","752"
"377","0.7408216595649719","0.7408216595649719","0.7408216595649719","754","754","754"
"378","0.7342657446861267","0.7342657446861267","0.7342657446861267","756","756","756"
"379","0.754807710647583","0.754807710647583","0.754807710647583","758","758","758"
"380","0.7504370808601379","0.7504370808601379","0.7504370808601379","760","760","760"
"381","0.7569929957389832","0.7569929957389832","0.7569929957389832","762","762","762"
"382","0.7600524425506592","0.7600524425506592","0.7600524425506592","764","764","764"
"383","0.7526223659515381","0.7526223659515381","0.7526223659515381","766","766","766"
"384","0.7583041787147522","0.7583041787147522","0.7583041787147522","768","768","768"
"385","0.6756992936134338","0.6756992936134338","0.6756992936134338","770","770","770"
"386","0.743881106376648","0.743881106376648","0.743881106376648","772","772","772"
"387","0.7381992936134338","0.7381992936134338","0.7381992936134338","774","774","774"
"388","0.748688817024231","0.748688817024231","0.748688817024231","776","776","776"
"389","0.7399475574493408","0.7399475574493408","0.7399475574493408","778","778","778"
"390","0.746503472328186","0.746503472328186","0.746503472328186","780","780","780"
"391","0.75","0.75","0.75","782","782","782"
"392","0.7626748085021973","0.7626748085021973","0.7626748085021973","784","784","784"
"393","0.7491258978843689","0.7491258978843689","0.7491258978843689","786","786","786"
"394","0.7508741021156311","0.7508741021156311","0.7508741021156311","788","788","788"
"395","0.7023601531982422","0.7023601531982422","0.7023601531982422","790","790","790"
"396","0.7329545617103577","0.7329545617103577","0.7329545617103577","792","792","792"
"397","0.6752622127532959","0.6752622127532959","0.6752622127532959","794","794","794"
"398","0.7159090638160706","0.7159090638160706","0.7159090638160706","796","796","796"
"399","0.6656468510627747","0.6656468510627747","0.6656468510627747","798","798","798"
"400","0.6708915829658508","0.6708915829658508","0.6708915829658508","800","800","800"
"401","0.7460664510726929","0.7460664510726929","0.7460664510726929","802","802","802"
"402","0.7705419659614563","0.7705419659614563","0.7705419659614563","804","804","804"
"403","0.7062937021255493","0.7062937021255493","0.7062937021255493","806","806","806"
"404","0.7377622127532959","0.7377622127532959","0.7377622127532959","808","808","808"
"405","0.7390734553337097","0.7390734553337097","0.7390734553337097","810","810","810"
"406","0.7342657446861267","0.7342657446861267","0.7342657446861267","812","812","812"
"407","0.7364510297775269","0.7364510297775269","0.7364510297775269","814","814","814"
"408","0.753059446811676","0.753059446811676","0.753059446811676","816","816","816"
"409","0.690996527671814","0.690996527671814","0.690996527671814","818","818","818"
"410","0.7132866978645325","0.7132866978645325","0.7132866978645325","820","820","820"
"411","0.7565559148788452","0.7565559148788452","0.7565559148788452","822","822","822"
"412","0.7395104765892029","0.7395104765892029","0.7395104765892029","824","824","824"
"413","0.7399475574493408","0.7399475574493408","0.7399475574493408","826","826","826"
"414","0.7381992936134338","0.7381992936134338","0.7381992936134338","828","828","828"
"415","0.6944929957389832","0.6944929957389832","0.6944929957389832","830","830","830"
"416","0.6853147149085999","0.6853147149085999","0.6853147149085999","832","832","832"
"417","0.7543706297874451","0.7543706297874451","0.7543706297874451","834","834","834"
"418","0.7552447319030762","0.7552447319030762","0.7552447319030762","836","836","836"
"419","0.7670454382896423","0.7670454382896423","0.7670454382896423","838","838","838"
"420","0.7714160680770874","0.7714160680770874","0.7714160680770874","840","840","840"
"421","0.7006118893623352","0.7006118893623352","0.7006118893623352","842","842","842"
"422","0.7084790468215942","0.7084790468215942","0.7084790468215942","844","844","844"
"423","0.7312062978744507","0.7312062978744507","0.7312062978744507","846","846","846"
"424","0.7552447319030762","0.7552447319030762","0.7552447319030762","848","848","848"
"425","0.626311182975769","0.626311182975769","0.626311182975769","850","850","850"
"426","0.7233391404151917","0.7233391404151917","0.7233391404151917","852","852","852"
"427","0.7325174808502197","0.7325174808502197","0.7325174808502197","854","854","854"
"428","0.7010489702224731","0.7010489702224731","0.7010489702224731","856","856","856"
"429","0.7473776340484619","0.7473776340484619","0.7473776340484619","858","858","858"
"430","0.7631118893623352","0.7631118893623352","0.7631118893623352","860","860","860"
"431","0.7084790468215942","0.7084790468215942","0.7084790468215942","862","862","862"
"432","0.7150349617004395","0.7150349617004395","0.7150349617004395","864","864","864"
"433","0.7386363744735718","0.7386363744735718","0.7386363744735718","866","866","866"
"434","0.7639859914779663","0.7639859914779663","0.7639859914779663","868","868","868"
"435","0.757867157459259","0.757867157459259","0.757867157459259","870","870","870"
"436","0.7303321957588196","0.7303321957588196","0.7303321957588196","872","872","872"
"437","0.7259615659713745","0.7259615659713745","0.7259615659713745","874","874","874"
"438","0.7333915829658508","0.7333915829658508","0.7333915829658508","876","876","876"
"439","0.745192289352417","0.745192289352417","0.745192289352417","878","878","878"
"440","0.7194055914878845","0.7194055914878845","0.7194055914878845","880","880","880"
"441","0.751311182975769","0.751311182975769","0.751311182975769","882","882","882"
"442","0.7583041787147522","0.7583041787147522","0.7583041787147522","884","884","884"
"443","0.7587412595748901","0.7587412595748901","0.7587412595748901","886","886","886"
"444","0.7298951148986816","0.7298951148986816","0.7298951148986816","888","888","888"
"445","0.6879370808601379","0.6879370808601379","0.6879370808601379","890","890","890"
"446","0.7539335489273071","0.7539335489273071","0.7539335489273071","892","892","892"
"447","0.7526223659515381","0.7526223659515381","0.7526223659515381","894","894","894"
"448","0.7395104765892029","0.7395104765892029","0.7395104765892029","896","896","896"
"449","0.754807710647583","0.754807710647583","0.754807710647583","898","898","898"
"450","0.7648601531982422","0.7648601531982422","0.7648601531982422","900","900","900"
"451","0.7613636255264282","0.7613636255264282","0.7613636255264282","902","902","902"
"452","0.7036713361740112","0.7036713361740112","0.7036713361740112","904","904","904"
"453","0.7285839319229126","0.7285839319229126","0.7285839319229126","906","906","906"
"454","0.745192289352417","0.745192289352417","0.745192289352417","908","908","908"
"455","0.75","0.75","0.75","910","910","910"
"456","0.7338286638259888","0.7338286638259888","0.7338286638259888","912","912","912"
"457","0.7434440851211548","0.7434440851211548","0.7434440851211548","914","914","914"
"458","0.7639859914779663","0.7639859914779663","0.7639859914779663","916","916","916"
"459","0.748251736164093","0.748251736164093","0.748251736164093","918","918","918"
"460","0.7167832255363464","0.7167832255363464","0.7167832255363464","920","920","920"
"461","0.7556818127632141","0.7556818127632141","0.7556818127632141","922","922","922"
"462","0.7744755148887634","0.7744755148887634","0.7744755148887634","924","924","924"
"463","0.7277097702026367","0.7277097702026367","0.7277097702026367","926","926","926"
"464","0.7390734553337097","0.7390734553337097","0.7390734553337097","928","928","928"
"465","0.746940553188324","0.746940553188324","0.746940553188324","930","930","930"
"466","0.754807710647583","0.754807710647583","0.754807710647583","932","932","932"
"467","0.7207167744636536","0.7207167744636536","0.7207167744636536","934","934","934"
"468","0.7381992936134338","0.7381992936134338","0.7381992936134338","936","936","936"
"469","0.7460664510726929","0.7460664510726929","0.7460664510726929","938","938","938"
"470","0.7456293702125549","0.7456293702125549","0.7456293702125549","940","940","940"
"471","0.7539335489273071","0.7539335489273071","0.7539335489273071","942","942","942"
"472","0.7757866978645325","0.7757866978645325","0.7757866978645325","944","944","944"
"473","0.756118893623352","0.756118893623352","0.756118893623352","946","946","946"
"474","0.751748263835907","0.751748263835907","0.751748263835907","948","948","948"
"475","0.748688817024231","0.748688817024231","0.748688817024231","950","950","950"
"476","0.7408216595649719","0.7408216595649719","0.7408216595649719","952","952","952"
"477","0.742132842540741","0.742132842540741","0.742132842540741","954","954","954"
"478","0.7460664510726929","0.7460664510726929","0.7460664510726929","956","956","956"
"479","0.7696678042411804","0.7696678042411804","0.7696678042411804","958","958","958"
"480","0.7674825191497803","0.7674825191497803","0.7674825191497803","960","960","960"
"481","0.7539335489273071","0.7539335489273071","0.7539335489273071","962","962","962"
"482","0.7587412595748901","0.7587412595748901","0.7587412595748901","964","964","964"
"483","0.7714160680770874","0.7714160680770874","0.7714160680770874","966","966","966"
"484","0.7670454382896423","0.7670454382896423","0.7670454382896423","968","968","968"
"485","0.7351398468017578","0.7351398468017578","0.7351398468017578","970","970","970"
"486","0.7373251914978027","0.7373251914978027","0.7373251914978027","972","972","972"
"487","0.746940553188324","0.746940553188324","0.746940553188324","974","974","974"
"488","0.7757866978645325","0.7757866978645325","0.7757866978645325","976","976","976"
"489","0.7652971744537354","0.7652971744537354","0.7652971744537354","978","978","978"
"490","0.7368881106376648","0.7368881106376648","0.7368881106376648","980","980","980"
"491","0.75","0.75","0.75","982","982","982"
"492","0.745192289352417","0.745192289352417","0.745192289352417","984","984","984"
"493","0.7709790468215942","0.7709790468215942","0.7709790468215942","986","986","986"
"494","0.7727272510528564","0.7727272510528564","0.7727272510528564","988","988","988"
"495","0.7666084170341492","0.7666084170341492","0.7666084170341492","990","990","990"
"496","0.7814685106277466","0.7814685106277466","0.7814685106277466","992","992","992"
"497","0.7823426723480225","0.7823426723480225","0.7823426723480225","994","994","994"
"498","0.7718531489372253","0.7718531489372253","0.7718531489372253","996","996","996"
"499","0.756118893623352","0.756118893623352","0.756118893623352","998","998","998"
"500","0.7460664510726929","0.7460664510726929","0.7460664510726929","1000","1000","1000"
"501","0.75","0.75","0.75","1002","1002","1002"
"502","0.7596153616905212","0.7596153616905212","0.7596153616905212","1004","1004","1004"
"503","0.7613636255264282","0.7613636255264282","0.7613636255264282","1006","1006","1006"
"504","0.745192289352417","0.745192289352417","0.745192289352417","1008","1008","1008"
"505","0.7714160680770874","0.7714160680770874","0.7714160680770874","1010","1010","1010"
"506","0.7316433787345886","0.7316433787345886","0.7316433787345886","1012","1012","1012"
"507","0.684440553188324","0.684440553188324","0.684440553188324","1014","1014","1014"
"508","0.7604895234107971","0.7604895234107971","0.7604895234107971","1016","1016","1016"
"509","0.7416958212852478","0.7416958212852478","0.7416958212852478","1018","1018","1018"
"510","0.7613636255264282","0.7613636255264282","0.7613636255264282","1020","1020","1020"
"511","0.7478147149085999","0.7478147149085999","0.7478147149085999","1022","1022","1022"
"512","0.757867157459259","0.757867157459259","0.757867157459259","1024","1024","1024"
"513","0.7285839319229126","0.7285839319229126","0.7285839319229126","1026","1026","1026"
"514","0.7779720425605774","0.7779720425605774","0.7779720425605774","1028","1028","1028"
"515","0.7097902297973633","0.7097902297973633","0.7097902297973633","1030","1030","1030"
"516","0.7635489702224731","0.7635489702224731","0.7635489702224731","1032","1032","1032"
"517","0.7718531489372253","0.7718531489372253","0.7718531489372253","1034","1034","1034"
"518","0.7880244851112366","0.7880244851112366","0.7880244851112366","1036","1036","1036"
"519","0.7657342553138733","0.7657342553138733","0.7657342553138733","1038","1038","1038"
"520","0.754807710647583","0.754807710647583","0.754807710647583","1040","1040","1040"
"521","0.7504370808601379","0.7504370808601379","0.7504370808601379","1042","1042","1042"
"522","0.7683566212654114","0.7683566212654114","0.7683566212654114","1044","1044","1044"
"523","0.7613636255264282","0.7613636255264282","0.7613636255264282","1046","1046","1046"
"524","0.7556818127632141","0.7556818127632141","0.7556818127632141","1048","1048","1048"
"525","0.7705419659614563","0.7705419659614563","0.7705419659614563","1050","1050","1050"
"526","0.7596153616905212","0.7596153616905212","0.7596153616905212","1052","1052","1052"
"527","0.7198426723480225","0.7198426723480225","0.7198426723480225","1054","1054","1054"
"528","0.7565559148788452","0.7565559148788452","0.7565559148788452","1056","1056","1056"
"529","0.7342657446861267","0.7342657446861267","0.7342657446861267","1058","1058","1058"
"530","0.7067307829856873","0.7067307829856873","0.7067307829856873","1060","1060","1060"
"531","0.7626748085021973","0.7626748085021973","0.7626748085021973","1062","1062","1062"
"532","0.754807710647583","0.754807710647583","0.754807710647583","1064","1064","1064"
"533","0.7652971744537354","0.7652971744537354","0.7652971744537354","1066","1066","1066"
"534","0.7687937021255493","0.7687937021255493","0.7687937021255493","1068","1068","1068"
"535","0.7644230723381042","0.7644230723381042","0.7644230723381042","1070","1070","1070"
"536","0.7604895234107971","0.7604895234107971","0.7604895234107971","1072","1072","1072"
"537","0.6918706297874451","0.6918706297874451","0.6918706297874451","1074","1074","1074"
"538","0.7194055914878845","0.7194055914878845","0.7194055914878845","1076","1076","1076"
"539","0.7355769276618958","0.7355769276618958","0.7355769276618958","1078","1078","1078"
"540","0.7185314893722534","0.7185314893722534","0.7185314893722534","1080","1080","1080"
"541","0.7556818127632141","0.7556818127632141","0.7556818127632141","1082","1082","1082"
"542","0.7631118893623352","0.7631118893623352","0.7631118893623352","1084","1084","1084"
"543","0.7683566212654114","0.7683566212654114","0.7683566212654114","1086","1086","1086"
"544","0.7504370808601379","0.7504370808601379","0.7504370808601379","1088","1088","1088"
"545","0.7631118893623352","0.7631118893623352","0.7631118893623352","1090","1090","1090"
"546","0.7687937021255493","0.7687937021255493","0.7687937021255493","1092","1092","1092"
"547","0.7797203063964844","0.7797203063964844","0.7797203063964844","1094","1094","1094"
"548","0.7823426723480225","0.7823426723480225","0.7823426723480225","1096","1096","1096"
"549","0.7762237787246704","0.7762237787246704","0.7762237787246704","1098","1098","1098"
"550","0.746503472328186","0.746503472328186","0.746503472328186","1100","1100","1100"
"551","0.75","0.75","0.75","1102","1102","1102"
"552","0.7591783404350281","0.7591783404350281","0.7591783404350281","1104","1104","1104"
"553","0.7600524425506592","0.7600524425506592","0.7600524425506592","1106","1106","1106"
"554","0.7648601531982422","0.7648601531982422","0.7648601531982422","1108","1108","1108"
"555","0.7583041787147522","0.7583041787147522","0.7583041787147522","1110","1110","1110"
"556","0.7718531489372253","0.7718531489372253","0.7718531489372253","1112","1112","1112"
"557","0.7709790468215942","0.7709790468215942","0.7709790468215942","1114","1114","1114"
"558","0.7718531489372253","0.7718531489372253","0.7718531489372253","1116","1116","1116"
"559","0.7652971744537354","0.7652971744537354","0.7652971744537354","1118","1118","1118"
"560","0.7644230723381042","0.7644230723381042","0.7644230723381042","1120","1120","1120"
"561","0.7714160680770874","0.7714160680770874","0.7714160680770874","1122","1122","1122"
"562","0.742132842540741","0.742132842540741","0.742132842540741","1124","1124","1124"
"563","0.75","0.75","0.75","1126","1126","1126"
"564","0.756118893623352","0.756118893623352","0.756118893623352","1128","1128","1128"
"565","0.7670454382896423","0.7670454382896423","0.7670454382896423","1130","1130","1130"
"566","0.7443181872367859","0.7443181872367859","0.7443181872367859","1132","1132","1132"
"567","0.7552447319030762","0.7552447319030762","0.7552447319030762","1134","1134","1134"
"568","0.7408216595649719","0.7408216595649719","0.7408216595649719","1136","1136","1136"
"569","0.7565559148788452","0.7565559148788452","0.7565559148788452","1138","1138","1138"
"570","0.7801573276519775","0.7801573276519775","0.7801573276519775","1140","1140","1140"
"571","0.746503472328186","0.746503472328186","0.746503472328186","1142","1142","1142"
"572","0.7329545617103577","0.7329545617103577","0.7329545617103577","1144","1144","1144"
"573","0.7867133021354675","0.7867133021354675","0.7867133021354675","1146","1146","1146"
"574","0.7827796936035156","0.7827796936035156","0.7827796936035156","1148","1148","1148"
"575","0.7805944085121155","0.7805944085121155","0.7805944085121155","1150","1150","1150"
"576","0.7788461446762085","0.7788461446762085","0.7788461446762085","1152","1152","1152"
"577","0.753059446811676","0.753059446811676","0.753059446811676","1154","1154","1154"
"578","0.7618007063865662","0.7618007063865662","0.7618007063865662","1156","1156","1156"
"579","0.742132842540741","0.742132842540741","0.742132842540741","1158","1158","1158"
"580","0.7670454382896423","0.7670454382896423","0.7670454382896423","1160","1160","1160"
"581","0.7722902297973633","0.7722902297973633","0.7722902297973633","1162","1162","1162"
"582","0.7626748085021973","0.7626748085021973","0.7626748085021973","1164","1164","1164"
"583","0.754807710647583","0.754807710647583","0.754807710647583","1166","1166","1166"
"584","0.7644230723381042","0.7644230723381042","0.7644230723381042","1168","1168","1168"
"585","0.7679196000099182","0.7679196000099182","0.7679196000099182","1170","1170","1170"
"586","0.7618007063865662","0.7618007063865662","0.7618007063865662","1172","1172","1172"
"587","0.7360140085220337","0.7360140085220337","0.7360140085220337","1174","1174","1174"
"588","0.7583041787147522","0.7583041787147522","0.7583041787147522","1176","1176","1176"
"589","0.754807710647583","0.754807710647583","0.754807710647583","1178","1178","1178"
"590","0.7609265446662903","0.7609265446662903","0.7609265446662903","1180","1180","1180"
"591","0.7709790468215942","0.7709790468215942","0.7709790468215942","1182","1182","1182"
"592","0.7906468510627747","0.7906468510627747","0.7906468510627747","1184","1184","1184"
"593","0.7718531489372253","0.7718531489372253","0.7718531489372253","1186","1186","1186"
"594","0.7823426723480225","0.7823426723480225","0.7823426723480225","1188","1188","1188"
"595","0.7639859914779663","0.7639859914779663","0.7639859914779663","1190","1190","1190"
"596","0.7648601531982422","0.7648601531982422","0.7648601531982422","1192","1192","1192"
"597","0.7526223659515381","0.7526223659515381","0.7526223659515381","1194","1194","1194"
"598","0.7596153616905212","0.7596153616905212","0.7596153616905212","1196","1196","1196"
"599","0.7596153616905212","0.7596153616905212","0.7596153616905212","1198","1198","1198"
"600","0.7722902297973633","0.7722902297973633","0.7722902297973633","1200","1200","1200"
"601","0.754807710647583","0.754807710647583","0.754807710647583","1202","1202","1202"
"602","0.7460664510726929","0.7460664510726929","0.7460664510726929","1204","1204","1204"
"603","0.7766608595848083","0.7766608595848083","0.7766608595848083","1206","1206","1206"
"604","0.7714160680770874","0.7714160680770874","0.7714160680770874","1208","1208","1208"
"605","0.7727272510528564","0.7727272510528564","0.7727272510528564","1210","1210","1210"
"606","0.753496527671814","0.753496527671814","0.753496527671814","1212","1212","1212"
"607","0.7683566212654114","0.7683566212654114","0.7683566212654114","1214","1214","1214"
"608","0.7478147149085999","0.7478147149085999","0.7478147149085999","1216","1216","1216"
"609","0.756118893623352","0.756118893623352","0.756118893623352","1218","1218","1218"
"610","0.757867157459259","0.757867157459259","0.757867157459259","1220","1220","1220"
"611","0.7661713361740112","0.7661713361740112","0.7661713361740112","1222","1222","1222"
"612","0.7683566212654114","0.7683566212654114","0.7683566212654114","1224","1224","1224"
"613","0.7661713361740112","0.7661713361740112","0.7661713361740112","1226","1226","1226"
"614","0.7954545617103577","0.7954545617103577","0.7954545617103577","1228","1228","1228"
"615","0.7666084170341492","0.7666084170341492","0.7666084170341492","1230","1230","1230"
"616","0.7425699234008789","0.7425699234008789","0.7425699234008789","1232","1232","1232"
"617","0.7220279574394226","0.7220279574394226","0.7220279574394226","1234","1234","1234"
"618","0.757867157459259","0.757867157459259","0.757867157459259","1236","1236","1236"
"619","0.7552447319030762","0.7552447319030762","0.7552447319030762","1238","1238","1238"
"620","0.7185314893722534","0.7185314893722534","0.7185314893722534","1240","1240","1240"
"621","0.7381992936134338","0.7381992936134338","0.7381992936134338","1242","1242","1242"
"622","0.7609265446662903","0.7609265446662903","0.7609265446662903","1244","1244","1244"
"623","0.7604895234107971","0.7604895234107971","0.7604895234107971","1246","1246","1246"
"624","0.6551573276519775","0.6551573276519775","0.6551573276519775","1248","1248","1248"
"625","0.7639859914779663","0.7639859914779663","0.7639859914779663","1250","1250","1250"
"626","0.7639859914779663","0.7639859914779663","0.7639859914779663","1252","1252","1252"
"627","0.7923951148986816","0.7923951148986816","0.7923951148986816","1254","1254","1254"
"628","0.7749125957489014","0.7749125957489014","0.7749125957489014","1256","1256","1256"
"629","0.7447552680969238","0.7447552680969238","0.7447552680969238","1258","1258","1258"
"630","0.7718531489372253","0.7718531489372253","0.7718531489372253","1260","1260","1260"
"631","0.7434440851211548","0.7434440851211548","0.7434440851211548","1262","1262","1262"
"632","0.7508741021156311","0.7508741021156311","0.7508741021156311","1264","1264","1264"
"633","0.7718531489372253","0.7718531489372253","0.7718531489372253","1266","1266","1266"
"634","0.7875874042510986","0.7875874042510986","0.7875874042510986","1268","1268","1268"
"635","0.7967657446861267","0.7967657446861267","0.7967657446861267","1270","1270","1270"
"636","0.7687937021255493","0.7687937021255493","0.7687937021255493","1272","1272","1272"
"637","0.7443181872367859","0.7443181872367859","0.7443181872367859","1274","1274","1274"
"638","0.7298951148986816","0.7298951148986816","0.7298951148986816","1276","1276","1276"
"639","0.756118893623352","0.756118893623352","0.756118893623352","1278","1278","1278"
"640","0.7854021191596985","0.7854021191596985","0.7854021191596985","1280","1280","1280"
"641","0.7823426723480225","0.7823426723480225","0.7823426723480225","1282","1282","1282"
"642","0.7574300765991211","0.7574300765991211","0.7574300765991211","1284","1284","1284"
"643","0.756118893623352","0.756118893623352","0.756118893623352","1286","1286","1286"
"644","0.756118893623352","0.756118893623352","0.756118893623352","1288","1288","1288"
"645","0.7552447319030762","0.7552447319030762","0.7552447319030762","1290","1290","1290"
"646","0.7666084170341492","0.7666084170341492","0.7666084170341492","1292","1292","1292"
"647","0.7779720425605774","0.7779720425605774","0.7779720425605774","1294","1294","1294"
"648","0.7753496766090393","0.7753496766090393","0.7753496766090393","1296","1296","1296"
"649","0.756118893623352","0.756118893623352","0.756118893623352","1298","1298","1298"
"650","0.7596153616905212","0.7596153616905212","0.7596153616905212","1300","1300","1300"
"651","0.7443181872367859","0.7443181872367859","0.7443181872367859","1302","1302","1302"
"652","0.7757866978645325","0.7757866978645325","0.7757866978645325","1304","1304","1304"
"653","0.748688817024231","0.748688817024231","0.748688817024231","1306","1306","1306"
"654","0.7674825191497803","0.7674825191497803","0.7674825191497803","1308","1308","1308"
"655","0.7797203063964844","0.7797203063964844","0.7797203063964844","1310","1310","1310"
"656","0.7727272510528564","0.7727272510528564","0.7727272510528564","1312","1312","1312"
"657","0.7858391404151917","0.7858391404151917","0.7858391404151917","1314","1314","1314"
"658","0.7845279574394226","0.7845279574394226","0.7845279574394226","1316","1316","1316"
"659","0.7657342553138733","0.7657342553138733","0.7657342553138733","1318","1318","1318"
"660","0.7701048851013184","0.7701048851013184","0.7701048851013184","1320","1320","1320"
"661","0.7784090638160706","0.7784090638160706","0.7784090638160706","1322","1322","1322"
"662","0.7762237787246704","0.7762237787246704","0.7762237787246704","1324","1324","1324"
"663","0.7770978808403015","0.7770978808403015","0.7770978808403015","1326","1326","1326"
"664","0.7823426723480225","0.7823426723480225","0.7823426723480225","1328","1328","1328"
"665","0.7871503233909607","0.7871503233909607","0.7871503233909607","1330","1330","1330"
"666","0.7897727489471436","0.7897727489471436","0.7897727489471436","1332","1332","1332"
"667","0.7727272510528564","0.7727272510528564","0.7727272510528564","1334","1334","1334"
"668","0.7600524425506592","0.7600524425506592","0.7600524425506592","1336","1336","1336"
"669","0.7583041787147522","0.7583041787147522","0.7583041787147522","1338","1338","1338"
"670","0.7552447319030762","0.7552447319030762","0.7552447319030762","1340","1340","1340"
"671","0.7845279574394226","0.7845279574394226","0.7845279574394226","1342","1342","1342"
"672","0.7648601531982422","0.7648601531982422","0.7648601531982422","1344","1344","1344"
"673","0.7600524425506592","0.7600524425506592","0.7600524425506592","1346","1346","1346"
"674","0.7569929957389832","0.7569929957389832","0.7569929957389832","1348","1348","1348"
"675","0.7023601531982422","0.7023601531982422","0.7023601531982422","1350","1350","1350"
"676","0.746940553188324","0.746940553188324","0.746940553188324","1352","1352","1352"
"677","0.7687937021255493","0.7687937021255493","0.7687937021255493","1354","1354","1354"
"678","0.7416958212852478","0.7416958212852478","0.7416958212852478","1356","1356","1356"
"679","0.7272727489471436","0.7272727489471436","0.7272727489471436","1358","1358","1358"
"680","0.7679196000099182","0.7679196000099182","0.7679196000099182","1360","1360","1360"
"681","0.7626748085021973","0.7626748085021973","0.7626748085021973","1362","1362","1362"
"682","0.754807710647583","0.754807710647583","0.754807710647583","1364","1364","1364"
"683","0.7801573276519775","0.7801573276519775","0.7801573276519775","1366","1366","1366"
"684","0.7888985872268677","0.7888985872268677","0.7888985872268677","1368","1368","1368"
"685","0.7757866978645325","0.7757866978645325","0.7757866978645325","1370","1370","1370"
"686","0.7775349617004395","0.7775349617004395","0.7775349617004395","1372","1372","1372"
"687","0.7797203063964844","0.7797203063964844","0.7797203063964844","1374","1374","1374"
"688","0.7744755148887634","0.7744755148887634","0.7744755148887634","1376","1376","1376"
"689","0.7526223659515381","0.7526223659515381","0.7526223659515381","1378","1378","1378"
"690","0.7478147149085999","0.7478147149085999","0.7478147149085999","1380","1380","1380"
"691","0.7666084170341492","0.7666084170341492","0.7666084170341492","1382","1382","1382"
"692","0.7687937021255493","0.7687937021255493","0.7687937021255493","1384","1384","1384"
"693","0.757867157459259","0.757867157459259","0.757867157459259","1386","1386","1386"
"694","0.7583041787147522","0.7583041787147522","0.7583041787147522","1388","1388","1388"
"695","0.7736014127731323","0.7736014127731323","0.7736014127731323","1390","1390","1390"
"696","0.7779720425605774","0.7779720425605774","0.7779720425605774","1392","1392","1392"
"697","0.7652971744537354","0.7652971744537354","0.7652971744537354","1394","1394","1394"
"698","0.7399475574493408","0.7399475574493408","0.7399475574493408","1396","1396","1396"
"699","0.7574300765991211","0.7574300765991211","0.7574300765991211","1398","1398","1398"
"700","0.7670454382896423","0.7670454382896423","0.7670454382896423","1400","1400","1400"
"701","0.7683566212654114","0.7683566212654114","0.7683566212654114","1402","1402","1402"
"702","0.7823426723480225","0.7823426723480225","0.7823426723480225","1404","1404","1404"
"703","0.7884615659713745","0.7884615659713745","0.7884615659713745","1406","1406","1406"
"704","0.7661713361740112","0.7661713361740112","0.7661713361740112","1408","1408","1408"
"705","0.7854021191596985","0.7854021191596985","0.7854021191596985","1410","1410","1410"
"706","0.7687937021255493","0.7687937021255493","0.7687937021255493","1412","1412","1412"
"707","0.7631118893623352","0.7631118893623352","0.7631118893623352","1414","1414","1414"
"708","0.7731643319129944","0.7731643319129944","0.7731643319129944","1416","1416","1416"
"709","0.7849650382995605","0.7849650382995605","0.7849650382995605","1418","1418","1418"
"710","0.7749125957489014","0.7749125957489014","0.7749125957489014","1420","1420","1420"
"711","0.7932692170143127","0.7932692170143127","0.7932692170143127","1422","1422","1422"
"712","0.7867133021354675","0.7867133021354675","0.7867133021354675","1424","1424","1424"
"713","0.7819055914878845","0.7819055914878845","0.7819055914878845","1426","1426","1426"
"714","0.7770978808403015","0.7770978808403015","0.7770978808403015","1428","1428","1428"
"715","0.7845279574394226","0.7845279574394226","0.7845279574394226","1430","1430","1430"
"716","0.7727272510528564","0.7727272510528564","0.7727272510528564","1432","1432","1432"
"717","0.7115384340286255","0.7115384340286255","0.7115384340286255","1434","1434","1434"
"718","0.7618007063865662","0.7618007063865662","0.7618007063865662","1436","1436","1436"
"719","0.7447552680969238","0.7447552680969238","0.7447552680969238","1438","1438","1438"
