"epoch","Depthwise lenet WDA - test_acc","Depthwise lenet WDA - test_acc__MIN","Depthwise lenet WDA - test_acc__MAX","Depthwise lenet WDA - _step","Depthwise lenet WDA - _step__MIN","Depthwise lenet WDA - _step__MAX"
"720","0.7884615659713745","0.7884615659713745","0.7884615659713745","1440","1440","1440"
"721","0.7919580340385437","0.7919580340385437","0.7919580340385437","1442","1442","1442"
"722","0.7845279574394226","0.7845279574394226","0.7845279574394226","1444","1444","1444"
"723","0.7631118893623352","0.7631118893623352","0.7631118893623352","1446","1446","1446"
"724","0.7526223659515381","0.7526223659515381","0.7526223659515381","1448","1448","1448"
"725","0.7801573276519775","0.7801573276519775","0.7801573276519775","1450","1450","1450"
"726","0.7801573276519775","0.7801573276519775","0.7801573276519775","1452","1452","1452"
"727","0.7775349617004395","0.7775349617004395","0.7775349617004395","1454","1454","1454"
"728","0.7692307829856873","0.7692307829856873","0.7692307829856873","1456","1456","1456"
"729","0.7526223659515381","0.7526223659515381","0.7526223659515381","1458","1458","1458"
"730","0.7714160680770874","0.7714160680770874","0.7714160680770874","1460","1460","1460"
"731","0.7902097702026367","0.7902097702026367","0.7902097702026367","1462","1462","1462"
"732","0.7950174808502197","0.7950174808502197","0.7950174808502197","1464","1464","1464"
"733","0.7950174808502197","0.7950174808502197","0.7950174808502197","1466","1466","1466"
"734","0.7950174808502197","0.7950174808502197","0.7950174808502197","1468","1468","1468"
"735","0.7928321957588196","0.7928321957588196","0.7928321957588196","1470","1470","1470"
"736","0.7565559148788452","0.7565559148788452","0.7565559148788452","1472","1472","1472"
"737","0.7779720425605774","0.7779720425605774","0.7779720425605774","1474","1474","1474"
"738","0.7696678042411804","0.7696678042411804","0.7696678042411804","1476","1476","1476"
"739","0.7696678042411804","0.7696678042411804","0.7696678042411804","1478","1478","1478"
"740","0.7736014127731323","0.7736014127731323","0.7736014127731323","1480","1480","1480"
"741","0.7805944085121155","0.7805944085121155","0.7805944085121155","1482","1482","1482"
"742","0.7823426723480225","0.7823426723480225","0.7823426723480225","1484","1484","1484"
"743","0.7867133021354675","0.7867133021354675","0.7867133021354675","1486","1486","1486"
"744","0.7635489702224731","0.7635489702224731","0.7635489702224731","1488","1488","1488"
"745","0.7779720425605774","0.7779720425605774","0.7779720425605774","1490","1490","1490"
"746","0.7657342553138733","0.7657342553138733","0.7657342553138733","1492","1492","1492"
"747","0.757867157459259","0.757867157459259","0.757867157459259","1494","1494","1494"
"748","0.7871503233909607","0.7871503233909607","0.7871503233909607","1496","1496","1496"
"749","0.7932692170143127","0.7932692170143127","0.7932692170143127","1498","1498","1498"
"750","0.7963286638259888","0.7963286638259888","0.7963286638259888","1500","1500","1500"
"751","0.7666084170341492","0.7666084170341492","0.7666084170341492","1502","1502","1502"
"752","0.7618007063865662","0.7618007063865662","0.7618007063865662","1504","1504","1504"
"753","0.7696678042411804","0.7696678042411804","0.7696678042411804","1506","1506","1506"
"754","0.7805944085121155","0.7805944085121155","0.7805944085121155","1508","1508","1508"
"755","0.7963286638259888","0.7963286638259888","0.7963286638259888","1510","1510","1510"
"756","0.7762237787246704","0.7762237787246704","0.7762237787246704","1512","1512","1512"
"757","0.7740384340286255","0.7740384340286255","0.7740384340286255","1514","1514","1514"
"758","0.7618007063865662","0.7618007063865662","0.7618007063865662","1516","1516","1516"
"759","0.748251736164093","0.748251736164093","0.748251736164093","1518","1518","1518"
"760","0.7840909361839294","0.7840909361839294","0.7840909361839294","1520","1520","1520"
"761","0.7884615659713745","0.7884615659713745","0.7884615659713745","1522","1522","1522"
"762","0.7797203063964844","0.7797203063964844","0.7797203063964844","1524","1524","1524"
"763","0.7692307829856873","0.7692307829856873","0.7692307829856873","1526","1526","1526"
"764","0.7701048851013184","0.7701048851013184","0.7701048851013184","1528","1528","1528"
"765","0.7652971744537354","0.7652971744537354","0.7652971744537354","1530","1530","1530"
"766","0.7766608595848083","0.7766608595848083","0.7766608595848083","1532","1532","1532"
"767","0.7613636255264282","0.7613636255264282","0.7613636255264282","1534","1534","1534"
"768","0.7893356680870056","0.7893356680870056","0.7893356680870056","1536","1536","1536"
"769","0.7770978808403015","0.7770978808403015","0.7770978808403015","1538","1538","1538"
"770","0.7556818127632141","0.7556818127632141","0.7556818127632141","1540","1540","1540"
"771","0.7705419659614563","0.7705419659614563","0.7705419659614563","1542","1542","1542"
"772","0.7447552680969238","0.7447552680969238","0.7447552680969238","1544","1544","1544"
"773","0.7945803999900818","0.7945803999900818","0.7945803999900818","1546","1546","1546"
"774","0.7958915829658508","0.7958915829658508","0.7958915829658508","1548","1548","1548"
"775","0.7875874042510986","0.7875874042510986","0.7875874042510986","1550","1550","1550"
"776","0.7902097702026367","0.7902097702026367","0.7902097702026367","1552","1552","1552"
"777","0.7652971744537354","0.7652971744537354","0.7652971744537354","1554","1554","1554"
"778","0.7753496766090393","0.7753496766090393","0.7753496766090393","1556","1556","1556"
"779","0.7805944085121155","0.7805944085121155","0.7805944085121155","1558","1558","1558"
"780","0.7792832255363464","0.7792832255363464","0.7792832255363464","1560","1560","1560"
"781","0.7565559148788452","0.7565559148788452","0.7565559148788452","1562","1562","1562"
"782","0.7770978808403015","0.7770978808403015","0.7770978808403015","1564","1564","1564"
"783","0.7854021191596985","0.7854021191596985","0.7854021191596985","1566","1566","1566"
"784","0.7591783404350281","0.7591783404350281","0.7591783404350281","1568","1568","1568"
"785","0.7862762212753296","0.7862762212753296","0.7862762212753296","1570","1570","1570"
"786","0.7679196000099182","0.7679196000099182","0.7679196000099182","1572","1572","1572"
"787","0.7871503233909607","0.7871503233909607","0.7871503233909607","1574","1574","1574"
"788","0.7823426723480225","0.7823426723480225","0.7823426723480225","1576","1576","1576"
"789","0.7884615659713745","0.7884615659713745","0.7884615659713745","1578","1578","1578"
"790","0.7862762212753296","0.7862762212753296","0.7862762212753296","1580","1580","1580"
"791","0.7797203063964844","0.7797203063964844","0.7797203063964844","1582","1582","1582"
"792","0.7792832255363464","0.7792832255363464","0.7792832255363464","1584","1584","1584"
"793","0.7381992936134338","0.7381992936134338","0.7381992936134338","1586","1586","1586"
"794","0.7460664510726929","0.7460664510726929","0.7460664510726929","1588","1588","1588"
"795","0.7342657446861267","0.7342657446861267","0.7342657446861267","1590","1590","1590"
"796","0.7281468510627747","0.7281468510627747","0.7281468510627747","1592","1592","1592"
"797","0.6927447319030762","0.6927447319030762","0.6927447319030762","1594","1594","1594"
"798","0.7360140085220337","0.7360140085220337","0.7360140085220337","1596","1596","1596"
"799","0.7766608595848083","0.7766608595848083","0.7766608595848083","1598","1598","1598"
"800","0.7740384340286255","0.7740384340286255","0.7740384340286255","1600","1600","1600"
"801","0.7784090638160706","0.7784090638160706","0.7784090638160706","1602","1602","1602"
"802","0.7770978808403015","0.7770978808403015","0.7770978808403015","1604","1604","1604"
"803","0.7836538553237915","0.7836538553237915","0.7836538553237915","1606","1606","1606"
"804","0.7661713361740112","0.7661713361740112","0.7661713361740112","1608","1608","1608"
"805","0.7893356680870056","0.7893356680870056","0.7893356680870056","1610","1610","1610"
"806","0.7980769276618958","0.7980769276618958","0.7980769276618958","1612","1612","1612"
"807","0.7880244851112366","0.7880244851112366","0.7880244851112366","1614","1614","1614"
"808","0.7810314893722534","0.7810314893722534","0.7810314893722534","1616","1616","1616"
"809","0.7390734553337097","0.7390734553337097","0.7390734553337097","1618","1618","1618"
"810","0.7521852850914001","0.7521852850914001","0.7521852850914001","1620","1620","1620"
"811","0.7539335489273071","0.7539335489273071","0.7539335489273071","1622","1622","1622"
"812","0.7840909361839294","0.7840909361839294","0.7840909361839294","1624","1624","1624"
"813","0.7766608595848083","0.7766608595848083","0.7766608595848083","1626","1626","1626"
"814","0.7569929957389832","0.7569929957389832","0.7569929957389832","1628","1628","1628"
"815","0.7945803999900818","0.7945803999900818","0.7945803999900818","1630","1630","1630"
"816","0.751311182975769","0.751311182975769","0.751311182975769","1632","1632","1632"
"817","0.7731643319129944","0.7731643319129944","0.7731643319129944","1634","1634","1634"
"818","0.7910839319229126","0.7910839319229126","0.7910839319229126","1636","1636","1636"
"819","0.7932692170143127","0.7932692170143127","0.7932692170143127","1638","1638","1638"
"820","0.7954545617103577","0.7954545617103577","0.7954545617103577","1640","1640","1640"
"821","0.7845279574394226","0.7845279574394226","0.7845279574394226","1642","1642","1642"
"822","0.7792832255363464","0.7792832255363464","0.7792832255363464","1644","1644","1644"
"823","0.7893356680870056","0.7893356680870056","0.7893356680870056","1646","1646","1646"
"824","0.7788461446762085","0.7788461446762085","0.7788461446762085","1648","1648","1648"
"825","0.7631118893623352","0.7631118893623352","0.7631118893623352","1650","1650","1650"
"826","0.7749125957489014","0.7749125957489014","0.7749125957489014","1652","1652","1652"
"827","0.7972028255462646","0.7972028255462646","0.7972028255462646","1654","1654","1654"
"828","0.7884615659713745","0.7884615659713745","0.7884615659713745","1656","1656","1656"
"829","0.7652971744537354","0.7652971744537354","0.7652971744537354","1658","1658","1658"
"830","0.7823426723480225","0.7823426723480225","0.7823426723480225","1660","1660","1660"
"831","0.7709790468215942","0.7709790468215942","0.7709790468215942","1662","1662","1662"
"832","0.7906468510627747","0.7906468510627747","0.7906468510627747","1664","1664","1664"
"833","0.7635489702224731","0.7635489702224731","0.7635489702224731","1666","1666","1666"
"834","0.7836538553237915","0.7836538553237915","0.7836538553237915","1668","1668","1668"
"835","0.7775349617004395","0.7775349617004395","0.7775349617004395","1670","1670","1670"
"836","0.7858391404151917","0.7858391404151917","0.7858391404151917","1672","1672","1672"
"837","0.7753496766090393","0.7753496766090393","0.7753496766090393","1674","1674","1674"
"838","0.7792832255363464","0.7792832255363464","0.7792832255363464","1676","1676","1676"
"839","0.7836538553237915","0.7836538553237915","0.7836538553237915","1678","1678","1678"
"840","0.7915209531784058","0.7915209531784058","0.7915209531784058","1680","1680","1680"
"841","0.7989510297775269","0.7989510297775269","0.7989510297775269","1682","1682","1682"
"842","0.7880244851112366","0.7880244851112366","0.7880244851112366","1684","1684","1684"
"843","0.7862762212753296","0.7862762212753296","0.7862762212753296","1686","1686","1686"
"844","0.7867133021354675","0.7867133021354675","0.7867133021354675","1688","1688","1688"
"845","0.7119755148887634","0.7119755148887634","0.7119755148887634","1690","1690","1690"
"846","0.7368881106376648","0.7368881106376648","0.7368881106376648","1692","1692","1692"
"847","0.7701048851013184","0.7701048851013184","0.7701048851013184","1694","1694","1694"
"848","0.7888985872268677","0.7888985872268677","0.7888985872268677","1696","1696","1696"
"849","0.7731643319129944","0.7731643319129944","0.7731643319129944","1698","1698","1698"
"850","0.7801573276519775","0.7801573276519775","0.7801573276519775","1700","1700","1700"
"851","0.7714160680770874","0.7714160680770874","0.7714160680770874","1702","1702","1702"
"852","0.7792832255363464","0.7792832255363464","0.7792832255363464","1704","1704","1704"
"853","0.7854021191596985","0.7854021191596985","0.7854021191596985","1706","1706","1706"
"854","0.7954545617103577","0.7954545617103577","0.7954545617103577","1708","1708","1708"
"855","0.7727272510528564","0.7727272510528564","0.7727272510528564","1710","1710","1710"
"856","0.7679196000099182","0.7679196000099182","0.7679196000099182","1712","1712","1712"
"857","0.7722902297973633","0.7722902297973633","0.7722902297973633","1714","1714","1714"
"858","0.7823426723480225","0.7823426723480225","0.7823426723480225","1716","1716","1716"
"859","0.7115384340286255","0.7115384340286255","0.7115384340286255","1718","1718","1718"
"860","0.7635489702224731","0.7635489702224731","0.7635489702224731","1720","1720","1720"
"861","0.7897727489471436","0.7897727489471436","0.7897727489471436","1722","1722","1722"
"862","0.745192289352417","0.745192289352417","0.745192289352417","1724","1724","1724"
"863","0.7775349617004395","0.7775349617004395","0.7775349617004395","1726","1726","1726"
"864","0.7722902297973633","0.7722902297973633","0.7722902297973633","1728","1728","1728"
"865","0.7980769276618958","0.7980769276618958","0.7980769276618958","1730","1730","1730"
"866","0.7797203063964844","0.7797203063964844","0.7797203063964844","1732","1732","1732"
"867","0.7976398468017578","0.7976398468017578","0.7976398468017578","1734","1734","1734"
"868","0.7696678042411804","0.7696678042411804","0.7696678042411804","1736","1736","1736"
"869","0.7845279574394226","0.7845279574394226","0.7845279574394226","1738","1738","1738"
"870","0.8006992936134338","0.8006992936134338","0.8006992936134338","1740","1740","1740"
"871","0.7963286638259888","0.7963286638259888","0.7963286638259888","1742","1742","1742"
"872","0.7928321957588196","0.7928321957588196","0.7928321957588196","1744","1744","1744"
"873","0.8033216595649719","0.8033216595649719","0.8033216595649719","1746","1746","1746"
"874","0.7884615659713745","0.7884615659713745","0.7884615659713745","1748","1748","1748"
"875","0.7941433787345886","0.7941433787345886","0.7941433787345886","1750","1750","1750"
"876","0.7141608595848083","0.7141608595848083","0.7141608595848083","1752","1752","1752"
"877","0.7718531489372253","0.7718531489372253","0.7718531489372253","1754","1754","1754"
"878","0.695367157459259","0.695367157459259","0.695367157459259","1756","1756","1756"
"879","0.7613636255264282","0.7613636255264282","0.7613636255264282","1758","1758","1758"
"880","0.7854021191596985","0.7854021191596985","0.7854021191596985","1760","1760","1760"
"881","0.7875874042510986","0.7875874042510986","0.7875874042510986","1762","1762","1762"
"882","0.7937062978744507","0.7937062978744507","0.7937062978744507","1764","1764","1764"
"883","0.7945803999900818","0.7945803999900818","0.7945803999900818","1766","1766","1766"
"884","0.7871503233909607","0.7871503233909607","0.7871503233909607","1768","1768","1768"
"885","0.7779720425605774","0.7779720425605774","0.7779720425605774","1770","1770","1770"
"886","0.7679196000099182","0.7679196000099182","0.7679196000099182","1772","1772","1772"
"887","0.7814685106277466","0.7814685106277466","0.7814685106277466","1774","1774","1774"
"888","0.7416958212852478","0.7416958212852478","0.7416958212852478","1776","1776","1776"
"889","0.7596153616905212","0.7596153616905212","0.7596153616905212","1778","1778","1778"
"890","0.7430070042610168","0.7430070042610168","0.7430070042610168","1780","1780","1780"
"891","0.7666084170341492","0.7666084170341492","0.7666084170341492","1782","1782","1782"
"892","0.748251736164093","0.748251736164093","0.748251736164093","1784","1784","1784"
"893","0.7504370808601379","0.7504370808601379","0.7504370808601379","1786","1786","1786"
"894","0.7915209531784058","0.7915209531784058","0.7915209531784058","1788","1788","1788"
"895","0.7430070042610168","0.7430070042610168","0.7430070042610168","1790","1790","1790"
"896","0.7832167744636536","0.7832167744636536","0.7832167744636536","1792","1792","1792"
"897","0.7766608595848083","0.7766608595848083","0.7766608595848083","1794","1794","1794"
"898","0.7972028255462646","0.7972028255462646","0.7972028255462646","1796","1796","1796"
"899","0.7600524425506592","0.7600524425506592","0.7600524425506592","1798","1798","1798"
"900","0.7862762212753296","0.7862762212753296","0.7862762212753296","1800","1800","1800"
"901","0.8015734553337097","0.8015734553337097","0.8015734553337097","1802","1802","1802"
"902","0.7687937021255493","0.7687937021255493","0.7687937021255493","1804","1804","1804"
"903","0.7906468510627747","0.7906468510627747","0.7906468510627747","1806","1806","1806"
"904","0.7862762212753296","0.7862762212753296","0.7862762212753296","1808","1808","1808"
"905","0.7880244851112366","0.7880244851112366","0.7880244851112366","1810","1810","1810"
"906","0.7805944085121155","0.7805944085121155","0.7805944085121155","1812","1812","1812"
"907","0.7373251914978027","0.7373251914978027","0.7373251914978027","1814","1814","1814"
"908","0.7714160680770874","0.7714160680770874","0.7714160680770874","1816","1816","1816"
"909","0.7613636255264282","0.7613636255264282","0.7613636255264282","1818","1818","1818"
"910","0.757867157459259","0.757867157459259","0.757867157459259","1820","1820","1820"
"911","0.7788461446762085","0.7788461446762085","0.7788461446762085","1822","1822","1822"
"912","0.7797203063964844","0.7797203063964844","0.7797203063964844","1824","1824","1824"
"913","0.7932692170143127","0.7932692170143127","0.7932692170143127","1826","1826","1826"
"914","0.7963286638259888","0.7963286638259888","0.7963286638259888","1828","1828","1828"
"915","0.7897727489471436","0.7897727489471436","0.7897727489471436","1830","1830","1830"
"916","0.7954545617103577","0.7954545617103577","0.7954545617103577","1832","1832","1832"
"917","0.7714160680770874","0.7714160680770874","0.7714160680770874","1834","1834","1834"
"918","0.7923951148986816","0.7923951148986816","0.7923951148986816","1836","1836","1836"
"919","0.7923951148986816","0.7923951148986816","0.7923951148986816","1838","1838","1838"
"920","0.7775349617004395","0.7775349617004395","0.7775349617004395","1840","1840","1840"
"921","0.7727272510528564","0.7727272510528564","0.7727272510528564","1842","1842","1842"
"922","0.7941433787345886","0.7941433787345886","0.7941433787345886","1844","1844","1844"
"923","0.8011363744735718","0.8011363744735718","0.8011363744735718","1846","1846","1846"
"924","0.7893356680870056","0.7893356680870056","0.7893356680870056","1848","1848","1848"
"925","0.7897727489471436","0.7897727489471436","0.7897727489471436","1850","1850","1850"
"926","0.7875874042510986","0.7875874042510986","0.7875874042510986","1852","1852","1852"
"927","0.754807710647583","0.754807710647583","0.754807710647583","1854","1854","1854"
"928","0.7639859914779663","0.7639859914779663","0.7639859914779663","1856","1856","1856"
"929","0.7805944085121155","0.7805944085121155","0.7805944085121155","1858","1858","1858"
"930","0.7980769276618958","0.7980769276618958","0.7980769276618958","1860","1860","1860"
"931","0.7858391404151917","0.7858391404151917","0.7858391404151917","1862","1862","1862"
"932","0.7683566212654114","0.7683566212654114","0.7683566212654114","1864","1864","1864"
"933","0.7836538553237915","0.7836538553237915","0.7836538553237915","1866","1866","1866"
"934","0.7897727489471436","0.7897727489471436","0.7897727489471436","1868","1868","1868"
"935","0.8020104765892029","0.8020104765892029","0.8020104765892029","1870","1870","1870"
"936","0.7871503233909607","0.7871503233909607","0.7871503233909607","1872","1872","1872"
"937","0.7613636255264282","0.7613636255264282","0.7613636255264282","1874","1874","1874"
"938","0.7784090638160706","0.7784090638160706","0.7784090638160706","1876","1876","1876"
"939","0.7945803999900818","0.7945803999900818","0.7945803999900818","1878","1878","1878"
"940","0.7692307829856873","0.7692307829856873","0.7692307829856873","1880","1880","1880"
"941","0.7626748085021973","0.7626748085021973","0.7626748085021973","1882","1882","1882"
"942","0.7888985872268677","0.7888985872268677","0.7888985872268677","1884","1884","1884"
"943","0.743881106376648","0.743881106376648","0.743881106376648","1886","1886","1886"
"944","0.7827796936035156","0.7827796936035156","0.7827796936035156","1888","1888","1888"
"945","0.7591783404350281","0.7591783404350281","0.7591783404350281","1890","1890","1890"
"946","0.7569929957389832","0.7569929957389832","0.7569929957389832","1892","1892","1892"
"947","0.7967657446861267","0.7967657446861267","0.7967657446861267","1894","1894","1894"
"948","0.7897727489471436","0.7897727489471436","0.7897727489471436","1896","1896","1896"
"949","0.7888985872268677","0.7888985872268677","0.7888985872268677","1898","1898","1898"
"950","0.7801573276519775","0.7801573276519775","0.7801573276519775","1900","1900","1900"
"951","0.7862762212753296","0.7862762212753296","0.7862762212753296","1902","1902","1902"
"952","0.7766608595848083","0.7766608595848083","0.7766608595848083","1904","1904","1904"
"953","0.7657342553138733","0.7657342553138733","0.7657342553138733","1906","1906","1906"
"954","0.7639859914779663","0.7639859914779663","0.7639859914779663","1908","1908","1908"
"955","0.7215909361839294","0.7215909361839294","0.7215909361839294","1910","1910","1910"
"956","0.757867157459259","0.757867157459259","0.757867157459259","1912","1912","1912"
"957","0.7574300765991211","0.7574300765991211","0.7574300765991211","1914","1914","1914"
"958","0.753059446811676","0.753059446811676","0.753059446811676","1916","1916","1916"
"959","0.7910839319229126","0.7910839319229126","0.7910839319229126","1918","1918","1918"
"960","0.7810314893722534","0.7810314893722534","0.7810314893722534","1920","1920","1920"
"961","0.7666084170341492","0.7666084170341492","0.7666084170341492","1922","1922","1922"
"962","0.7910839319229126","0.7910839319229126","0.7910839319229126","1924","1924","1924"
"963","0.806381106376648","0.806381106376648","0.806381106376648","1926","1926","1926"
"964","0.8129370808601379","0.8129370808601379","0.8129370808601379","1928","1928","1928"
"965","0.8020104765892029","0.8020104765892029","0.8020104765892029","1930","1930","1930"
"966","0.7893356680870056","0.7893356680870056","0.7893356680870056","1932","1932","1932"
"967","0.742132842540741","0.742132842540741","0.742132842540741","1934","1934","1934"
"968","0.7832167744636536","0.7832167744636536","0.7832167744636536","1936","1936","1936"
"969","0.7709790468215942","0.7709790468215942","0.7709790468215942","1938","1938","1938"
"970","0.7797203063964844","0.7797203063964844","0.7797203063964844","1940","1940","1940"
"971","0.7215909361839294","0.7215909361839294","0.7215909361839294","1942","1942","1942"
"972","0.7932692170143127","0.7932692170143127","0.7932692170143127","1944","1944","1944"
"973","0.7779720425605774","0.7779720425605774","0.7779720425605774","1946","1946","1946"
"974","0.7941433787345886","0.7941433787345886","0.7941433787345886","1948","1948","1948"
"975","0.7928321957588196","0.7928321957588196","0.7928321957588196","1950","1950","1950"
"976","0.7972028255462646","0.7972028255462646","0.7972028255462646","1952","1952","1952"
"977","0.7814685106277466","0.7814685106277466","0.7814685106277466","1954","1954","1954"
"978","0.7915209531784058","0.7915209531784058","0.7915209531784058","1956","1956","1956"
"979","0.7915209531784058","0.7915209531784058","0.7915209531784058","1958","1958","1958"
"980","0.8028846383094788","0.8028846383094788","0.8028846383094788","1960","1960","1960"
"981","0.7858391404151917","0.7858391404151917","0.7858391404151917","1962","1962","1962"
"982","0.7932692170143127","0.7932692170143127","0.7932692170143127","1964","1964","1964"
"983","0.8068181872367859","0.8068181872367859","0.8068181872367859","1966","1966","1966"
"984","0.8037587404251099","0.8037587404251099","0.8037587404251099","1968","1968","1968"
"985","0.8002622127532959","0.8002622127532959","0.8002622127532959","1970","1970","1970"
"986","0.8002622127532959","0.8002622127532959","0.8002622127532959","1972","1972","1972"
"987","0.7932692170143127","0.7932692170143127","0.7932692170143127","1974","1974","1974"
"988","0.8081293702125549","0.8081293702125549","0.8081293702125549","1976","1976","1976"
"989","0.7819055914878845","0.7819055914878845","0.7819055914878845","1978","1978","1978"
"990","0.7906468510627747","0.7906468510627747","0.7906468510627747","1980","1980","1980"
"991","0.7753496766090393","0.7753496766090393","0.7753496766090393","1982","1982","1982"
"992","0.7810314893722534","0.7810314893722534","0.7810314893722534","1984","1984","1984"
"993","0.7775349617004395","0.7775349617004395","0.7775349617004395","1986","1986","1986"
"994","0.7958915829658508","0.7958915829658508","0.7958915829658508","1988","1988","1988"
"995","0.7827796936035156","0.7827796936035156","0.7827796936035156","1990","1990","1990"
"996","0.7709790468215942","0.7709790468215942","0.7709790468215942","1992","1992","1992"
"997","0.6542832255363464","0.6542832255363464","0.6542832255363464","1994","1994","1994"
"998","0.7923951148986816","0.7923951148986816","0.7923951148986816","1996","1996","1996"
"999","0.7919580340385437","0.7919580340385437","0.7919580340385437","1998","1998","1998"
