"epoch","Test all epochs - train_acc","Test all epochs - train_acc__MIN","Test all epochs - train_acc__MAX","Test all epochs - _step","Test all epochs - _step__MIN","Test all epochs - _step__MAX","Test all epochs - test_acc","Test all epochs - test_acc__MIN","Test all epochs - test_acc__MAX","All epochs with augmentation - train_acc","All epochs with augmentation - train_acc__MIN","All epochs with augmentation - train_acc__MAX","All epochs with augmentation - _step","All epochs with augmentation - _step__MIN","All epochs with augmentation - _step__MAX","All epochs with augmentation - test_acc","All epochs with augmentation - test_acc__MIN","All epochs with augmentation - test_acc__MAX"
"850","","","","","","","","","","0.4650000035762787","0.4650000035762787","0.4650000035762787","1700.5","1700","1701","0.5214160680770874","0.5214160680770874","0.5214160680770874"
"851","","","","","","","","","","0.4950000047683716","0.4950000047683716","0.4950000047683716","1702.5","1702","1703","0.5192307829856873","0.5192307829856873","0.5192307829856873"
"852","","","","","","","","","","0.5149999856948853","0.5149999856948853","0.5149999856948853","1704.5","1704","1705","0.5157342553138733","0.5157342553138733","0.5157342553138733"
"853","","","","","","","","","","0.5425000190734863","0.5425000190734863","0.5425000190734863","1706.5","1706","1707","0.5179196000099182","0.5179196000099182","0.5179196000099182"
"854","","","","","","","","","","0.4975000023841858","0.4975000023841858","0.4975000023841858","1708.5","1708","1709","0.5174825191497803","0.5174825191497803","0.5174825191497803"
"855","","","","","","","","","","0.5024999976158142","0.5024999976158142","0.5024999976158142","1710.5","1710","1711","0.5170454382896423","0.5170454382896423","0.5170454382896423"
"856","","","","","","","","","","0.4925000071525574","0.4925000071525574","0.4925000071525574","1712.5","1712","1713","0.5135489702224731","0.5135489702224731","0.5135489702224731"
"857","","","","","","","","","","0.4925000071525574","0.4925000071525574","0.4925000071525574","1714.5","1714","1715","0.5192307829856873","0.5192307829856873","0.5192307829856873"
"858","","","","","","","","","","0.47749999165534973","0.47749999165534973","0.47749999165534973","1716.5","1716","1717","0.5201048851013184","0.5201048851013184","0.5201048851013184"
"859","","","","","","","","","","0.48750001192092896","0.48750001192092896","0.48750001192092896","1718.5","1718","1719","0.5214160680770874","0.5214160680770874","0.5214160680770874"
"860","","","","","","","","","","0.4724999964237213","0.4724999964237213","0.4724999964237213","1720.5","1720","1721","0.5201048851013184","0.5201048851013184","0.5201048851013184"
"861","","","","","","","","","","0.5099999904632568","0.5099999904632568","0.5099999904632568","1722.5","1722","1723","0.5209790468215942","0.5209790468215942","0.5209790468215942"
"862","","","","","","","","","","0.5","0.5","0.5","1724.5","1724","1725","0.5183566212654114","0.5183566212654114","0.5183566212654114"
"863","","","","","","","","","","0.5199999809265137","0.5199999809265137","0.5199999809265137","1726.5","1726","1727","0.5152971744537354","0.5152971744537354","0.5152971744537354"
"864","","","","","","","","","","0.5024999976158142","0.5024999976158142","0.5024999976158142","1728.5","1728","1729","0.5218531489372253","0.5218531489372253","0.5218531489372253"
"865","","","","","","","","","","0.5249999761581421","0.5249999761581421","0.5249999761581421","1730.5","1730","1731","0.5209790468215942","0.5209790468215942","0.5209790468215942"
"866","","","","","","","","","","0.49000000953674316","0.49000000953674316","0.49000000953674316","1732.5","1732","1733","0.5201048851013184","0.5201048851013184","0.5201048851013184"
"867","","","","","","","","","","0.5350000262260437","0.5350000262260437","0.5350000262260437","1734.5","1734","1735","0.5214160680770874","0.5214160680770874","0.5214160680770874"
"868","","","","","","","","","","0.47749999165534973","0.47749999165534973","0.47749999165534973","1736.5","1736","1737","0.5209790468215942","0.5209790468215942","0.5209790468215942"
"869","","","","","","","","","","0.5274999737739563","0.5274999737739563","0.5274999737739563","1738.5","1738","1739","0.5170454382896423","0.5170454382896423","0.5170454382896423"
"870","","","","","","","","","","0.4449999928474426","0.4449999928474426","0.4449999928474426","1740.5","1740","1741","0.5174825191497803","0.5174825191497803","0.5174825191497803"
"871","","","","","","","","","","0.4749999940395355","0.4749999940395355","0.4749999940395355","1742.5","1742","1743","0.5161713361740112","0.5161713361740112","0.5161713361740112"
"872","","","","","","","","","","0.5425000190734863","0.5425000190734863","0.5425000190734863","1744.5","1744","1745","0.5179196000099182","0.5179196000099182","0.5179196000099182"
"873","","","","","","","","","","0.5224999785423279","0.5224999785423279","0.5224999785423279","1746.5","1746","1747","0.5192307829856873","0.5192307829856873","0.5192307829856873"
"874","","","","","","","","","","0.5","0.5","0.5","1748.5","1748","1749","0.5161713361740112","0.5161713361740112","0.5161713361740112"
"875","","","","","","","","","","0.49000000953674316","0.49000000953674316","0.49000000953674316","1750.5","1750","1751","0.5135489702224731","0.5135489702224731","0.5135489702224731"
"876","","","","","","","","","","0.5","0.5","0.5","1752.5","1752","1753","0.5209790468215942","0.5209790468215942","0.5209790468215942"
"877","","","","","","","","","","0.45750001072883606","0.45750001072883606","0.45750001072883606","1754.5","1754","1755","0.5196678042411804","0.5196678042411804","0.5196678042411804"
"878","","","","","","","","","","0.4699999988079071","0.4699999988079071","0.4699999988079071","1756.5","1756","1757","0.5201048851013184","0.5201048851013184","0.5201048851013184"
"879","","","","","","","","","","0.4724999964237213","0.4724999964237213","0.4724999964237213","1758.5","1758","1759","0.5236014127731323","0.5236014127731323","0.5236014127731323"
"880","","","","","","","","","","0.47999998927116394","0.47999998927116394","0.47999998927116394","1760.5","1760","1761","0.5244755148887634","0.5244755148887634","0.5244755148887634"
"881","","","","","","","","","","0.4950000047683716","0.4950000047683716","0.4950000047683716","1762.5","1762","1763","0.5192307829856873","0.5192307829856873","0.5192307829856873"
"882","","","","","","","","","","0.48750001192092896","0.48750001192092896","0.48750001192092896","1764.5","1764","1765","0.5201048851013184","0.5201048851013184","0.5201048851013184"
"883","","","","","","","","","","0.5274999737739563","0.5274999737739563","0.5274999737739563","1766.5","1766","1767","0.5222902297973633","0.5222902297973633","0.5222902297973633"
"884","","","","","","","","","","0.44749999046325684","0.44749999046325684","0.44749999046325684","1768.5","1768","1769","0.5236014127731323","0.5236014127731323","0.5236014127731323"
"885","","","","","","","","","","0.4950000047683716","0.4950000047683716","0.4950000047683716","1770.5","1770","1771","0.5209790468215942","0.5209790468215942","0.5209790468215942"
"886","","","","","","","","","","0.5425000190734863","0.5425000190734863","0.5425000190734863","1772.5","1772","1773","0.5118007063865662","0.5118007063865662","0.5118007063865662"
"887","","","","","","","","","","0.5224999785423279","0.5224999785423279","0.5224999785423279","1774.5","1774","1775","0.5139859914779663","0.5139859914779663","0.5139859914779663"
"888","","","","","","","","","","0.4699999988079071","0.4699999988079071","0.4699999988079071","1776.5","1776","1777","0.5187937021255493","0.5187937021255493","0.5187937021255493"
"889","","","","","","","","","","0.47999998927116394","0.47999998927116394","0.47999998927116394","1778.5","1778","1779","0.5148601531982422","0.5148601531982422","0.5148601531982422"
"890","","","","","","","","","","0.4625000059604645","0.4625000059604645","0.4625000059604645","1780.5","1780","1781","0.5214160680770874","0.5214160680770874","0.5214160680770874"
"891","","","","","","","","","","0.5","0.5","0.5","1782.5","1782","1783","0.5187937021255493","0.5187937021255493","0.5187937021255493"
"892","","","","","","","","","","0.45249998569488525","0.45249998569488525","0.45249998569488525","1784.5","1784","1785","0.5236014127731323","0.5236014127731323","0.5236014127731323"
"893","","","","","","","","","","0.5224999785423279","0.5224999785423279","0.5224999785423279","1786.5","1786","1787","0.5305944085121155","0.5305944085121155","0.5305944085121155"
"894","","","","","","","","","","0.5024999976158142","0.5024999976158142","0.5024999976158142","1788.5","1788","1789","0.5279720425605774","0.5279720425605774","0.5279720425605774"
"895","","","","","","","","","","0.4975000023841858","0.4975000023841858","0.4975000023841858","1790.5","1790","1791","0.5310314893722534","0.5310314893722534","0.5310314893722534"
"896","","","","","","","","","","0.4650000035762787","0.4650000035762787","0.4650000035762787","1792.5","1792","1793","0.5288461446762085","0.5288461446762085","0.5288461446762085"
"897","","","","","","","","","","0.5249999761581421","0.5249999761581421","0.5249999761581421","1794.5","1794","1795","0.5183566212654114","0.5183566212654114","0.5183566212654114"
"898","","","","","","","","","","0.5149999856948853","0.5149999856948853","0.5149999856948853","1796.5","1796","1797","0.5231643319129944","0.5231643319129944","0.5231643319129944"
"899","","","","","","","","","","0.47749999165534973","0.47749999165534973","0.47749999165534973","1798.5","1798","1799","0.5262237787246704","0.5262237787246704","0.5262237787246704"
"900","","","","","","","","","","0.512499988079071","0.512499988079071","0.512499988079071","1800.5","1800","1801","0.5240384340286255","0.5240384340286255","0.5240384340286255"
"901","","","","","","","","","","0.48750001192092896","0.48750001192092896","0.48750001192092896","1802.5","1802","1803","0.5257866978645325","0.5257866978645325","0.5257866978645325"
"902","","","","","","","","","","0.5099999904632568","0.5099999904632568","0.5099999904632568","1804.5","1804","1805","0.5209790468215942","0.5209790468215942","0.5209790468215942"
"903","","","","","","","","","","0.4925000071525574","0.4925000071525574","0.4925000071525574","1806.5","1806","1807","0.5222902297973633","0.5222902297973633","0.5222902297973633"
"904","","","","","","","","","","0.4650000035762787","0.4650000035762787","0.4650000035762787","1808.5","1808","1809","0.5244755148887634","0.5244755148887634","0.5244755148887634"
"905","","","","","","","","","","0.4975000023841858","0.4975000023841858","0.4975000023841858","1810.5","1810","1811","0.5253496766090393","0.5253496766090393","0.5253496766090393"
"906","","","","","","","","","","0.5074999928474426","0.5074999928474426","0.5074999928474426","1812.5","1812","1813","0.5222902297973633","0.5222902297973633","0.5222902297973633"
"907","","","","","","","","","","0.4975000023841858","0.4975000023841858","0.4975000023841858","1814.5","1814","1815","0.5249125957489014","0.5249125957489014","0.5249125957489014"
"908","","","","","","","","","","0.5325000286102295","0.5325000286102295","0.5325000286102295","1816.5","1816","1817","0.5231643319129944","0.5231643319129944","0.5231643319129944"
"909","","","","","","","","","","0.4975000023841858","0.4975000023841858","0.4975000023841858","1818.5","1818","1819","0.5231643319129944","0.5231643319129944","0.5231643319129944"
"910","","","","","","","","","","0.48750001192092896","0.48750001192092896","0.48750001192092896","1820.5","1820","1821","0.5236014127731323","0.5236014127731323","0.5236014127731323"
"911","","","","","","","","","","0.5224999785423279","0.5224999785423279","0.5224999785423279","1822.5","1822","1823","0.5218531489372253","0.5218531489372253","0.5218531489372253"
"912","","","","","","","","","","0.5074999928474426","0.5074999928474426","0.5074999928474426","1824.5","1824","1825","0.5262237787246704","0.5262237787246704","0.5262237787246704"
"913","","","","","","","","","","0.5274999737739563","0.5274999737739563","0.5274999737739563","1826.5","1826","1827","0.5236014127731323","0.5236014127731323","0.5236014127731323"
"914","","","","","","","","","","0.5199999809265137","0.5199999809265137","0.5199999809265137","1828.5","1828","1829","0.5179196000099182","0.5179196000099182","0.5179196000099182"
"915","","","","","","","","","","0.5224999785423279","0.5224999785423279","0.5224999785423279","1830.5","1830","1831","0.5209790468215942","0.5209790468215942","0.5209790468215942"
"916","","","","","","","","","","0.5024999976158142","0.5024999976158142","0.5024999976158142","1832.5","1832","1833","0.5227272510528564","0.5227272510528564","0.5227272510528564"
"917","","","","","","","","","","0.5049999952316284","0.5049999952316284","0.5049999952316284","1834.5","1834","1835","0.5266608595848083","0.5266608595848083","0.5266608595848083"
"918","","","","","","","","","","0.5224999785423279","0.5224999785423279","0.5224999785423279","1836.5","1836","1837","0.5222902297973633","0.5222902297973633","0.5222902297973633"
"919","","","","","","","","","","0.5249999761581421","0.5249999761581421","0.5249999761581421","1838.5","1838","1839","0.5266608595848083","0.5266608595848083","0.5266608595848083"
"920","","","","","","","","","","0.48500001430511475","0.48500001430511475","0.48500001430511475","1840.5","1840","1841","0.5236014127731323","0.5236014127731323","0.5236014127731323"
